agency_cd,site_no,parameter_cd,ts_id,loc_web_ds,year_nu,month_nu,mean_va,count_nu
USGS,05325000,00060,73412,,1903,6,6978.0,30
USGS,05325000,00060,73412,,1903,7,5112.0,31
USGS,05325000,00060,73412,,1903,8,3431.0,31
USGS,05325000,00060,73412,,1903,9,10170.0,30
USGS,05325000,00060,73412,,1903,10,9432.0,31
USGS,05325000,00060,73412,,1903,11,2005.0,30
USGS,05325000,00060,73412,,1903,12,1211.0,31
USGS,05325000,00060,73412,,1904,1,687.4,31
USGS,05325000,00060,73412,,1904,2,500.0,29
USGS,05325000,00060,73412,,1904,4,5132.0,30
USGS,05325000,00060,73412,,1904,5,2735.0,31
USGS,05325000,00060,73412,,1904,6,2116.0,30
USGS,05325000,00060,73412,,1904,7,1312.0,31
USGS,05325000,00060,73412,,1904,8,750.6,31
USGS,05325000,00060,73412,,1904,9,590.8,30
USGS,05325000,00060,73412,,1904,10,701.1,31
USGS,05325000,00060,73412,,1904,11,733.0,30
USGS,05325000,00060,73412,,1904,12,460.0,31
USGS,05325000,00060,73412,,1905,1,300.0,31
USGS,05325000,00060,73412,,1905,2,400.0,28
USGS,05325000,00060,73412,,1905,3,3639.0,31
USGS,05325000,00060,73412,,1905,4,2326.0,30
USGS,05325000,00060,73412,,1905,5,5823.0,31
USGS,05325000,00060,73412,,1905,6,3215.0,30
USGS,05325000,00060,73412,,1905,7,9425.0,31
USGS,05325000,00060,73412,,1905,8,2165.0,31
USGS,05325000,00060,73412,,1905,9,1547.0,30
USGS,05325000,00060,73412,,1905,10,1266.0,31
USGS,05325000,00060,73412,,1905,11,1637.0,30
USGS,05325000,00060,73412,,1905,12,1250.0,31
USGS,05325000,00060,73412,,1906,4,6593.0,30
USGS,05325000,00060,73412,,1906,5,4558.0,31
USGS,05325000,00060,73412,,1906,6,8679.0,30
USGS,05325000,00060,73412,,1906,7,5022.0,31
USGS,05325000,00060,73412,,1906,8,5251.0,31
USGS,05325000,00060,73412,,1906,9,5680.0,30
USGS,05325000,00060,73412,,1906,10,3630.0,31
USGS,05325000,00060,73412,,1906,11,4782.0,30
USGS,05325000,00060,73412,,1907,4,8357.0,30
USGS,05325000,00060,73412,,1907,5,4476.0,31
USGS,05325000,00060,73412,,1907,6,14450.0,30
USGS,05325000,00060,73412,,1907,7,8136.0,31
USGS,05325000,00060,73412,,1907,8,3007.0,31
USGS,05325000,00060,73412,,1907,9,2627.0,30
USGS,05325000,00060,73412,,1907,10,1505.0,31
USGS,05325000,00060,73412,,1907,11,1381.0,30
USGS,05325000,00060,73412,,1908,4,3913.0,30
USGS,05325000,00060,73412,,1908,5,10940.0,31
USGS,05325000,00060,73412,,1908,6,24690.0,30
USGS,05325000,00060,73412,,1908,7,16510.0,31
USGS,05325000,00060,73412,,1908,8,3352.0,31
USGS,05325000,00060,73412,,1908,9,1099.0,30
USGS,05325000,00060,73412,,1908,10,975.2,31
USGS,05325000,00060,73412,,1908,11,968.8,30
USGS,05325000,00060,73412,,1909,4,16020.0,30
USGS,05325000,00060,73412,,1909,5,5200.0,31
USGS,05325000,00060,73412,,1909,6,8255.0,30
USGS,05325000,00060,73412,,1909,7,6118.0,31
USGS,05325000,00060,73412,,1909,8,1515.0,31
USGS,05325000,00060,73412,,1909,9,769.3,30
USGS,05325000,00060,73412,,1909,10,613.4,31
USGS,05325000,00060,73412,,1909,11,2388.0,30
USGS,05325000,00060,73412,,1910,1,800.0,31
USGS,05325000,00060,73412,,1910,2,575.0,28
USGS,05325000,00060,73412,,1910,3,7760.0,31
USGS,05325000,00060,73412,,1910,4,2650.0,30
USGS,05325000,00060,73412,,1910,5,1880.0,31
USGS,05325000,00060,73412,,1910,6,1043.0,30
USGS,05325000,00060,73412,,1910,7,461.8,31
USGS,05325000,00060,73412,,1910,8,246.1,31
USGS,05325000,00060,73412,,1910,9,218.3,30
USGS,05325000,00060,73412,,1910,10,231.1,31
USGS,05325000,00060,73412,,1910,11,285.0,30
USGS,05325000,00060,73412,,1910,12,220.0,31
USGS,05325000,00060,73412,,1911,1,175.0,31
USGS,05325000,00060,73412,,1911,2,190.0,28
USGS,05325000,00060,73412,,1911,3,722.7,31
USGS,05325000,00060,73412,,1911,4,745.6,30
USGS,05325000,00060,73412,,1911,5,524.1,31
USGS,05325000,00060,73412,,1911,6,502.4,30
USGS,05325000,00060,73412,,1911,7,226.6,31
USGS,05325000,00060,73412,,1911,8,241.3,31
USGS,05325000,00060,73412,,1911,9,183.6,30
USGS,05325000,00060,73412,,1911,10,1793.0,31
USGS,05325000,00060,73412,,1911,11,1066.0,30
USGS,05325000,00060,73412,,1911,12,740.0,31
USGS,05325000,00060,73412,,1912,1,300.0,31
USGS,05325000,00060,73412,,1912,2,250.0,29
USGS,05325000,00060,73412,,1912,3,1403.0,31
USGS,05325000,00060,73412,,1912,4,4266.0,30
