Activity_StartDate,Result_Measure,Result_MeasureUnit,Result_Characteristic,ResultAnalyticalMethod_Description,Result_CharacteristicGroup
1972-05-12,51,% passing,Suspended sediment particle size,,Sediment
1972-07-20,84,% passing,Suspended sediment particle size,,Sediment
2009-04-01,34,% passing,Suspended sediment particle size,"DESCRIPTION: Pipet; CITATION(S): Blanchard, S.F., 2003, Water Resources Discipline policy on storage and publication of fluvial-sediment data with updated method codes: U.S. Geological Survey, Office of Surface Water Technical Memorandum No. 2004.01, December 16, 2003, 4 p.",Sediment
2010-09-28,61,% passing,Suspended sediment particle size,"DESCRIPTION: Pipet; CITATION(S): Blanchard, S.F., 2003, Water Resources Discipline policy on storage and publication of fluvial-sediment data with updated method codes: U.S. Geological Survey, Office of Surface Water Technical Memorandum No. 2004.01, December 16, 2003, 4 p.",Sediment
