Activity_StartDate,Result_Measure,Result_MeasureUnit,Result_Characteristic,ResultAnalyticalMethod_Description,Result_CharacteristicGroup
1989-08-28,630,cfu/100mL,Fecal Streptococcus Group Bacteria,,Microbiological
1990-01-31,15,cfu/100mL,Fecal Streptococcus Group Bacteria,,Microbiological
1990-03-11,3600,cfu/100mL,Fecal Streptococcus Group Bacteria,,Microbiological
1990-03-21,106,cfu/100mL,Fecal Streptococcus Group Bacteria,,Microbiological
1990-03-28,65,cfu/100mL,Fecal Streptococcus Group Bacteria,,Microbiological
1990-08-29,140,cfu/100mL,Fecal Streptococcus Group Bacteria,,Microbiological
