Activity_StartDate,Result_Measure,Result_MeasureUnit,Result_Characteristic,ResultAnalyticalMethod_Description,Result_CharacteristicGroup
1999-03-25,99088,,Set number,"DESCRIPTION: DOC by UV-Promoted Persulfate Oxidation and IR Spectrometry; CITATION(S): Brenton, R.W., and Arnett, T.L., 1993, Methods of analysis by the U.S. Geological Survey National Water Quality Laboratory--Determination of dissolved organic carbon by UV-promoted persulfate oxidation and infrared spectrometry: U.S. Geological Survey Open-File Report 92-480, 12 p. | USGS | O-1122-92",Information
1999-04-07,990990,,Set number,"DESCRIPTION: DOC by UV-Promoted Persulfate Oxidation and IR Spectrometry; CITATION(S): Brenton, R.W., and Arnett, T.L., 1993, Methods of analysis by the U.S. Geological Survey National Water Quality Laboratory--Determination of dissolved organic carbon by UV-promoted persulfate oxidation and infrared spectrometry: U.S. Geological Survey Open-File Report 92-480, 12 p. | USGS | O-1122-92",Information
1999-05-12,991370,,Set number,"DESCRIPTION: DOC by UV-Promoted Persulfate Oxidation and IR Spectrometry; CITATION(S): Brenton, R.W., and Arnett, T.L., 1993, Methods of analysis by the U.S. Geological Survey National Water Quality Laboratory--Determination of dissolved organic carbon by UV-promoted persulfate oxidation and infrared spectrometry: U.S. Geological Survey Open-File Report 92-480, 12 p. | USGS | O-1122-92",Information
1999-05-25,99148,,Set number,"DESCRIPTION: DOC by UV-Promoted Persulfate Oxidation and IR Spectrometry; CITATION(S): Brenton, R.W., and Arnett, T.L., 1993, Methods of analysis by the U.S. Geological Survey National Water Quality Laboratory--Determination of dissolved organic carbon by UV-promoted persulfate oxidation and infrared spectrometry: U.S. Geological Survey Open-File Report 92-480, 12 p. | USGS | O-1122-92",Information
1999-06-11,99166,,Set number,"DESCRIPTION: DOC by UV-Promoted Persulfate Oxidation and IR Spectrometry; CITATION(S): Brenton, R.W., and Arnett, T.L., 1993, Methods of analysis by the U.S. Geological Survey National Water Quality Laboratory--Determination of dissolved organic carbon by UV-promoted persulfate oxidation and infrared spectrometry: U.S. Geological Survey Open-File Report 92-480, 12 p. | USGS | O-1122-92",Information
1999-06-29,991820,,Set number,"DESCRIPTION: DOC by UV-Promoted Persulfate Oxidation and IR Spectrometry; CITATION(S): Brenton, R.W., and Arnett, T.L., 1993, Methods of analysis by the U.S. Geological Survey National Water Quality Laboratory--Determination of dissolved organic carbon by UV-promoted persulfate oxidation and infrared spectrometry: U.S. Geological Survey Open-File Report 92-480, 12 p. | USGS | O-1122-92",Information
1999-07-29,99211,,Set number,"DESCRIPTION: DOC by UV-Promoted Persulfate Oxidation and IR Spectrometry; CITATION(S): Brenton, R.W., and Arnett, T.L., 1993, Methods of analysis by the U.S. Geological Survey National Water Quality Laboratory--Determination of dissolved organic carbon by UV-promoted persulfate oxidation and infrared spectrometry: U.S. Geological Survey Open-File Report 92-480, 12 p. | USGS | O-1122-92",Information
1999-08-19,99236,,Set number,"DESCRIPTION: DOC by UV-Promoted Persulfate Oxidation and IR Spectrometry; CITATION(S): Brenton, R.W., and Arnett, T.L., 1993, Methods of analysis by the U.S. Geological Survey National Water Quality Laboratory--Determination of dissolved organic carbon by UV-promoted persulfate oxidation and infrared spectrometry: U.S. Geological Survey Open-File Report 92-480, 12 p. | USGS | O-1122-92",Information
1999-10-20,992950,,Set number,"DESCRIPTION: DOC by UV-Promoted Persulfate Oxidation and IR Spectrometry; CITATION(S): Brenton, R.W., and Arnett, T.L., 1993, Methods of analysis by the U.S. Geological Survey National Water Quality Laboratory--Determination of dissolved organic carbon by UV-promoted persulfate oxidation and infrared spectrometry: U.S. Geological Survey Open-File Report 92-480, 12 p. | USGS | O-1122-92",Information
1999-11-02,99309,,Set number,"DESCRIPTION: DOC by UV-Promoted Persulfate Oxidation and IR Spectrometry; CITATION(S): Brenton, R.W., and Arnett, T.L., 1993, Methods of analysis by the U.S. Geological Survey National Water Quality Laboratory--Determination of dissolved organic carbon by UV-promoted persulfate oxidation and infrared spectrometry: U.S. Geological Survey Open-File Report 92-480, 12 p. | USGS | O-1122-92",Information
2000-01-10,12,,Set number,"DESCRIPTION: DOC by UV-Promoted Persulfate Oxidation and IR Spectrometry; CITATION(S): Brenton, R.W., and Arnett, T.L., 1993, Methods of analysis by the U.S. Geological Survey National Water Quality Laboratory--Determination of dissolved organic carbon by UV-promoted persulfate oxidation and infrared spectrometry: U.S. Geological Survey Open-File Report 92-480, 12 p. | USGS | O-1122-92",Information
2000-01-24,25.1,,Set number,"DESCRIPTION: DOC by UV-Promoted Persulfate Oxidation and IR Spectrometry; CITATION(S): Brenton, R.W., and Arnett, T.L., 1993, Methods of analysis by the U.S. Geological Survey National Water Quality Laboratory--Determination of dissolved organic carbon by UV-promoted persulfate oxidation and infrared spectrometry: U.S. Geological Survey Open-File Report 92-480, 12 p. | USGS | O-1122-92",Information
