agency_cd,site_no,parameter_cd,ts_id,loc_web_ds,month_nu,day_nu,begin_yr,end_yr,count_nu,max_va_yr,max_va,min_va_yr,min_va,mean_va,p05_va,p10_va,p20_va,p25_va,p50_va,p75_va,p80_va,p90_va,p95_va
USGS,05320270,63680,215154,,6,2,2006,2006,1,2006,91.5,2006,91.5,92.0,,,,,92.0,,,,
USGS,05320270,63680,215154,,6,3,2006,2006,1,2006,92.5,2006,92.5,93.0,,,,,93.0,,,,
USGS,05320270,63680,215154,,6,4,2006,2006,1,2006,83.6,2006,83.6,84.0,,,,,84.0,,,,
USGS,05320270,63680,215154,,6,5,2006,2006,1,2006,89.7,2006,89.7,90.0,,,,,90.0,,,,
USGS,05320270,63680,215154,,6,6,2006,2006,1,2006,93.7,2006,93.7,94.0,,,,,94.0,,,,
USGS,05320270,63680,215154,,6,7,2006,2006,1,2006,92.9,2006,92.9,93.0,,,,,93.0,,,,
USGS,05320270,63680,215154,,6,8,2005,2006,2,2006,86.8,2005,72.6,80.0,,,,,80.0,,,,
USGS,05320270,63680,215154,,6,9,2005,2006,2,2006,76.7,2005,71.6,74.0,,,,,74.0,,,,
USGS,05320270,63680,215154,,6,10,2005,2006,2,2006,96.9,2005,57.4,77.0,,,,,77.0,,,,
USGS,05320270,63680,215154,,6,11,2005,2006,2,2006,86.6,2005,55.7,71.0,,,,,71.0,,,,
USGS,05320270,63680,215154,,6,12,2005,2006,2,2006,76.3,2005,54.4,65.0,,,,,65.0,,,,
USGS,05320270,63680,215154,,6,13,2005,2006,2,2006,72.7,2005,53.4,63.0,,,,,63.0,,,,
USGS,05320270,63680,215154,,6,14,2005,2006,2,2006,71.5,2005,52.5,62.0,,,,,62.0,,,,
USGS,05320270,63680,215154,,6,15,2005,2006,2,2006,68.9,2005,48.0,58.0,,,,,58.0,,,,
USGS,05320270,63680,215154,,6,16,2005,2006,2,2006,63.1,2005,44.5,54.0,,,,,54.0,,,,
USGS,05320270,63680,215154,,6,17,2005,2006,2,2006,65.4,2005,42.8,54.0,,,,,54.0,,,,
USGS,05320270,63680,215154,,6,18,2005,2006,2,2006,74.6,2005,42.8,59.0,,,,,59.0,,,,
USGS,05320270,63680,215154,,6,19,2005,2006,2,2006,78.7,2005,45.0,62.0,,,,,62.0,,,,
USGS,05320270,63680,215154,,6,20,2005,2006,2,2006,86.0,2005,44.9,65.0,,,,,65.0,,,,
USGS,05320270,63680,215154,,6,21,2005,2005,1,2005,41.3,2005,41.3,41.0,,,,,41.0,,,,
USGS,05320270,63680,215154,,6,22,2005,2005,1,2005,40.0,2005,40.0,40.0,,,,,40.0,,,,
USGS,05320270,63680,215154,,6,23,2005,2005,1,2005,38.7,2005,38.7,39.0,,,,,39.0,,,,
USGS,05320270,63680,215154,,6,24,2005,2005,1,2005,42.5,2005,42.5,42.0,,,,,42.0,,,,
USGS,05320270,63680,215154,,6,25,2005,2005,1,2005,48.2,2005,48.2,48.0,,,,,48.0,,,,
USGS,05320270,63680,215154,,6,26,2005,2005,1,2005,46.4,2005,46.4,46.0,,,,,46.0,,,,
USGS,05320270,63680,215154,,6,27,2005,2005,1,2005,44.4,2005,44.4,44.0,,,,,44.0,,,,
USGS,05320270,63680,215154,,6,28,2005,2005,1,2005,50.4,2005,50.4,50.0,,,,,50.0,,,,
USGS,05320270,63680,215154,,6,29,2005,2005,1,2005,66.9,2005,66.9,67.0,,,,,67.0,,,,
USGS,05320270,63680,215154,,6,30,2005,2005,1,2005,71.1,2005,71.1,71.0,,,,,71.0,,,,
USGS,05320270,63680,215154,,7,1,2005,2005,1,2005,71.8,2005,71.8,72.0,,,,,72.0,,,,
USGS,05320270,63680,215154,,7,2,2005,2005,1,2005,59.9,2005,59.9,60.0,,,,,60.0,,,,
USGS,05320270,63680,215154,,7,3,2005,2005,1,2005,64.5,2005,64.5,65.0,,,,,65.0,,,,
USGS,05320270,63680,215154,,7,4,2005,2005,1,2005,60.2,2005,60.2,60.0,,,,,60.0,,,,
USGS,05320270,63680,215154,,7,5,2005,2005,1,2005,62.8,2005,62.8,63.0,,,,,63.0,,,,
USGS,05320270,63680,215154,,7,6,2005,2005,1,2005,72.8,2005,72.8,73.0,,,,,73.0,,,,
USGS,05320270,63680,215154,,7,7,2005,2005,1,2005,65.8,2005,65.8,66.0,,,,,66.0,,,,
USGS,05320270,63680,215154,,7,8,2005,2005,1,2005,62.5,2005,62.5,62.0,,,,,62.0,,,,
USGS,05320270,63680,215154,,7,9,2005,2005,1,2005,63.6,2005,63.6,64.0,,,,,64.0,,,,
USGS,05320270,63680,215154,,7,10,2005,2005,1,2005,66.7,2005,66.7,67.0,,,,,67.0,,,,
USGS,05320270,63680,215154,,7,11,2005,2005,1,2005,67.3,2005,67.3,67.0,,,,,67.0,,,,
USGS,05320270,63680,215154,,7,12,2005,2005,1,2005,61.9,2005,61.9,62.0,,,,,62.0,,,,
USGS,05320270,63680,215154,,7,13,2005,2005,1,2005,55.7,2005,55.7,56.0,,,,,56.0,,,,
USGS,05320270,63680,215154,,7,14,2005,2005,1,2005,48.8,2005,48.8,49.0,,,,,49.0,,,,
USGS,05320270,63680,215154,,7,15,2005,2005,1,2005,42.0,2005,42.0,42.0,,,,,42.0,,,,
USGS,05320270,63680,215154,,7,16,2005,2005,1,2005,44.5,2005,44.5,45.0,,,,,45.0,,,,
USGS,05320270,63680,215154,,7,17,2005,2005,1,2005,45.6,2005,45.6,46.0,,,,,46.0,,,,
USGS,05320270,63680,215154,,7,18,2005,2005,1,2005,41.4,2005,41.4,41.0,,,,,41.0,,,,
USGS,05320270,63680,215154,,7,19,2005,2005,1,2005,33.5,2005,33.5,34.0,,,,,34.0,,,,
