Activity_StartDate,Result_Measure,Result_MeasureUnit,Result_Characteristic,ResultAnalyticalMethod_Description,Result_CharacteristicGroup
1967-10-12,20,ug/L,Manganese,,"Inorganics, Minor, Metals"
1968-10-17,100,ug/L,Manganese,,"Inorganics, Minor, Metals"
1969-09-05,10,ug/L,Manganese,,"Inorganics, Minor, Metals"
