Activity_StartDate,Result_Measure,Result_MeasureUnit,Result_Characteristic,ResultAnalyticalMethod_Description,Result_CharacteristicGroup
1967-10-12,8.0,standard units,pH,,Physical
1968-10-17,7.4,standard units,pH,,Physical
1969-09-05,8.0,standard units,pH,,Physical
1989-04-20,8.7,standard units,pH,,Physical
1989-07-18,8.4,standard units,pH,,Physical
1989-08-28,8.3,standard units,pH,,Physical
1990-01-31,7.7,standard units,pH,,Physical
1990-03-11,8.1,standard units,pH,,Physical
1990-03-13,8.0,standard units,pH,,Physical
1990-03-14,8.0,standard units,pH,,Physical
1990-03-16,7.9,standard units,pH,,Physical
1990-03-21,8.1,standard units,pH,,Physical
1990-03-28,8.1,standard units,pH,,Physical
1990-05-31,8.3,standard units,pH,,Physical
1990-08-29,8.5,standard units,pH,,Physical
1991-03-16,8.7,standard units,pH,,Physical
1991-03-19,8.8,standard units,pH,,Physical
1991-03-20,9.2,standard units,pH,,Physical
1991-03-21,9.5,standard units,pH,,Physical
1991-03-23,8.5,standard units,pH,,Physical
1991-03-26,7.5,standard units,pH,,Physical
1991-04-03,8.4,standard units,pH,,Physical
1991-04-09,8.6,standard units,pH,,Physical
1991-05-06,8.1,standard units,pH,,Physical
1991-05-07,8.6,standard units,pH,,Physical
1991-05-08,8.2,standard units,pH,,Physical
1991-05-14,8.5,standard units,pH,,Physical
1991-06-05,8.3,standard units,pH,,Physical
1991-07-22,8.2,standard units,pH,,Physical
1991-07-23,8.2,standard units,pH,,Physical
1991-07-24,8.2,standard units,pH,,Physical
1991-07-26,8.2,standard units,pH,,Physical
1992-04-15,8.4,standard units,pH,,Physical
1992-04-20,8.2,standard units,pH,,Physical
1992-04-21,8.3,standard units,pH,,Physical
1992-04-22,8.5,standard units,pH,,Physical
1992-04-23,8.3,standard units,pH,,Physical
1992-04-24,7.3,standard units,pH,,Physical
1992-04-27,8.0,standard units,pH,,Physical
1992-04-30,8.1,standard units,pH,,Physical
1992-08-08,7.9,standard units,pH,,Physical
2013-05-07,8.2,standard units,pH,"DESCRIPTION: pH, field, electrometric; CITATION(S): U.S. Geological Survey, [variously dated], pH, in National field manual for the collection of water-quality data: U.S. Geological Survey Techniques of Water-Resources Investigations, book 9, chap. A6.4, available online at https://www.usgs.gov/mission-areas/water-resources/science/national-field-manual-collection-water-quality-data-nfm. | USGS | NFM 6.4",Physical
