agency_cd,site_no,parameter_cd,ts_id,loc_web_ds,month_nu,day_nu,begin_yr,end_yr,count_nu,max_va_yr,max_va,min_va_yr,min_va,mean_va,p05_va,p10_va,p20_va,p25_va,p50_va,p75_va,p80_va,p90_va,p95_va
USGS,05320270,00300,73402,,6,2,2006,2006,1,2006,8.1,2006,8.1,8.1,,,,,8.1,,,,
USGS,05320270,00300,73402,,6,3,2006,2006,1,2006,7.8,2006,7.8,7.8,,,,,7.8,,,,
USGS,05320270,00300,73402,,6,4,2006,2006,1,2006,7.9,2006,7.9,7.9,,,,,7.9,,,,
USGS,05320270,00300,73402,,6,5,2006,2006,1,2006,7.9,2006,7.9,7.9,,,,,7.9,,,,
USGS,05320270,00300,73402,,6,6,2006,2006,1,2006,7.8,2006,7.8,7.8,,,,,7.8,,,,
USGS,05320270,00300,73402,,6,7,2006,2006,1,2006,7.9,2006,7.9,7.9,,,,,7.9,,,,
USGS,05320270,00300,73402,,6,8,2005,2006,2,2006,8.0,2005,6.6,7.3,,,,,7.3,,,,
USGS,05320270,00300,73402,,6,9,2005,2006,2,2006,7.9,2005,7.1,7.5,,,,,7.5,,,,
USGS,05320270,00300,73402,,6,10,2005,2006,2,2006,8.5,2005,7.2,7.8,,,,,7.8,,,,
USGS,05320270,00300,73402,,6,11,2005,2006,2,2006,9.3,2005,7.4,8.4,,,,,8.4,,,,
USGS,05320270,00300,73402,,6,12,2005,2006,2,2006,9.8,2005,7.6,8.7,,,,,8.7,,,,
USGS,05320270,00300,73402,,6,13,2005,2006,2,2006,8.9,2005,7.5,8.2,,,,,8.2,,,,
USGS,05320270,00300,73402,,6,14,2005,2006,2,2005,7.8,2006,7.7,7.8,,,,,7.8,,,,
USGS,05320270,00300,73402,,6,15,2005,2006,2,2005,8.1,2006,8.0,8.1,,,,,8.1,,,,
USGS,05320270,00300,73402,,6,16,2005,2006,2,2005,8.5,2006,7.5,8.0,,,,,8.0,,,,
USGS,05320270,00300,73402,,6,17,2005,2006,2,2005,8.3,2006,7.3,7.8,,,,,7.8,,,,
USGS,05320270,00300,73402,,6,18,2005,2006,2,2005,8.0,2006,7.6,7.8,,,,,7.8,,,,
USGS,05320270,00300,73402,,6,19,2005,2005,1,2005,7.9,2005,7.9,7.9,,,,,7.9,,,,
USGS,05320270,00300,73402,,6,20,2005,2005,1,2005,7.4,2005,7.4,7.4,,,,,7.4,,,,
USGS,05320270,00300,73402,,6,21,2005,2005,1,2005,7.5,2005,7.5,7.5,,,,,7.5,,,,
USGS,05320270,00300,73402,,6,22,2005,2005,1,2005,7.5,2005,7.5,7.5,,,,,7.5,,,,
USGS,05320270,00300,73402,,6,23,2005,2005,1,2005,7.3,2005,7.3,7.3,,,,,7.3,,,,
USGS,05320270,00300,73402,,6,24,2005,2005,1,2005,6.8,2005,6.8,6.8,,,,,6.8,,,,
USGS,05320270,00300,73402,,6,25,2005,2005,1,2005,7.2,2005,7.2,7.2,,,,,7.2,,,,
USGS,05320270,00300,73402,,6,26,2005,2005,1,2005,7.7,2005,7.7,7.7,,,,,7.7,,,,
USGS,05320270,00300,73402,,6,27,2005,2005,1,2005,7.4,2005,7.4,7.4,,,,,7.4,,,,
