Activity_StartDate,Result_Measure,Result_MeasureUnit,Result_Characteristic,ResultAnalyticalMethod_Description,Result_CharacteristicGroup
2007-05-18,23,NTRU,Turbidity,"DESCRIPTION: HACH, sensor model 2100 P, NTRU; CITATION(S): USEPA | 180.1",Physical
2012-03-09,36,NTRU,Turbidity,"DESCRIPTION: HACH, sensor model 2100 P, NTRU; CITATION(S): USEPA | 180.1",Physical
2012-04-17,38,NTRU,Turbidity,,Physical
2012-05-03,22,NTRU,Turbidity,"DESCRIPTION: HACH, sensor model 2100 P, NTRU; CITATION(S): USEPA | 180.1",Physical
2012-05-07,720,NTRU,Turbidity,,Physical
2012-05-07,610,NTRU,Turbidity,,Physical
2012-05-07,690,NTRU,Turbidity,,Physical
2012-05-08,310,NTRU,Turbidity,,Physical
2012-05-09,150,NTRU,Turbidity,,Physical
2012-05-10,130,NTRU,Turbidity,,Physical
2012-05-15,83,NTRU,Turbidity,,Physical
2012-05-16,75,NTRU,Turbidity,,Physical
2012-05-17,72,NTRU,Turbidity,,Physical
2012-07-19,13,NTRU,Turbidity,,Physical
2013-04-12,220,NTRU,Turbidity,,Physical
2013-04-25,210,NTRU,Turbidity,,Physical
2013-04-26,170,NTRU,Turbidity,,Physical
2013-05-09,110,NTRU,Turbidity,,Physical
2013-05-10,120,NTRU,Turbidity,,Physical
2013-05-13,43,NTRU,Turbidity,,Physical
2013-05-14,45,NTRU,Turbidity,,Physical
2013-06-18,120,NTRU,Turbidity,,Physical
2013-06-24,,,Turbidity,,Physical
2014-04-07,150,NTRU,Turbidity,,Physical
2014-04-08,110,NTRU,Turbidity,,Physical
2014-04-09,100,NTRU,Turbidity,,Physical
2014-04-15,45,NTRU,Turbidity,,Physical
2014-04-29,730,NTRU,Turbidity,,Physical
2014-05-07,79,NTRU,Turbidity,,Physical
2014-05-28,28,NTRU,Turbidity,,Physical
2014-07-01,110,NTRU,Turbidity,,Physical
2014-07-02,110,NTRU,Turbidity,,Physical
2014-07-03,95,NTRU,Turbidity,,Physical
2015-03-31,7.9,NTRU,Turbidity,,Physical
2015-03-31,7.9,NTRU,Turbidity,,Physical
2015-03-31,7.9,NTRU,Turbidity,,Physical
2015-03-31,7.9,NTRU,Turbidity,,Physical
2015-03-31,7.9,NTRU,Turbidity,,Physical
2015-04-08,8.3,NTRU,Turbidity,,Physical
2015-04-08,8.3,NTRU,Turbidity,,Physical
2015-04-08,8.3,NTRU,Turbidity,,Physical
2015-04-08,8.3,NTRU,Turbidity,,Physical
2015-04-08,8.3,NTRU,Turbidity,,Physical
2015-04-21,11,NTRU,Turbidity,,Physical
2015-04-21,11,NTRU,Turbidity,,Physical
2015-04-21,11,NTRU,Turbidity,,Physical
2015-04-21,11,NTRU,Turbidity,,Physical
2015-04-21,11,NTRU,Turbidity,,Physical
2015-05-19,120,NTRU,Turbidity,,Physical
2015-06-03,120,NTRU,Turbidity,,Physical
2015-06-22,,,Turbidity,,Physical
2015-06-23,960,NTRU,Turbidity,,Physical
2015-06-25,380,NTRU,Turbidity,,Physical
2015-06-26,310,NTRU,Turbidity,,Physical
2015-08-05,46,NTRU,Turbidity,,Physical
