agency_cd,site_no,parameter_cd,ts_id,loc_web_ds,year_nu,mean_va,count_nu
USGS,05320270,00095,73399,,1996,638.1,261
USGS,05320270,00095,73399,,1997,640.2,328
USGS,05320270,00095,73399,,1998,635.3,184
USGS,05320270,00095,73399,,2005,550.3,87
USGS,05320270,00095,73399,,2006,560.8,34
