agency_cd,site_no,parameter_cd,ts_id,loc_web_ds,month_nu,day_nu,begin_yr,end_yr,count_nu,max_va_yr,max_va,min_va_yr,min_va,mean_va,p05_va,p10_va,p20_va,p25_va,p50_va,p75_va,p80_va,p90_va,p95_va
USGS,05325000,00060,73412,,1,1,1904,2023,104,2017,6990,1935,58.0,1080,84.0,141,190,267,570,1450,1750,2800,3640.0
USGS,05325000,00060,73412,,1,2,1904,2023,104,2017,6970,1935,60.0,1060,82.0,141,180,248,547,1410,1700,2750,3620.0
USGS,05325000,00060,73412,,1,3,1904,2023,104,2017,6850,1934,67.0,1050,88.0,135,186,247,545,1440,1700,2700,3540.0
USGS,05325000,00060,73412,,1,4,1904,2023,104,2017,6560,1934,68.0,1040,84.0,126,190,267,542,1430,1690,2640,3500.0
USGS,05325000,00060,73412,,1,5,1904,2023,104,2017,6180,1934,70.0,1020,80.0,119,190,262,550,1410,1610,2590,3490.0
USGS,05325000,00060,73412,,1,6,1904,2023,104,2017,5910,1934,68.0,1000,80.0,116,190,256,542,1380,1600,2420,3460.0
USGS,05325000,00060,73412,,1,7,1904,2023,104,2017,5690,1935,71.0,979,83.0,117,190,254,515,1340,1600,2380,3430.0
USGS,05325000,00060,73412,,1,8,1904,2023,104,2017,5500,1934,67.0,960,77.0,118,190,263,510,1290,1510,2310,3350.0
USGS,05325000,00060,73412,,1,9,1904,2023,104,2017,5350,1935,62.0,942,79.0,120,190,253,520,1290,1520,2250,3320.0
USGS,05325000,00060,73412,,1,10,1904,2023,104,2017,5240,1934,65.0,933,82.0,118,190,260,534,1270,1560,2200,3460.0
USGS,05325000,00060,73412,,1,11,1904,2023,104,2017,5140,1934,62.0,919,85.0,120,190,244,486,1240,1550,2160,3520.0
USGS,05325000,00060,73412,,1,12,1904,2023,104,2017,5040,1934,62.0,909,81.0,125,190,243,496,1230,1540,2110,3440.0
USGS,05325000,00060,73412,,1,13,1904,2023,104,2017,4880,1934,60.0,891,79.0,122,190,253,496,1210,1500,2060,3420.0
USGS,05325000,00060,73412,,1,14,1904,2023,104,2017,4670,1934,58.0,872,80.0,127,184,251,487,1180,1500,2040,3400.0
USGS,05325000,00060,73412,,1,15,1904,2023,104,2017,4460,1934,55.0,854,82.0,120,180,248,486,1160,1500,1990,3260.0
USGS,05325000,00060,73412,,1,16,1904,2023,104,2017,4250,1940,55.0,840,81.0,129,183,245,487,1150,1500,1940,3140.0
USGS,05325000,00060,73412,,1,17,1904,2023,104,2011,4280,1940,50.0,830,76.0,125,183,241,485,1170,1500,1900,2970.0
USGS,05325000,00060,73412,,1,18,1904,2023,104,2011,4130,1940,44.0,815,73.0,122,183,238,458,1170,1480,1850,2920.0
USGS,05325000,00060,73412,,1,19,1904,2023,104,2011,4110,1940,44.0,811,73.0,119,183,234,479,1160,1400,1800,2970.0
USGS,05325000,00060,73412,,1,20,1904,2023,104,2011,4060,1940,42.0,805,77.0,117,187,231,480,1150,1370,1760,3070.0
USGS,05325000,00060,73412,,1,21,1904,2023,104,2017,4000,1940,42.0,799,77.0,117,188,220,476,1170,1330,1730,2990.0
USGS,05325000,00060,73412,,1,22,1904,2023,104,2017,4450,1940,44.0,800,82.0,121,190,240,473,1200,1300,1750,2950.0
USGS,05325000,00060,73412,,1,23,1904,2023,104,2017,5030,1940,44.0,804,81.0,129,198,240,485,1170,1260,1800,2820.0
USGS,05325000,00060,73412,,1,24,1904,2023,104,2017,5790,1940,46.0,802,81.0,129,200,240,475,1140,1280,1790,2730.0
USGS,05325000,00060,73412,,1,25,1904,2023,104,2017,6440,1940,44.0,801,85.0,130,195,240,480,1110,1260,1760,2640.0
USGS,05325000,00060,73412,,1,26,1904,2023,104,2017,6820,1940,44.0,808,83.0,124,190,229,473,1090,1250,1740,2550.0
USGS,05325000,00060,73412,,1,27,1904,2023,104,2017,6870,1940,46.0,808,87.0,126,190,240,473,1100,1240,1740,2470.0
USGS,05325000,00060,73412,,1,28,1904,2023,104,2017,6800,1940,50.0,805,78.0,127,190,226,475,1090,1260,1730,2430.0
USGS,05325000,00060,73412,,1,29,1904,2023,104,2017,6720,1940,50.0,808,78.0,127,190,225,486,1080,1250,1820,2360.0
USGS,05325000,00060,73412,,1,30,1904,2023,104,2017,6670,1940,55.0,817,78.0,128,188,231,483,1050,1230,1790,2510.0
USGS,05325000,00060,73412,,1,31,1904,2023,104,2006,6800,1940,55.0,835,78.0,128,190,263,456,1030,1230,1770,2850.0
USGS,05325000,00060,73412,,2,1,1904,2023,104,2006,8810,1940,50.0,872,79.0,134,193,236,442,1040,1260,1890,2940.0
USGS,05325000,00060,73412,,2,2,1904,2023,104,2006,9580,1940,55.0,872,81.0,133,190,241,470,1040,1260,1860,2930.0
USGS,05325000,00060,73412,,2,3,1904,2023,104,2006,9720,1940,55.0,869,82.0,133,190,227,493,1020,1220,1850,2950.0
USGS,05325000,00060,73412,,2,4,1904,2023,104,2006,9340,1940,55.0,863,82.0,132,190,228,488,1010,1220,1820,2920.0
USGS,05325000,00060,73412,,2,5,1904,2023,104,2006,8020,1940,60.0,845,82.0,134,190,228,473,1020,1210,1810,2790.0
