Activity_StartDate,Result_Measure,Result_MeasureUnit,Result_Characteristic,ResultAnalyticalMethod_Description,Result_CharacteristicGroup
1960-10-04,647,mg/L,Total dissolved solids,,Physical
1961-03-19,563,mg/L,Total dissolved solids,,Physical
1961-03-20,430,mg/L,Total dissolved solids,,Physical
1961-05-15,886,mg/L,Total dissolved solids,,Physical
1961-05-16,600,mg/L,Total dissolved solids,,Physical
1962-04-01,245,mg/L,Total dissolved solids,,Physical
1963-02-26,753,mg/L,Total dissolved solids,,Physical
1963-10-22,675,mg/L,Total dissolved solids,,Physical
1963-11-07,785,mg/L,Total dissolved solids,,Physical
1963-12-19,880,mg/L,Total dissolved solids,,Physical
1964-01-17,838,mg/L,Total dissolved solids,,Physical
1964-02-25,767,mg/L,Total dissolved solids,,Physical
1964-04-03,669,mg/L,Total dissolved solids,,Physical
1964-05-15,636,mg/L,Total dissolved solids,,Physical
1964-05-21,676,mg/L,Total dissolved solids,,Physical
1964-06-18,598,mg/L,Total dissolved solids,,Physical
1964-07-14,521,mg/L,Total dissolved solids,,Physical
1964-08-11,518,mg/L,Total dissolved solids,,Physical
1964-09-12,394,mg/L,Total dissolved solids,,Physical
1964-09-22,514,mg/L,Total dissolved solids,,Physical
1964-10-12,571,mg/L,Total dissolved solids,,Physical
1964-10-27,534,mg/L,Total dissolved solids,,Physical
1964-11-09,583,mg/L,Total dissolved solids,,Physical
1964-12-08,737,mg/L,Total dissolved solids,,Physical
1965-01-06,640,mg/L,Total dissolved solids,,Physical
1965-02-10,650,mg/L,Total dissolved solids,,Physical
1965-03-24,463,mg/L,Total dissolved solids,,Physical
1965-04-24,350,mg/L,Total dissolved solids,,Physical
1965-04-28,370,mg/L,Total dissolved solids,,Physical
1965-05-24,525,mg/L,Total dissolved solids,,Physical
1965-07-13,567,mg/L,Total dissolved solids,,Physical
1965-08-17,548,mg/L,Total dissolved solids,,Physical
1965-09-17,554,mg/L,Total dissolved solids,,Physical
1965-10-14,584,mg/L,Total dissolved solids,,Physical
1965-11-29,624,mg/L,Total dissolved solids,,Physical
1965-12-15,519,mg/L,Total dissolved solids,,Physical
1966-01-12,768,mg/L,Total dissolved solids,,Physical
1966-02-23,400,mg/L,Total dissolved solids,,Physical
1966-03-28,342,mg/L,Total dissolved solids,,Physical
1966-04-21,466,mg/L,Total dissolved solids,,Physical
1966-05-25,646,mg/L,Total dissolved solids,,Physical
1966-06-27,445,mg/L,Total dissolved solids,,Physical
1966-07-28,544,mg/L,Total dissolved solids,,Physical
1966-08-19,523,mg/L,Total dissolved solids,,Physical
1966-10-18,507,mg/L,Total dissolved solids,,Physical
1967-02-17,666,mg/L,Total dissolved solids,,Physical
1967-07-11,546,mg/L,Total dissolved solids,,Physical
