Activity_StartDate,Result_Measure,Result_MeasureUnit,Result_Characteristic,ResultAnalyticalMethod_Description,Result_CharacteristicGroup
1985-03-13,100,% passing,Suspended sediment particle size,,Sediment
1985-03-14,100,% passing,Suspended sediment particle size,,Sediment
1986-04-29,100,% passing,Suspended sediment particle size,,Sediment
1990-06-15,97,% passing,Suspended sediment particle size,,Sediment
