Activity_StartDate,Result_Measure,Result_MeasureUnit,Result_Characteristic,ResultAnalyticalMethod_Description,Result_CharacteristicGroup
1971-05-27,26,% passing,Bed sediment particle size,,Sediment
1971-05-27,26,% passing,Bed sediment particle size,,Sediment
1972-03-21,26,% passing,Bed sediment particle size,,Sediment
1972-05-12,32,% passing,Bed sediment particle size,,Sediment
1972-07-20,33,% passing,Bed sediment particle size,,Sediment
1973-03-27,20,% passing,Bed sediment particle size,,Sediment
1974-06-11,20,% passing,Bed sediment particle size,,Sediment
1974-10-31,5,% passing,Bed sediment particle size,,Sediment
1975-07-09,17,% passing,Bed sediment particle size,,Sediment
1976-06-09,6,% passing,Bed sediment particle size,,Sediment
1977-07-14,8,% passing,Bed sediment particle size,,Sediment
