Activity_StartDate,Result_Measure,Result_MeasureUnit,Result_Characteristic,ResultAnalyticalMethod_Description,Result_CharacteristicGroup
2010-02-02,108.0,ft,Sample location,,Information
2010-03-18,69.0,ft,Sample location,,Information
2010-04-07,28.0,ft,Sample location,,Information
2010-06-16,17.0,ft,Sample location,,Information
2010-08-26,390.0,ft,Sample location,,Information
2010-08-26,390.0,ft,Sample location,,Information
2010-08-26,390.0,ft,Sample location,,Information
2011-03-23,410.0,ft,Sample location,,Information
2011-03-29,415.0,ft,Sample location,,Information
2012-03-14,390.0,ft,Sample location,,Information
2012-04-17,380.0,ft,Sample location,,Information
