Activity_StartDate,Result_Measure,Result_MeasureUnit,Result_Characteristic,ResultAnalyticalMethod_Description,Result_CharacteristicGroup
2012-03-09,10,count,Number of verticals,,Information
2012-04-17,20,count,Number of verticals,,Information
2012-05-03,17,count,Number of verticals,,Information
2012-05-07,16,count,Number of verticals,,Information
2012-05-07,16,count,Number of verticals,,Information
2012-05-07,16,count,Number of verticals,,Information
2012-05-08,15,count,Number of verticals,,Information
2012-05-09,16,count,Number of verticals,,Information
2012-05-10,20,count,Number of verticals,,Information
2012-05-15,20,count,Number of verticals,,Information
2012-05-16,20,count,Number of verticals,,Information
2012-05-17,20,count,Number of verticals,,Information
2013-04-12,20,count,Number of verticals,,Information
2013-04-25,20,count,Number of verticals,,Information
2013-04-26,20,count,Number of verticals,,Information
2013-05-09,20,count,Number of verticals,,Information
2013-05-10,20,count,Number of verticals,,Information
2013-05-13,20,count,Number of verticals,,Information
2013-05-14,20,count,Number of verticals,,Information
2013-06-18,20,count,Number of verticals,,Information
2013-06-24,13,count,Number of verticals,,Information
2014-04-07,20,count,Number of verticals,,Information
2014-04-08,20,count,Number of verticals,,Information
2014-04-09,20,count,Number of verticals,,Information
2014-04-15,20,count,Number of verticals,,Information
2014-04-29,20,count,Number of verticals,,Information
2014-05-07,20,count,Number of verticals,,Information
2014-05-28,20,count,Number of verticals,,Information
2014-07-01,20,count,Number of verticals,,Information
2014-07-02,20,count,Number of verticals,,Information
2014-07-03,20,count,Number of verticals,,Information
2015-04-08,20,count,Number of verticals,,Information
2015-04-08,20,count,Number of verticals,,Information
2015-04-21,20,count,Number of verticals,,Information
2015-04-21,20,count,Number of verticals,,Information
2015-05-19,20,count,Number of verticals,,Information
2015-05-19,20,count,Number of verticals,,Information
2015-06-03,20,count,Number of verticals,,Information
2015-06-03,20,count,Number of verticals,,Information
2015-06-22,20,count,Number of verticals,,Information
2015-06-22,20,count,Number of verticals,,Information
2015-06-23,20,count,Number of verticals,,Information
2015-06-23,20,count,Number of verticals,,Information
2015-06-23,20,count,Number of verticals,,Information
2015-06-25,20,count,Number of verticals,,Information
2015-06-25,20,count,Number of verticals,,Information
2015-06-26,20,count,Number of verticals,,Information
2015-06-26,20,count,Number of verticals,,Information
2015-08-05,20,count,Number of verticals,,Information
2015-08-05,20,count,Number of verticals,,Information
