Activity_StartDate,Result_Measure,Result_MeasureUnit,Result_Characteristic,ResultAnalyticalMethod_Description,Result_CharacteristicGroup
1960-10-04,30.0,mg/L,Calcium,,"Inorganics, Major, Metals"
1961-03-19,99.0,mg/L,Calcium,,"Inorganics, Major, Metals"
1961-03-20,74.0,mg/L,Calcium,,"Inorganics, Major, Metals"
1961-05-15,132,mg/L,Calcium,,"Inorganics, Major, Metals"
1961-05-16,98.0,mg/L,Calcium,,"Inorganics, Major, Metals"
1962-04-01,48.0,mg/L,Calcium,,"Inorganics, Major, Metals"
1963-02-26,130,mg/L,Calcium,,"Inorganics, Major, Metals"
1963-10-22,112,mg/L,Calcium,,"Inorganics, Major, Metals"
1963-11-07,124,mg/L,Calcium,,"Inorganics, Major, Metals"
1963-12-19,141,mg/L,Calcium,,"Inorganics, Major, Metals"
1964-01-17,145,mg/L,Calcium,,"Inorganics, Major, Metals"
1964-02-25,134,mg/L,Calcium,,"Inorganics, Major, Metals"
1964-04-03,109,mg/L,Calcium,,"Inorganics, Major, Metals"
1964-05-15,114,mg/L,Calcium,,"Inorganics, Major, Metals"
1964-05-21,116,mg/L,Calcium,,"Inorganics, Major, Metals"
1964-06-18,108,mg/L,Calcium,,"Inorganics, Major, Metals"
1964-07-14,84.0,mg/L,Calcium,,"Inorganics, Major, Metals"
1964-08-11,72.0,mg/L,Calcium,,"Inorganics, Major, Metals"
1964-09-12,67.0,mg/L,Calcium,,"Inorganics, Major, Metals"
1964-09-22,99.0,mg/L,Calcium,,"Inorganics, Major, Metals"
1964-10-12,110,mg/L,Calcium,,"Inorganics, Major, Metals"
1964-10-27,89.0,mg/L,Calcium,,"Inorganics, Major, Metals"
1964-11-09,98.0,mg/L,Calcium,,"Inorganics, Major, Metals"
1964-12-08,128,mg/L,Calcium,,"Inorganics, Major, Metals"
1965-01-06,92.0,mg/L,Calcium,,"Inorganics, Major, Metals"
1965-02-10,110,mg/L,Calcium,,"Inorganics, Major, Metals"
1965-03-24,84.0,mg/L,Calcium,,"Inorganics, Major, Metals"
1965-04-24,62.0,mg/L,Calcium,,"Inorganics, Major, Metals"
1965-04-28,70.0,mg/L,Calcium,,"Inorganics, Major, Metals"
1965-05-24,97.0,mg/L,Calcium,,"Inorganics, Major, Metals"
1965-07-13,90.0,mg/L,Calcium,,"Inorganics, Major, Metals"
1965-08-17,92.0,mg/L,Calcium,,"Inorganics, Major, Metals"
1965-09-17,93.0,mg/L,Calcium,,"Inorganics, Major, Metals"
1965-10-14,108,mg/L,Calcium,,"Inorganics, Major, Metals"
1965-11-29,108,mg/L,Calcium,,"Inorganics, Major, Metals"
1965-12-15,84.0,mg/L,Calcium,,"Inorganics, Major, Metals"
1966-01-12,138,mg/L,Calcium,,"Inorganics, Major, Metals"
1966-02-23,74.0,mg/L,Calcium,,"Inorganics, Major, Metals"
1966-03-28,50.0,mg/L,Calcium,,"Inorganics, Major, Metals"
1966-04-21,63.0,mg/L,Calcium,,"Inorganics, Major, Metals"
1966-05-25,102,mg/L,Calcium,,"Inorganics, Major, Metals"
1966-06-27,58.0,mg/L,Calcium,,"Inorganics, Major, Metals"
1966-07-28,84.0,mg/L,Calcium,,"Inorganics, Major, Metals"
1966-08-19,82.0,mg/L,Calcium,,"Inorganics, Major, Metals"
1966-10-18,79.0,mg/L,Calcium,,"Inorganics, Major, Metals"
1967-02-17,82.0,mg/L,Calcium,,"Inorganics, Major, Metals"
1967-07-11,92.0,mg/L,Calcium,,"Inorganics, Major, Metals"
2019-06-18,99.9,mg/L,Calcium,"DESCRIPTION: Metals, filtered water, Inductively coupled plasma-atomic emmission spectrometry (NWQL); CITATION(S): Fishman, M.J., ed., 1993, Methods of analysis by the U.S. Geological Survey National Water Quality Laboratory--Determination of inorganic and organic constituents in water and fluvial sediments: U.S. Geological Survey Open-File Report 93-125, p. 101-112. | USGS | I-1472-87","Inorganics, Major, Metals"
2019-08-07,98.6,mg/L,Calcium,"DESCRIPTION: Metals, filtered water, Inductively coupled plasma-atomic emmission spectrometry (NWQL); CITATION(S): Fishman, M.J., ed., 1993, Methods of analysis by the U.S. Geological Survey National Water Quality Laboratory--Determination of inorganic and organic constituents in water and fluvial sediments: U.S. Geological Survey Open-File Report 93-125, p. 101-112. | USGS | I-1472-87","Inorganics, Major, Metals"
2019-10-08,92.1,mg/L,Calcium,"DESCRIPTION: Metals, filtered water, Inductively coupled plasma-atomic emmission spectrometry (NWQL); CITATION(S): Fishman, M.J., ed., 1993, Methods of analysis by the U.S. Geological Survey National Water Quality Laboratory--Determination of inorganic and organic constituents in water and fluvial sediments: U.S. Geological Survey Open-File Report 93-125, p. 101-112. | USGS | I-1472-87","Inorganics, Major, Metals"
