Activity_StartDate,Result_Measure,Result_MeasureUnit,Result_Characteristic,ResultAnalyticalMethod_Description,Result_CharacteristicGroup
1969-04-09,83,% passing,Bed sediment particle size,,Sediment
1969-10-07,52,% passing,Bed sediment particle size,,Sediment
1970-04-08,98,% passing,Bed sediment particle size,,Sediment
1970-06-18,95,% passing,Bed sediment particle size,,Sediment
1970-10-29,96,% passing,Bed sediment particle size,,Sediment
1973-03-27,81,% passing,Bed sediment particle size,,Sediment
1973-08-13,32,% passing,Bed sediment particle size,,Sediment
1978-09-07,93,% passing,Bed sediment particle size,,Sediment
1979-04-18,59,% passing,Bed sediment particle size,,Sediment
1981-05-14,81,% passing,Bed sediment particle size,,Sediment
1982-04-20,73,% passing,Bed sediment particle size,,Sediment
1983-04-18,71,% passing,Bed sediment particle size,,Sediment
1983-04-18,71,% passing,Bed sediment particle size,,Sediment
1984-06-18,57,% passing,Bed sediment particle size,,Sediment
1985-04-29,68,% passing,Bed sediment particle size,,Sediment
1985-04-29,68,% passing,Bed sediment particle size,,Sediment
1985-09-10,56,% passing,Bed sediment particle size,,Sediment
1985-09-10,56,% passing,Bed sediment particle size,,Sediment
1986-04-29,64,% passing,Bed sediment particle size,,Sediment
1986-09-24,61,% passing,Bed sediment particle size,,Sediment
1987-03-24,69,% passing,Bed sediment particle size,,Sediment
1992-05-29,57,% passing,Bed sediment particle size,,Sediment
1992-09-09,63,% passing,Bed sediment particle size,,Sediment
1993-06-23,22,% passing,Bed sediment particle size,,Sediment
1994-03-30,31,% passing,Bed sediment particle size,,Sediment
1994-06-08,100,% passing,Bed sediment particle size,,Sediment
1996-04-05,67,% passing,Bed sediment particle size,,Sediment
1997-10-08,32,% passing,Bed sediment particle size,,Sediment
1998-03-05,53,% passing,Bed sediment particle size,,Sediment
1998-11-16,46,% passing,Bed sediment particle size,,Sediment
2007-05-17,83,% passing,Bed sediment particle size,"DESCRIPTION: Dry sieve; CITATION(S): Blanchard, S.F., 2003, Water Resources Discipline policy on storage and publication of fluvial-sediment data with updated method codes: U.S. Geological Survey, Office of Surface Water Technical Memorandum No. 2004.01, December 16, 2003, 4 p.",Sediment
