Activity_StartDate,Result_Measure,Result_MeasureUnit,Result_Characteristic,ResultAnalyticalMethod_Description,Result_CharacteristicGroup
2013-05-07,"60 - Churn splitter, fluoropolymer, 14 liter, US SS-1",,Type of sample splitter,,Information
2013-05-07,200 - Other,,Type of sample splitter,,Information
2013-05-14,200 - Other,,Type of sample splitter,,Information
2013-05-14,"60 - Churn splitter, fluoropolymer, 14 liter, US SS-1",,Type of sample splitter,,Information
2013-05-21,"60 - Churn splitter, fluoropolymer, 14 liter, US SS-1",,Type of sample splitter,,Information
2013-06-04,"60 - Churn splitter, fluoropolymer, 14 liter, US SS-1",,Type of sample splitter,,Information
2013-06-11,"60 - Churn splitter, fluoropolymer, 14 liter, US SS-1",,Type of sample splitter,,Information
2013-06-26,"60 - Churn splitter, fluoropolymer, 14 liter, US SS-1",,Type of sample splitter,,Information
2013-06-30,"60 - Churn splitter, fluoropolymer, 14 liter, US SS-1",,Type of sample splitter,,Information
2013-07-09,"60 - Churn splitter, fluoropolymer, 14 liter, US SS-1",,Type of sample splitter,,Information
2013-07-16,"60 - Churn splitter, fluoropolymer, 14 liter, US SS-1",,Type of sample splitter,,Information
2013-07-22,"60 - Churn splitter, fluoropolymer, 14 liter, US SS-1",,Type of sample splitter,,Information
2013-07-30,"60 - Churn splitter, fluoropolymer, 14 liter, US SS-1",,Type of sample splitter,,Information
2013-08-05,"60 - Churn splitter, fluoropolymer, 14 liter, US SS-1",,Type of sample splitter,,Information
