Activity_StartDate,Result_Measure,Result_MeasureUnit,Result_Characteristic,ResultAnalyticalMethod_Description,Result_CharacteristicGroup
1960-10-04,56,% passing,Suspended sediment particle size,,Sediment
1968-06-29,93,% passing,Suspended sediment particle size,,Sediment
1968-07-25,83,% passing,Suspended sediment particle size,,Sediment
1968-07-26,87,% passing,Suspended sediment particle size,,Sediment
1968-08-08,92,% passing,Suspended sediment particle size,,Sediment
1969-04-09,76,% passing,Suspended sediment particle size,,Sediment
1982-04-20,78,% passing,Suspended sediment particle size,,Sediment
1983-10-05,90,% passing,Suspended sediment particle size,,Sediment
1984-02-24,72,% passing,Suspended sediment particle size,,Sediment
1984-06-18,54,% passing,Suspended sediment particle size,,Sediment
1985-06-18,86,% passing,Suspended sediment particle size,,Sediment
1986-04-09,55,% passing,Suspended sediment particle size,,Sediment
1986-05-02,82,% passing,Suspended sediment particle size,,Sediment
1986-06-17,89,% passing,Suspended sediment particle size,,Sediment
1989-03-29,88,% passing,Suspended sediment particle size,,Sediment
1990-09-06,78,% passing,Suspended sediment particle size,,Sediment
1991-04-19,80,% passing,Suspended sediment particle size,,Sediment
1994-03-30,10,% passing,Suspended sediment particle size,,Sediment
1995-03-08,84,% passing,Suspended sediment particle size,,Sediment
1995-03-17,82,% passing,Suspended sediment particle size,,Sediment
1995-03-29,80,% passing,Suspended sediment particle size,,Sediment
1995-07-26,75,% passing,Suspended sediment particle size,,Sediment
1995-08-01,90,% passing,Suspended sediment particle size,,Sediment
1995-08-07,88,% passing,Suspended sediment particle size,,Sediment
2006-08-31,96,% passing,Suspended sediment particle size,"DESCRIPTION: Dry sieve; CITATION(S): Blanchard, S.F., 2003, Water Resources Discipline policy on storage and publication of fluvial-sediment data with updated method codes: U.S. Geological Survey, Office of Surface Water Technical Memorandum No. 2004.01, December 16, 2003, 4 p.",Sediment
2006-10-16,82,% passing,Suspended sediment particle size,"DESCRIPTION: Dry sieve; CITATION(S): Blanchard, S.F., 2003, Water Resources Discipline policy on storage and publication of fluvial-sediment data with updated method codes: U.S. Geological Survey, Office of Surface Water Technical Memorandum No. 2004.01, December 16, 2003, 4 p.",Sediment
2007-02-21,15,% passing,Suspended sediment particle size,"DESCRIPTION: Wet sieve; CITATION(S): Blanchard, S.F., 2003, Water Resources Discipline policy on storage and publication of fluvial-sediment data with updated method codes: U.S. Geological Survey, Office of Surface Water Technical Memorandum No. 2004.01, December 16, 2003, 4 p.",Sediment
2007-07-05,95,% passing,Suspended sediment particle size,"DESCRIPTION: Dry sieve; CITATION(S): Blanchard, S.F., 2003, Water Resources Discipline policy on storage and publication of fluvial-sediment data with updated method codes: U.S. Geological Survey, Office of Surface Water Technical Memorandum No. 2004.01, December 16, 2003, 4 p.",Sediment
2008-10-30,70,% passing,Suspended sediment particle size,"DESCRIPTION: Dry sieve; CITATION(S): Blanchard, S.F., 2003, Water Resources Discipline policy on storage and publication of fluvial-sediment data with updated method codes: U.S. Geological Survey, Office of Surface Water Technical Memorandum No. 2004.01, December 16, 2003, 4 p.",Sediment
2008-10-30,83,% passing,Suspended sediment particle size,"DESCRIPTION: Dry sieve; CITATION(S): Blanchard, S.F., 2003, Water Resources Discipline policy on storage and publication of fluvial-sediment data with updated method codes: U.S. Geological Survey, Office of Surface Water Technical Memorandum No. 2004.01, December 16, 2003, 4 p.",Sediment
