agency_cd,site_no,parameter_cd,ts_id,loc_web_ds,year_nu,month_nu,mean_va,count_nu
USGS,05320270,00060,73387,,1996,4,118.8,30
USGS,05320270,00060,73387,,1996,5,77.3,31
USGS,05320270,00060,73387,,1996,6,161.0,30
USGS,05320270,00060,73387,,1996,7,28.4,31
USGS,05320270,00060,73387,,1996,8,32.8,31
USGS,05320270,00060,73387,,1996,9,10.2,30
USGS,05320270,00060,73387,,1996,10,6.22,31
USGS,05320270,00060,73387,,1996,11,89.7,30
USGS,05320270,00060,73387,,1996,12,54.0,31
USGS,05320270,00060,73387,,1997,1,18.2,31
USGS,05320270,00060,73387,,1997,2,18.4,28
USGS,05320270,00060,73387,,1997,3,278.2,31
USGS,05320270,00060,73387,,1997,4,135.8,30
USGS,05320270,00060,73387,,1997,5,107.4,31
USGS,05320270,00060,73387,,1997,6,96.9,30
USGS,05320270,00060,73387,,1997,7,128.8,31
USGS,05320270,00060,73387,,1997,8,35.8,31
USGS,05320270,00060,73387,,1997,9,17.2,30
USGS,05320270,00060,73387,,1997,10,23.2,31
USGS,05320270,00060,73387,,1997,11,15.0,30
USGS,05320270,00060,73387,,1997,12,10.1,31
USGS,05320270,00060,73387,,1998,1,4.3,31
USGS,05320270,00060,73387,,1998,2,57.0,28
USGS,05320270,00060,73387,,1998,3,113.7,31
USGS,05320270,00060,73387,,1998,4,294.4,30
USGS,05320270,00060,73387,,1998,5,122.0,31
USGS,05320270,00060,73387,,1998,6,83.1,30
USGS,05320270,00060,73387,,1998,7,93.3,31
USGS,05320270,00060,73387,,1998,8,4.34,31
USGS,05320270,00060,73387,,1998,9,0.114,30
USGS,05320270,00060,73387,,1998,10,22.0,31
USGS,05320270,00060,73387,,1998,11,38.5,30
USGS,05320270,00060,73387,,1998,12,6.64,31
USGS,05320270,00060,73387,,1999,1,0.491,31
USGS,05320270,00060,73387,,1999,2,58.2,28
USGS,05320270,00060,73387,,1999,3,64.6,31
USGS,05320270,00060,73387,,1999,4,409.8,30
USGS,05320270,00060,73387,,1999,5,340.6,31
USGS,05320270,00060,73387,,1999,6,217.1,30
USGS,05320270,00060,73387,,1999,7,150.5,31
USGS,05320270,00060,73387,,1999,8,58.0,31
USGS,05320270,00060,73387,,1999,9,3.08,30
USGS,05320270,00060,73387,,1999,10,0.216,31
USGS,05320270,00060,73387,,1999,11,1.55,30
USGS,05320270,00060,73387,,1999,12,1.46,31
USGS,05320270,00060,73387,,2000,1,0.622,27
USGS,05320270,00060,73387,,2000,2,28.7,29
USGS,05320270,00060,73387,,2000,3,38.6,28
USGS,05320270,00060,73387,,2001,6,145.3,3
USGS,05320270,00060,73387,,2001,7,25.7,31
USGS,05320270,00060,73387,,2001,8,4.93,31
USGS,05320270,00060,73387,,2001,9,0.027,30
USGS,05320270,00060,73387,,2001,10,0.0,31
USGS,05320270,00060,73387,,2001,11,0.733,30
USGS,05320270,00060,73387,,2001,12,4.98,31
USGS,05320270,00060,73387,,2002,1,2.02,31
USGS,05320270,00060,73387,,2002,2,2.85,28
USGS,05320270,00060,73387,,2002,3,12.5,31
USGS,05320270,00060,73387,,2002,4,42.6,30
USGS,05320270,00060,73387,,2002,5,40.7,31
USGS,05320270,00060,73387,,2002,6,157.1,30
USGS,05320270,00060,73387,,2002,7,23.8,31
USGS,05320270,00060,73387,,2002,8,15.2,31
USGS,05320270,00060,73387,,2002,9,2.6,30
