Activity_StartDate,Result_Measure,Result_MeasureUnit,Result_Characteristic,ResultAnalyticalMethod_Description,Result_CharacteristicGroup
1995-08-02,0.31,%,Inorganic carbon,"DESCRIPTION: Carbonate carbon in geologic materials by coulometric titration; CITATION(S): Papp, Clara; Brandt, Elaine; and Aruscavage, Phillip, 1996, Carbonate carbon by coulometric titration, in Arbogast, B.F., ed., Analytical Methods for the Mineral Resource Surveys Program: U.S. Geological Survey Open-File Report 96-525, p. 60-66. | USGS-GD | C011 |<--->| Brandt, Elaine; Aruscavage, Phillip; and Papp, Clara, 1990, Determination of carbonate carbon in geologic materials by coulometric titration, in Arbogast, B.F., ed., Quality assurance manual for the Branch of Geochemistry, U.S. Geological Survey: U.S. Geological Survey Open-File Report 90-668, p. 68-72. | USGS-GD | C010 |<--->| Brandt, Elaine; Aruscavage, Phillip; and Papp, Clara, 1990, Determination of carbonate carbon in geologic materials by coulometric titration, in Arbogast, B.F., ed., Quality assurance manual for the Branch of Geochemistry, U.S. Geological Survey: U.S. Geological Survey Open-File Report 90-668, p. 68-72. | USGS-GD | GC01090","Inorganics, Major, Non-metals"
