Activity_StartDate,Result_Measure,Result_MeasureUnit,Result_Characteristic,ResultAnalyticalMethod_Description,Result_CharacteristicGroup
2019-03-25,0.0428,g,Suspended Sediment Mass,,Sediment
2019-03-25,3.2458,g,Suspended Sediment Mass,,Sediment
2019-03-29,0.7809,g,Suspended Sediment Mass,,Sediment
2019-03-29,0.0158,g,Suspended Sediment Mass,,Sediment
2019-04-16,0.0968,g,Suspended Sediment Mass,,Sediment
2019-04-16,0.0158,g,Suspended Sediment Mass,,Sediment
2019-04-18,0.0211,g,Suspended Sediment Mass,,Sediment
2019-04-18,0.2179,g,Suspended Sediment Mass,,Sediment
2019-05-29,0.0456,g,Suspended Sediment Mass,,Sediment
2019-05-29,0.3509,g,Suspended Sediment Mass,,Sediment
2019-07-05,0.5206,g,Suspended Sediment Mass,,Sediment
2019-07-05,0.4823,g,Suspended Sediment Mass,,Sediment
2020-05-06,0.0215,g,Suspended Sediment Mass,,Sediment
2020-07-08,0.0202,g,Suspended Sediment Mass,,Sediment
