Activity_StartDate,Result_Measure,Result_MeasureUnit,Result_Characteristic,ResultAnalyticalMethod_Description,Result_CharacteristicGroup
1996-03-14,241,mg/L,Total dissolved solids,"DESCRIPTION: Residue on evaporation at 180 deg. C of filtered water, by weight; CITATION(S): Fishman, M.J., and Friedman, L.C., 1989, Methods for determination of inorganic substances in water and fluvial sediments: U.S. Geological Survey Techniques of Water-Resources Investigations, book 5, chap. A1, p. 437-438. | USGS | I-1750-85",Physical
1996-04-24,370,mg/L,Total dissolved solids,"DESCRIPTION: Residue on evaporation at 180 deg. C of filtered water, by weight; CITATION(S): Fishman, M.J., and Friedman, L.C., 1989, Methods for determination of inorganic substances in water and fluvial sediments: U.S. Geological Survey Techniques of Water-Resources Investigations, book 5, chap. A1, p. 437-438. | USGS | I-1750-85",Physical
1996-05-28,404,mg/L,Total dissolved solids,"DESCRIPTION: Residue on evaporation at 180 deg. C of filtered water, by weight; CITATION(S): Fishman, M.J., and Friedman, L.C., 1989, Methods for determination of inorganic substances in water and fluvial sediments: U.S. Geological Survey Techniques of Water-Resources Investigations, book 5, chap. A1, p. 437-438. | USGS | I-1750-85",Physical
1996-06-12,384,mg/L,Total dissolved solids,"DESCRIPTION: Residue on evaporation at 180 deg. C of filtered water, by weight; CITATION(S): Fishman, M.J., and Friedman, L.C., 1989, Methods for determination of inorganic substances in water and fluvial sediments: U.S. Geological Survey Techniques of Water-Resources Investigations, book 5, chap. A1, p. 437-438. | USGS | I-1750-85",Physical
1996-06-17,280,mg/L,Total dissolved solids,"DESCRIPTION: Residue on evaporation at 180 deg. C of filtered water, by weight; CITATION(S): Fishman, M.J., and Friedman, L.C., 1989, Methods for determination of inorganic substances in water and fluvial sediments: U.S. Geological Survey Techniques of Water-Resources Investigations, book 5, chap. A1, p. 437-438. | USGS | I-1750-85",Physical
1996-07-09,339,mg/L,Total dissolved solids,"DESCRIPTION: Residue on evaporation at 180 deg. C of filtered water, by weight; CITATION(S): Fishman, M.J., and Friedman, L.C., 1989, Methods for determination of inorganic substances in water and fluvial sediments: U.S. Geological Survey Techniques of Water-Resources Investigations, book 5, chap. A1, p. 437-438. | USGS | I-1750-85",Physical
1996-08-07,285,mg/L,Total dissolved solids,"DESCRIPTION: Residue on evaporation at 180 deg. C of filtered water, by weight; CITATION(S): Fishman, M.J., and Friedman, L.C., 1989, Methods for determination of inorganic substances in water and fluvial sediments: U.S. Geological Survey Techniques of Water-Resources Investigations, book 5, chap. A1, p. 437-438. | USGS | I-1750-85",Physical
1996-08-26,258,mg/L,Total dissolved solids,"DESCRIPTION: Residue on evaporation at 180 deg. C of filtered water, by weight; CITATION(S): Fishman, M.J., and Friedman, L.C., 1989, Methods for determination of inorganic substances in water and fluvial sediments: U.S. Geological Survey Techniques of Water-Resources Investigations, book 5, chap. A1, p. 437-438. | USGS | I-1750-85",Physical
1996-09-03,419,mg/L,Total dissolved solids,"DESCRIPTION: Residue on evaporation at 180 deg. C of filtered water, by weight; CITATION(S): Fishman, M.J., and Friedman, L.C., 1989, Methods for determination of inorganic substances in water and fluvial sediments: U.S. Geological Survey Techniques of Water-Resources Investigations, book 5, chap. A1, p. 437-438. | USGS | I-1750-85",Physical
1996-10-02,375,mg/L,Total dissolved solids,"DESCRIPTION: Residue on evaporation at 180 deg. C of filtered water, by weight; CITATION(S): Fishman, M.J., and Friedman, L.C., 1989, Methods for determination of inorganic substances in water and fluvial sediments: U.S. Geological Survey Techniques of Water-Resources Investigations, book 5, chap. A1, p. 437-438. | USGS | I-1750-85",Physical
1996-11-04,465,mg/L,Total dissolved solids,"DESCRIPTION: Residue on evaporation at 180 deg. C of filtered water, by weight; CITATION(S): Fishman, M.J., and Friedman, L.C., 1989, Methods for determination of inorganic substances in water and fluvial sediments: U.S. Geological Survey Techniques of Water-Resources Investigations, book 5, chap. A1, p. 437-438. | USGS | I-1750-85",Physical
1996-12-10,487,mg/L,Total dissolved solids,"DESCRIPTION: Residue on evaporation at 180 deg. C of filtered water, by weight; CITATION(S): Fishman, M.J., and Friedman, L.C., 1989, Methods for determination of inorganic substances in water and fluvial sediments: U.S. Geological Survey Techniques of Water-Resources Investigations, book 5, chap. A1, p. 437-438. | USGS | I-1750-85",Physical
1997-01-13,514,mg/L,Total dissolved solids,"DESCRIPTION: Residue on evaporation at 180 deg. C of filtered water, by weight; CITATION(S): Fishman, M.J., and Friedman, L.C., 1989, Methods for determination of inorganic substances in water and fluvial sediments: U.S. Geological Survey Techniques of Water-Resources Investigations, book 5, chap. A1, p. 437-438. | USGS | I-1750-85",Physical
1997-02-12,525,mg/L,Total dissolved solids,"DESCRIPTION: Residue on evaporation at 180 deg. C of filtered water, by weight; CITATION(S): Fishman, M.J., and Friedman, L.C., 1989, Methods for determination of inorganic substances in water and fluvial sediments: U.S. Geological Survey Techniques of Water-Resources Investigations, book 5, chap. A1, p. 437-438. | USGS | I-1750-85",Physical
1997-03-05,290,mg/L,Total dissolved solids,"DESCRIPTION: Residue on evaporation at 180 deg. C of filtered water, by weight; CITATION(S): Fishman, M.J., and Friedman, L.C., 1989, Methods for determination of inorganic substances in water and fluvial sediments: U.S. Geological Survey Techniques of Water-Resources Investigations, book 5, chap. A1, p. 437-438. | USGS | I-1750-85",Physical
1997-03-18,295,mg/L,Total dissolved solids,"DESCRIPTION: Residue on evaporation at 180 deg. C of filtered water, by weight; CITATION(S): Fishman, M.J., and Friedman, L.C., 1989, Methods for determination of inorganic substances in water and fluvial sediments: U.S. Geological Survey Techniques of Water-Resources Investigations, book 5, chap. A1, p. 437-438. | USGS | I-1750-85",Physical
1997-04-08,370,mg/L,Total dissolved solids,"DESCRIPTION: Residue on evaporation at 180 deg. C of filtered water, by weight; CITATION(S): Fishman, M.J., and Friedman, L.C., 1989, Methods for determination of inorganic substances in water and fluvial sediments: U.S. Geological Survey Techniques of Water-Resources Investigations, book 5, chap. A1, p. 437-438. | USGS | I-1750-85",Physical
1997-04-16,426,mg/L,Total dissolved solids,"DESCRIPTION: Residue on evaporation at 180 deg. C of filtered water, by weight; CITATION(S): Fishman, M.J., and Friedman, L.C., 1989, Methods for determination of inorganic substances in water and fluvial sediments: U.S. Geological Survey Techniques of Water-Resources Investigations, book 5, chap. A1, p. 437-438. | USGS | I-1750-85",Physical
1997-04-24,385,mg/L,Total dissolved solids,"DESCRIPTION: Residue on evaporation at 180 deg. C of filtered water, by weight; CITATION(S): Fishman, M.J., and Friedman, L.C., 1989, Methods for determination of inorganic substances in water and fluvial sediments: U.S. Geological Survey Techniques of Water-Resources Investigations, book 5, chap. A1, p. 437-438. | USGS | I-1750-85",Physical
1997-04-28,368,mg/L,Total dissolved solids,"DESCRIPTION: Residue on evaporation at 180 deg. C of filtered water, by weight; CITATION(S): Fishman, M.J., and Friedman, L.C., 1989, Methods for determination of inorganic substances in water and fluvial sediments: U.S. Geological Survey Techniques of Water-Resources Investigations, book 5, chap. A1, p. 437-438. | USGS | I-1750-85",Physical
1997-05-08,385,mg/L,Total dissolved solids,"DESCRIPTION: Residue on evaporation at 180 deg. C of filtered water, by weight; CITATION(S): Fishman, M.J., and Friedman, L.C., 1989, Methods for determination of inorganic substances in water and fluvial sediments: U.S. Geological Survey Techniques of Water-Resources Investigations, book 5, chap. A1, p. 437-438. | USGS | I-1750-85",Physical
1997-05-15,410,mg/L,Total dissolved solids,"DESCRIPTION: Residue on evaporation at 180 deg. C of filtered water, by weight; CITATION(S): Fishman, M.J., and Friedman, L.C., 1989, Methods for determination of inorganic substances in water and fluvial sediments: U.S. Geological Survey Techniques of Water-Resources Investigations, book 5, chap. A1, p. 437-438. | USGS | I-1750-85",Physical
1997-05-22,394,mg/L,Total dissolved solids,"DESCRIPTION: Residue on evaporation at 180 deg. C of filtered water, by weight; CITATION(S): Fishman, M.J., and Friedman, L.C., 1989, Methods for determination of inorganic substances in water and fluvial sediments: U.S. Geological Survey Techniques of Water-Resources Investigations, book 5, chap. A1, p. 437-438. | USGS | I-1750-85",Physical
1997-05-28,441,mg/L,Total dissolved solids,"DESCRIPTION: Residue on evaporation at 180 deg. C of filtered water, by weight; CITATION(S): Fishman, M.J., and Friedman, L.C., 1989, Methods for determination of inorganic substances in water and fluvial sediments: U.S. Geological Survey Techniques of Water-Resources Investigations, book 5, chap. A1, p. 437-438. | USGS | I-1750-85",Physical
1997-06-05,378,mg/L,Total dissolved solids,"DESCRIPTION: Residue on evaporation at 180 deg. C of filtered water, by weight; CITATION(S): Fishman, M.J., and Friedman, L.C., 1989, Methods for determination of inorganic substances in water and fluvial sediments: U.S. Geological Survey Techniques of Water-Resources Investigations, book 5, chap. A1, p. 437-438. | USGS | I-1750-85",Physical
1997-06-09,384,mg/L,Total dissolved solids,"DESCRIPTION: Residue on evaporation at 180 deg. C of filtered water, by weight; CITATION(S): Fishman, M.J., and Friedman, L.C., 1989, Methods for determination of inorganic substances in water and fluvial sediments: U.S. Geological Survey Techniques of Water-Resources Investigations, book 5, chap. A1, p. 437-438. | USGS | I-1750-85",Physical
1997-06-18,384,mg/L,Total dissolved solids,"DESCRIPTION: Residue on evaporation at 180 deg. C of filtered water, by weight; CITATION(S): Fishman, M.J., and Friedman, L.C., 1989, Methods for determination of inorganic substances in water and fluvial sediments: U.S. Geological Survey Techniques of Water-Resources Investigations, book 5, chap. A1, p. 437-438. | USGS | I-1750-85",Physical
1997-06-23,348,mg/L,Total dissolved solids,"DESCRIPTION: Residue on evaporation at 180 deg. C of filtered water, by weight; CITATION(S): Fishman, M.J., and Friedman, L.C., 1989, Methods for determination of inorganic substances in water and fluvial sediments: U.S. Geological Survey Techniques of Water-Resources Investigations, book 5, chap. A1, p. 437-438. | USGS | I-1750-85",Physical
1997-07-03,439,mg/L,Total dissolved solids,"DESCRIPTION: Residue on evaporation at 180 deg. C of filtered water, by weight; CITATION(S): Fishman, M.J., and Friedman, L.C., 1989, Methods for determination of inorganic substances in water and fluvial sediments: U.S. Geological Survey Techniques of Water-Resources Investigations, book 5, chap. A1, p. 437-438. | USGS | I-1750-85",Physical
1997-07-11,420,mg/L,Total dissolved solids,"DESCRIPTION: Residue on evaporation at 180 deg. C of filtered water, by weight; CITATION(S): Fishman, M.J., and Friedman, L.C., 1989, Methods for determination of inorganic substances in water and fluvial sediments: U.S. Geological Survey Techniques of Water-Resources Investigations, book 5, chap. A1, p. 437-438. | USGS | I-1750-85",Physical
1997-07-16,414,mg/L,Total dissolved solids,"DESCRIPTION: Residue on evaporation at 180 deg. C of filtered water, by weight; CITATION(S): Fishman, M.J., and Friedman, L.C., 1989, Methods for determination of inorganic substances in water and fluvial sediments: U.S. Geological Survey Techniques of Water-Resources Investigations, book 5, chap. A1, p. 437-438. | USGS | I-1750-85",Physical
1997-07-24,433,mg/L,Total dissolved solids,"DESCRIPTION: Residue on evaporation at 180 deg. C of filtered water, by weight; CITATION(S): Fishman, M.J., and Friedman, L.C., 1989, Methods for determination of inorganic substances in water and fluvial sediments: U.S. Geological Survey Techniques of Water-Resources Investigations, book 5, chap. A1, p. 437-438. | USGS | I-1750-85",Physical
1997-07-31,487,mg/L,Total dissolved solids,"DESCRIPTION: Residue on evaporation at 180 deg. C of filtered water, by weight; CITATION(S): Fishman, M.J., and Friedman, L.C., 1989, Methods for determination of inorganic substances in water and fluvial sediments: U.S. Geological Survey Techniques of Water-Resources Investigations, book 5, chap. A1, p. 437-438. | USGS | I-1750-85",Physical
1997-08-08,383,mg/L,Total dissolved solids,"DESCRIPTION: Residue on evaporation at 180 deg. C of filtered water, by weight; CITATION(S): Fishman, M.J., and Friedman, L.C., 1989, Methods for determination of inorganic substances in water and fluvial sediments: U.S. Geological Survey Techniques of Water-Resources Investigations, book 5, chap. A1, p. 437-438. | USGS | I-1750-85",Physical
1997-08-15,326,mg/L,Total dissolved solids,"DESCRIPTION: Residue on evaporation at 180 deg. C of filtered water, by weight; CITATION(S): Fishman, M.J., and Friedman, L.C., 1989, Methods for determination of inorganic substances in water and fluvial sediments: U.S. Geological Survey Techniques of Water-Resources Investigations, book 5, chap. A1, p. 437-438. | USGS | I-1750-85",Physical
1997-08-20,326,mg/L,Total dissolved solids,"DESCRIPTION: Residue on evaporation at 180 deg. C of filtered water, by weight; CITATION(S): Fishman, M.J., and Friedman, L.C., 1989, Methods for determination of inorganic substances in water and fluvial sediments: U.S. Geological Survey Techniques of Water-Resources Investigations, book 5, chap. A1, p. 437-438. | USGS | I-1750-85",Physical
1997-08-26,343,mg/L,Total dissolved solids,"DESCRIPTION: Residue on evaporation at 180 deg. C of filtered water, by weight; CITATION(S): Fishman, M.J., and Friedman, L.C., 1989, Methods for determination of inorganic substances in water and fluvial sediments: U.S. Geological Survey Techniques of Water-Resources Investigations, book 5, chap. A1, p. 437-438. | USGS | I-1750-85",Physical
1997-09-09,361,mg/L,Total dissolved solids,"DESCRIPTION: Residue on evaporation at 180 deg. C of filtered water, by weight; CITATION(S): Fishman, M.J., and Friedman, L.C., 1989, Methods for determination of inorganic substances in water and fluvial sediments: U.S. Geological Survey Techniques of Water-Resources Investigations, book 5, chap. A1, p. 437-438. | USGS | I-1750-85",Physical
1997-10-28,391,mg/L,Total dissolved solids,"DESCRIPTION: Residue on evaporation at 180 deg. C of filtered water, by weight; CITATION(S): Fishman, M.J., and Friedman, L.C., 1989, Methods for determination of inorganic substances in water and fluvial sediments: U.S. Geological Survey Techniques of Water-Resources Investigations, book 5, chap. A1, p. 437-438. | USGS | I-1750-85",Physical
1997-11-20,435,mg/L,Total dissolved solids,"DESCRIPTION: Residue on evaporation at 180 deg. C of filtered water, by weight; CITATION(S): Fishman, M.J., and Friedman, L.C., 1989, Methods for determination of inorganic substances in water and fluvial sediments: U.S. Geological Survey Techniques of Water-Resources Investigations, book 5, chap. A1, p. 437-438. | USGS | I-1750-85",Physical
1997-12-18,475,mg/L,Total dissolved solids,"DESCRIPTION: Residue on evaporation at 180 deg. C of filtered water, by weight; CITATION(S): Fishman, M.J., and Friedman, L.C., 1989, Methods for determination of inorganic substances in water and fluvial sediments: U.S. Geological Survey Techniques of Water-Resources Investigations, book 5, chap. A1, p. 437-438. | USGS | I-1750-85",Physical
1998-01-08,514,mg/L,Total dissolved solids,"DESCRIPTION: Residue on evaporation at 180 deg. C of filtered water, by weight; CITATION(S): Fishman, M.J., and Friedman, L.C., 1989, Methods for determination of inorganic substances in water and fluvial sediments: U.S. Geological Survey Techniques of Water-Resources Investigations, book 5, chap. A1, p. 437-438. | USGS | I-1750-85",Physical
1998-02-05,616,mg/L,Total dissolved solids,"DESCRIPTION: Residue on evaporation at 180 deg. C of filtered water, by weight; CITATION(S): Fishman, M.J., and Friedman, L.C., 1989, Methods for determination of inorganic substances in water and fluvial sediments: U.S. Geological Survey Techniques of Water-Resources Investigations, book 5, chap. A1, p. 437-438. | USGS | I-1750-85",Physical
1998-02-19,228,mg/L,Total dissolved solids,"DESCRIPTION: Residue on evaporation at 180 deg. C of filtered water, by weight; CITATION(S): Fishman, M.J., and Friedman, L.C., 1989, Methods for determination of inorganic substances in water and fluvial sediments: U.S. Geological Survey Techniques of Water-Resources Investigations, book 5, chap. A1, p. 437-438. | USGS | I-1750-85",Physical
1998-03-18,439,mg/L,Total dissolved solids,"DESCRIPTION: Residue on evaporation at 180 deg. C of filtered water, by weight; CITATION(S): Fishman, M.J., and Friedman, L.C., 1989, Methods for determination of inorganic substances in water and fluvial sediments: U.S. Geological Survey Techniques of Water-Resources Investigations, book 5, chap. A1, p. 437-438. | USGS | I-1750-85",Physical
1998-03-30,376,mg/L,Total dissolved solids,"DESCRIPTION: Residue on evaporation at 180 deg. C of filtered water, by weight; CITATION(S): Fishman, M.J., and Friedman, L.C., 1989, Methods for determination of inorganic substances in water and fluvial sediments: U.S. Geological Survey Techniques of Water-Resources Investigations, book 5, chap. A1, p. 437-438. | USGS | I-1750-85",Physical
1998-04-20,418,mg/L,Total dissolved solids,"DESCRIPTION: Residue on evaporation at 180 deg. C of filtered water, by weight; CITATION(S): Fishman, M.J., and Friedman, L.C., 1989, Methods for determination of inorganic substances in water and fluvial sediments: U.S. Geological Survey Techniques of Water-Resources Investigations, book 5, chap. A1, p. 437-438. | USGS | I-1750-85",Physical
1998-05-14,412,mg/L,Total dissolved solids,"DESCRIPTION: Residue on evaporation at 180 deg. C of filtered water, by weight; CITATION(S): Fishman, M.J., and Friedman, L.C., 1989, Methods for determination of inorganic substances in water and fluvial sediments: U.S. Geological Survey Techniques of Water-Resources Investigations, book 5, chap. A1, p. 437-438. | USGS | I-1750-85",Physical
1998-05-18,445,mg/L,Total dissolved solids,"DESCRIPTION: Residue on evaporation at 180 deg. C of filtered water, by weight; CITATION(S): Fishman, M.J., and Friedman, L.C., 1989, Methods for determination of inorganic substances in water and fluvial sediments: U.S. Geological Survey Techniques of Water-Resources Investigations, book 5, chap. A1, p. 437-438. | USGS | I-1750-85",Physical
1998-06-04,430,mg/L,Total dissolved solids,"DESCRIPTION: Residue on evaporation at 180 deg. C of filtered water, by weight; CITATION(S): Fishman, M.J., and Friedman, L.C., 1989, Methods for determination of inorganic substances in water and fluvial sediments: U.S. Geological Survey Techniques of Water-Resources Investigations, book 5, chap. A1, p. 437-438. | USGS | I-1750-85",Physical
1998-07-15,355,mg/L,Total dissolved solids,"DESCRIPTION: Residue on evaporation at 180 deg. C of filtered water, by weight; CITATION(S): Fishman, M.J., and Friedman, L.C., 1989, Methods for determination of inorganic substances in water and fluvial sediments: U.S. Geological Survey Techniques of Water-Resources Investigations, book 5, chap. A1, p. 437-438. | USGS | I-1750-85",Physical
1998-08-17,346,mg/L,Total dissolved solids,"DESCRIPTION: Residue on evaporation at 180 deg. C of filtered water, by weight; CITATION(S): Fishman, M.J., and Friedman, L.C., 1989, Methods for determination of inorganic substances in water and fluvial sediments: U.S. Geological Survey Techniques of Water-Resources Investigations, book 5, chap. A1, p. 437-438. | USGS | I-1750-85",Physical
1999-03-25,345,mg/L,Total dissolved solids,"DESCRIPTION: Residue on evaporation at 180 deg. C of filtered water, by weight; CITATION(S): Fishman, M.J., and Friedman, L.C., 1989, Methods for determination of inorganic substances in water and fluvial sediments: U.S. Geological Survey Techniques of Water-Resources Investigations, book 5, chap. A1, p. 437-438. | USGS | I-1750-85",Physical
