Activity_StartDate,Result_Measure,Result_MeasureUnit,Result_Characteristic,ResultAnalyticalMethod_Description,Result_CharacteristicGroup
1961-03-20,0.0,ug/L,Manganese,,"Inorganics, Minor, Metals"
1961-05-16,40,ug/L,Manganese,,"Inorganics, Minor, Metals"
1962-04-02,260,ug/L,Manganese,,"Inorganics, Minor, Metals"
1963-02-26,760,ug/L,Manganese,,"Inorganics, Minor, Metals"
1963-10-22,30,ug/L,Manganese,,"Inorganics, Minor, Metals"
1963-11-07,20,ug/L,Manganese,,"Inorganics, Minor, Metals"
1963-12-10,140,ug/L,Manganese,,"Inorganics, Minor, Metals"
1964-01-16,420,ug/L,Manganese,,"Inorganics, Minor, Metals"
1964-02-25,80,ug/L,Manganese,,"Inorganics, Minor, Metals"
1964-04-03,90,ug/L,Manganese,,"Inorganics, Minor, Metals"
1964-05-13,10,ug/L,Manganese,,"Inorganics, Minor, Metals"
1964-05-14,60,ug/L,Manganese,,"Inorganics, Minor, Metals"
1964-06-17,50,ug/L,Manganese,,"Inorganics, Minor, Metals"
1964-07-15,120,ug/L,Manganese,,"Inorganics, Minor, Metals"
1964-08-11,120,ug/L,Manganese,,"Inorganics, Minor, Metals"
1964-09-13,0.0,ug/L,Manganese,,"Inorganics, Minor, Metals"
1964-09-22,10,ug/L,Manganese,,"Inorganics, Minor, Metals"
1964-10-09,30,ug/L,Manganese,,"Inorganics, Minor, Metals"
1964-11-16,30,ug/L,Manganese,,"Inorganics, Minor, Metals"
1964-12-09,140,ug/L,Manganese,,"Inorganics, Minor, Metals"
1965-01-07,270,ug/L,Manganese,,"Inorganics, Minor, Metals"
1965-02-10,480,ug/L,Manganese,,"Inorganics, Minor, Metals"
1965-03-25,280,ug/L,Manganese,,"Inorganics, Minor, Metals"
1965-04-29,40,ug/L,Manganese,,"Inorganics, Minor, Metals"
1965-05-02,60,ug/L,Manganese,,"Inorganics, Minor, Metals"
1965-05-25,60,ug/L,Manganese,,"Inorganics, Minor, Metals"
1965-07-13,30,ug/L,Manganese,,"Inorganics, Minor, Metals"
1965-08-18,210,ug/L,Manganese,,"Inorganics, Minor, Metals"
1965-09-20,50,ug/L,Manganese,,"Inorganics, Minor, Metals"
1965-10-15,10,ug/L,Manganese,,"Inorganics, Minor, Metals"
1965-11-30,140,ug/L,Manganese,,"Inorganics, Minor, Metals"
1965-12-15,150,ug/L,Manganese,,"Inorganics, Minor, Metals"
1966-01-12,310,ug/L,Manganese,,"Inorganics, Minor, Metals"
1966-02-15,40,ug/L,Manganese,,"Inorganics, Minor, Metals"
1966-04-21,70,ug/L,Manganese,,"Inorganics, Minor, Metals"
1966-05-25,80,ug/L,Manganese,,"Inorganics, Minor, Metals"
1966-06-24,50,ug/L,Manganese,,"Inorganics, Minor, Metals"
1966-07-27,190,ug/L,Manganese,,"Inorganics, Minor, Metals"
1966-08-18,140,ug/L,Manganese,,"Inorganics, Minor, Metals"
1966-10-18,180,ug/L,Manganese,,"Inorganics, Minor, Metals"
1967-02-28,1400,ug/L,Manganese,,"Inorganics, Minor, Metals"
1967-07-12,70,ug/L,Manganese,,"Inorganics, Minor, Metals"
1969-09-12,370,ug/L,Manganese,,"Inorganics, Minor, Metals"
