Activity_StartDate,Result_Measure,Result_MeasureUnit,Result_Characteristic,ResultAnalyticalMethod_Description,Result_CharacteristicGroup
1989-08-28,1.1,mg/L,Organic carbon,"DESCRIPTION: Suspended organic carbon (SOC) retained on a 0.45 um silver filter and analysed by wet oxidation; CITATION(S): Wershaw, R.L., Fishman, M.J., Grabbe, R.R., and Lowe, L.E., eds., 1987, Methods for the determination of organic substances in water and fluvial sediments: U.S. Geological Survey Techniques of Water-Resources Investigations, book 5, chap. A3, p. 16-17. | USGS | O-7100-83","Organics, Other"
1990-01-31,0.3,mg/L,Organic carbon,"DESCRIPTION: Suspended organic carbon (SOC) retained on a 0.45 um silver filter and analysed by wet oxidation; CITATION(S): Wershaw, R.L., Fishman, M.J., Grabbe, R.R., and Lowe, L.E., eds., 1987, Methods for the determination of organic substances in water and fluvial sediments: U.S. Geological Survey Techniques of Water-Resources Investigations, book 5, chap. A3, p. 16-17. | USGS | O-7100-83","Organics, Other"
1990-03-11,2.2,mg/L,Organic carbon,"DESCRIPTION: Suspended organic carbon (SOC) retained on a 0.45 um silver filter and analysed by wet oxidation; CITATION(S): Wershaw, R.L., Fishman, M.J., Grabbe, R.R., and Lowe, L.E., eds., 1987, Methods for the determination of organic substances in water and fluvial sediments: U.S. Geological Survey Techniques of Water-Resources Investigations, book 5, chap. A3, p. 16-17. | USGS | O-7100-83","Organics, Other"
1990-03-13,1.6,mg/L,Organic carbon,"DESCRIPTION: Suspended organic carbon (SOC) retained on a 0.45 um silver filter and analysed by wet oxidation; CITATION(S): Wershaw, R.L., Fishman, M.J., Grabbe, R.R., and Lowe, L.E., eds., 1987, Methods for the determination of organic substances in water and fluvial sediments: U.S. Geological Survey Techniques of Water-Resources Investigations, book 5, chap. A3, p. 16-17. | USGS | O-7100-83","Organics, Other"
1990-03-14,3.0,mg/L,Organic carbon,"DESCRIPTION: Suspended organic carbon (SOC) retained on a 0.45 um silver filter and analysed by wet oxidation; CITATION(S): Wershaw, R.L., Fishman, M.J., Grabbe, R.R., and Lowe, L.E., eds., 1987, Methods for the determination of organic substances in water and fluvial sediments: U.S. Geological Survey Techniques of Water-Resources Investigations, book 5, chap. A3, p. 16-17. | USGS | O-7100-83","Organics, Other"
1990-03-16,3.1,mg/L,Organic carbon,"DESCRIPTION: Suspended organic carbon (SOC) retained on a 0.45 um silver filter and analysed by wet oxidation; CITATION(S): Wershaw, R.L., Fishman, M.J., Grabbe, R.R., and Lowe, L.E., eds., 1987, Methods for the determination of organic substances in water and fluvial sediments: U.S. Geological Survey Techniques of Water-Resources Investigations, book 5, chap. A3, p. 16-17. | USGS | O-7100-83","Organics, Other"
1990-03-21,1.1,mg/L,Organic carbon,"DESCRIPTION: Suspended organic carbon (SOC) retained on a 0.45 um silver filter and analysed by wet oxidation; CITATION(S): Wershaw, R.L., Fishman, M.J., Grabbe, R.R., and Lowe, L.E., eds., 1987, Methods for the determination of organic substances in water and fluvial sediments: U.S. Geological Survey Techniques of Water-Resources Investigations, book 5, chap. A3, p. 16-17. | USGS | O-7100-83","Organics, Other"
1990-03-28,0.4,mg/L,Organic carbon,"DESCRIPTION: Suspended organic carbon (SOC) retained on a 0.45 um silver filter and analysed by wet oxidation; CITATION(S): Wershaw, R.L., Fishman, M.J., Grabbe, R.R., and Lowe, L.E., eds., 1987, Methods for the determination of organic substances in water and fluvial sediments: U.S. Geological Survey Techniques of Water-Resources Investigations, book 5, chap. A3, p. 16-17. | USGS | O-7100-83","Organics, Other"
1990-05-31,1.2,mg/L,Organic carbon,"DESCRIPTION: Suspended organic carbon (SOC) retained on a 0.45 um silver filter and analysed by wet oxidation; CITATION(S): Wershaw, R.L., Fishman, M.J., Grabbe, R.R., and Lowe, L.E., eds., 1987, Methods for the determination of organic substances in water and fluvial sediments: U.S. Geological Survey Techniques of Water-Resources Investigations, book 5, chap. A3, p. 16-17. | USGS | O-7100-83","Organics, Other"
1990-08-29,2.8,mg/L,Organic carbon,"DESCRIPTION: Suspended organic carbon (SOC) retained on a 0.45 um silver filter and analysed by wet oxidation; CITATION(S): Wershaw, R.L., Fishman, M.J., Grabbe, R.R., and Lowe, L.E., eds., 1987, Methods for the determination of organic substances in water and fluvial sediments: U.S. Geological Survey Techniques of Water-Resources Investigations, book 5, chap. A3, p. 16-17. | USGS | O-7100-83","Organics, Other"
1991-03-16,1.1,mg/L,Organic carbon,"DESCRIPTION: Suspended organic carbon (SOC) retained on a 0.45 um silver filter and analysed by wet oxidation; CITATION(S): Wershaw, R.L., Fishman, M.J., Grabbe, R.R., and Lowe, L.E., eds., 1987, Methods for the determination of organic substances in water and fluvial sediments: U.S. Geological Survey Techniques of Water-Resources Investigations, book 5, chap. A3, p. 16-17. | USGS | O-7100-83","Organics, Other"
1991-03-19,1.1,mg/L,Organic carbon,"DESCRIPTION: Suspended organic carbon (SOC) retained on a 0.45 um silver filter and analysed by wet oxidation; CITATION(S): Wershaw, R.L., Fishman, M.J., Grabbe, R.R., and Lowe, L.E., eds., 1987, Methods for the determination of organic substances in water and fluvial sediments: U.S. Geological Survey Techniques of Water-Resources Investigations, book 5, chap. A3, p. 16-17. | USGS | O-7100-83","Organics, Other"
1991-03-20,1.6,mg/L,Organic carbon,"DESCRIPTION: Suspended organic carbon (SOC) retained on a 0.45 um silver filter and analysed by wet oxidation; CITATION(S): Wershaw, R.L., Fishman, M.J., Grabbe, R.R., and Lowe, L.E., eds., 1987, Methods for the determination of organic substances in water and fluvial sediments: U.S. Geological Survey Techniques of Water-Resources Investigations, book 5, chap. A3, p. 16-17. | USGS | O-7100-83","Organics, Other"
1991-03-21,1.9,mg/L,Organic carbon,"DESCRIPTION: Suspended organic carbon (SOC) retained on a 0.45 um silver filter and analysed by wet oxidation; CITATION(S): Wershaw, R.L., Fishman, M.J., Grabbe, R.R., and Lowe, L.E., eds., 1987, Methods for the determination of organic substances in water and fluvial sediments: U.S. Geological Survey Techniques of Water-Resources Investigations, book 5, chap. A3, p. 16-17. | USGS | O-7100-83","Organics, Other"
1991-03-23,6.1,mg/L,Organic carbon,"DESCRIPTION: Suspended organic carbon (SOC) retained on a 0.45 um silver filter and analysed by wet oxidation; CITATION(S): Wershaw, R.L., Fishman, M.J., Grabbe, R.R., and Lowe, L.E., eds., 1987, Methods for the determination of organic substances in water and fluvial sediments: U.S. Geological Survey Techniques of Water-Resources Investigations, book 5, chap. A3, p. 16-17. | USGS | O-7100-83","Organics, Other"
1991-03-26,,,Organic carbon,"DESCRIPTION: Suspended organic carbon (SOC) retained on a 0.45 um silver filter and analysed by wet oxidation; CITATION(S): Wershaw, R.L., Fishman, M.J., Grabbe, R.R., and Lowe, L.E., eds., 1987, Methods for the determination of organic substances in water and fluvial sediments: U.S. Geological Survey Techniques of Water-Resources Investigations, book 5, chap. A3, p. 16-17. | USGS | O-7100-83","Organics, Other"
1991-03-27,3.5,mg/L,Organic carbon,"DESCRIPTION: Suspended organic carbon (SOC) retained on a 0.45 um silver filter and analysed by wet oxidation; CITATION(S): Wershaw, R.L., Fishman, M.J., Grabbe, R.R., and Lowe, L.E., eds., 1987, Methods for the determination of organic substances in water and fluvial sediments: U.S. Geological Survey Techniques of Water-Resources Investigations, book 5, chap. A3, p. 16-17. | USGS | O-7100-83","Organics, Other"
1991-04-03,2.4,mg/L,Organic carbon,"DESCRIPTION: Suspended organic carbon (SOC) retained on a 0.45 um silver filter and analysed by wet oxidation; CITATION(S): Wershaw, R.L., Fishman, M.J., Grabbe, R.R., and Lowe, L.E., eds., 1987, Methods for the determination of organic substances in water and fluvial sediments: U.S. Geological Survey Techniques of Water-Resources Investigations, book 5, chap. A3, p. 16-17. | USGS | O-7100-83","Organics, Other"
1991-04-09,2.5,mg/L,Organic carbon,"DESCRIPTION: Suspended organic carbon (SOC) retained on a 0.45 um silver filter and analysed by wet oxidation; CITATION(S): Wershaw, R.L., Fishman, M.J., Grabbe, R.R., and Lowe, L.E., eds., 1987, Methods for the determination of organic substances in water and fluvial sediments: U.S. Geological Survey Techniques of Water-Resources Investigations, book 5, chap. A3, p. 16-17. | USGS | O-7100-83","Organics, Other"
