Activity_StartDate,Result_Measure,Result_MeasureUnit,Result_Characteristic,ResultAnalyticalMethod_Description,Result_CharacteristicGroup
1971-05-27,79,% passing,Bed sediment particle size,,Sediment
1971-05-27,79,% passing,Bed sediment particle size,,Sediment
1972-03-21,72,% passing,Bed sediment particle size,,Sediment
1972-05-12,76,% passing,Bed sediment particle size,,Sediment
1972-07-20,86,% passing,Bed sediment particle size,,Sediment
1973-03-27,56,% passing,Bed sediment particle size,,Sediment
1974-06-11,63,% passing,Bed sediment particle size,,Sediment
1974-10-31,24,% passing,Bed sediment particle size,,Sediment
1975-07-09,54,% passing,Bed sediment particle size,,Sediment
1976-06-09,28,% passing,Bed sediment particle size,,Sediment
1977-07-14,32,% passing,Bed sediment particle size,,Sediment
