Activity_StartDate,Result_Measure,Result_MeasureUnit,Result_Characteristic,ResultAnalyticalMethod_Description,Result_CharacteristicGroup
2019-03-25,4.8718,g,Suspended Sediment Mass,,Sediment
2019-03-25,0.1959,g,Suspended Sediment Mass,,Sediment
2019-03-29,0.0948,g,Suspended Sediment Mass,,Sediment
2019-03-29,2.6952,g,Suspended Sediment Mass,,Sediment
2019-04-16,0.0918,g,Suspended Sediment Mass,,Sediment
2019-04-16,1.1522,g,Suspended Sediment Mass,,Sediment
2019-04-18,0.1849,g,Suspended Sediment Mass,,Sediment
2019-04-18,1.5928,g,Suspended Sediment Mass,,Sediment
2019-05-29,0.1811,g,Suspended Sediment Mass,,Sediment
2019-05-29,1.2001,g,Suspended Sediment Mass,,Sediment
2019-07-05,1.2881,g,Suspended Sediment Mass,,Sediment
2019-07-05,1.2332,g,Suspended Sediment Mass,,Sediment
2020-05-06,0.0726,g,Suspended Sediment Mass,,Sediment
2020-07-08,0.1137,g,Suspended Sediment Mass,,Sediment
