agency_cd,site_no,parameter_cd,ts_id,loc_web_ds,month_nu,day_nu,begin_yr,end_yr,count_nu,max_va_yr,max_va,min_va_yr,min_va,mean_va,p05_va,p10_va,p20_va,p25_va,p50_va,p75_va,p80_va,p90_va,p95_va
USGS,05320270,00095,73399,,1,1,1997,1998,2,1998,816.0,1997,799.0,807.0,,,,,807.0,,,,
USGS,05320270,00095,73399,,1,2,1997,1998,2,1998,802.0,1997,791.0,796.0,,,,,796.0,,,,
USGS,05320270,00095,73399,,1,3,1997,1998,2,1998,797.0,1997,783.0,790.0,,,,,790.0,,,,
USGS,05320270,00095,73399,,1,4,1997,1998,2,1998,826.0,1997,773.0,799.0,,,,,799.0,,,,
USGS,05320270,00095,73399,,1,5,1997,1998,2,1998,812.0,1997,759.0,785.0,,,,,785.0,,,,
USGS,05320270,00095,73399,,1,6,1997,1998,2,1998,805.0,1997,763.0,784.0,,,,,784.0,,,,
USGS,05320270,00095,73399,,1,7,1997,1998,2,1998,813.0,1997,767.0,790.0,,,,,790.0,,,,
USGS,05320270,00095,73399,,1,8,1997,1998,2,1998,826.0,1997,778.0,802.0,,,,,802.0,,,,
USGS,05320270,00095,73399,,1,9,1997,1998,2,1998,867.0,1997,778.0,823.0,,,,,823.0,,,,
USGS,05320270,00095,73399,,1,10,1997,1997,1,1997,784.0,1997,784.0,784.0,,,,,784.0,,,,
USGS,05320270,00095,73399,,1,11,1997,1997,1,1997,797.0,1997,797.0,797.0,,,,,797.0,,,,
USGS,05320270,00095,73399,,1,12,1997,1997,1,1997,805.0,1997,805.0,805.0,,,,,805.0,,,,
USGS,05320270,00095,73399,,1,13,1997,1997,1,1997,825.0,1997,825.0,825.0,,,,,825.0,,,,
USGS,05320270,00095,73399,,1,14,1997,1997,1,1997,838.0,1997,838.0,838.0,,,,,838.0,,,,
USGS,05320270,00095,73399,,1,15,1997,1997,1,1997,846.0,1997,846.0,846.0,,,,,846.0,,,,
USGS,05320270,00095,73399,,1,16,1997,1997,1,1997,847.0,1997,847.0,847.0,,,,,847.0,,,,
USGS,05320270,00095,73399,,1,17,1997,1997,1,1997,849.0,1997,849.0,849.0,,,,,849.0,,,,
USGS,05320270,00095,73399,,1,18,1997,1997,1,1997,850.0,1997,850.0,850.0,,,,,850.0,,,,
USGS,05320270,00095,73399,,1,19,1997,1997,1,1997,852.0,1997,852.0,852.0,,,,,852.0,,,,
USGS,05320270,00095,73399,,1,20,1997,1997,1,1997,854.0,1997,854.0,854.0,,,,,854.0,,,,
USGS,05320270,00095,73399,,1,21,1997,1997,1,1997,857.0,1997,857.0,857.0,,,,,857.0,,,,
USGS,05320270,00095,73399,,1,22,1997,1997,1,1997,858.0,1997,858.0,858.0,,,,,858.0,,,,
USGS,05320270,00095,73399,,1,23,1997,1997,1,1997,853.0,1997,853.0,853.0,,,,,853.0,,,,
USGS,05320270,00095,73399,,1,24,1997,1997,1,1997,848.0,1997,848.0,848.0,,,,,848.0,,,,
USGS,05320270,00095,73399,,1,25,1997,1997,1,1997,840.0,1997,840.0,840.0,,,,,840.0,,,,
USGS,05320270,00095,73399,,1,26,1997,1997,1,1997,834.0,1997,834.0,834.0,,,,,834.0,,,,
USGS,05320270,00095,73399,,1,27,1997,1997,1,1997,831.0,1997,831.0,831.0,,,,,831.0,,,,
USGS,05320270,00095,73399,,1,28,1997,1997,1,1997,833.0,1997,833.0,833.0,,,,,833.0,,,,
