Activity_StartDate,Result_Measure,Result_MeasureUnit,Result_Characteristic,ResultAnalyticalMethod_Description,Result_CharacteristicGroup
1967-10-12,18.0,mg/L,Silica,,"Inorganics, Major, Non-metals"
1968-10-17,23.0,mg/L,Silica,,"Inorganics, Major, Non-metals"
1969-09-05,26.0,mg/L,Silica,,"Inorganics, Major, Non-metals"
