agency_cd,site_no,parameter_cd,ts_id,loc_web_ds,month_nu,day_nu,begin_yr,end_yr,count_nu,max_va_yr,max_va,min_va_yr,min_va,mean_va,p05_va,p10_va,p20_va,p25_va,p50_va,p75_va,p80_va,p90_va,p95_va
USGS,05320270,00010,73393,,1,1,1997,1998,2,1997,0.0,1997,0.0,0.0,,,,,0.0,,,,
USGS,05320270,00010,73393,,1,2,1997,1998,2,1997,0.0,1997,0.0,0.0,,,,,0.0,,,,
USGS,05320270,00010,73393,,1,3,1997,1998,2,1997,0.0,1997,0.0,0.0,,,,,0.0,,,,
USGS,05320270,00010,73393,,1,4,1997,1998,2,1997,0.0,1997,0.0,0.0,,,,,0.0,,,,
USGS,05320270,00010,73393,,1,5,1997,1998,2,1997,0.0,1997,0.0,0.0,,,,,0.0,,,,
USGS,05320270,00010,73393,,1,6,1997,1998,2,1997,0.0,1997,0.0,0.0,,,,,0.0,,,,
USGS,05320270,00010,73393,,1,7,1997,1998,2,1997,0.0,1997,0.0,0.0,,,,,0.0,,,,
USGS,05320270,00010,73393,,1,8,1997,1998,2,1997,0.0,1997,0.0,0.0,,,,,0.0,,,,
USGS,05320270,00010,73393,,1,9,1997,1998,2,1997,0.0,1997,0.0,0.0,,,,,0.0,,,,
USGS,05320270,00010,73393,,1,10,1997,1997,1,1997,0.0,1997,0.0,0.0,,,,,0.0,,,,
USGS,05320270,00010,73393,,1,11,1997,1997,1,1997,0.0,1997,0.0,0.0,,,,,0.0,,,,
USGS,05320270,00010,73393,,1,12,1997,1997,1,1997,0.0,1997,0.0,0.0,,,,,0.0,,,,
USGS,05320270,00010,73393,,1,13,1997,1997,1,1997,0.0,1997,0.0,0.0,,,,,0.0,,,,
USGS,05320270,00010,73393,,1,14,1997,1997,1,1997,0.0,1997,0.0,0.0,,,,,0.0,,,,
USGS,05320270,00010,73393,,1,15,1997,1997,1,1997,0.0,1997,0.0,0.0,,,,,0.0,,,,
USGS,05320270,00010,73393,,1,16,1997,1997,1,1997,0.0,1997,0.0,0.0,,,,,0.0,,,,
USGS,05320270,00010,73393,,1,17,1997,1997,1,1997,0.0,1997,0.0,0.0,,,,,0.0,,,,
USGS,05320270,00010,73393,,1,18,1997,1997,1,1997,0.0,1997,0.0,0.0,,,,,0.0,,,,
USGS,05320270,00010,73393,,1,19,1997,1997,1,1997,0.0,1997,0.0,0.0,,,,,0.0,,,,
USGS,05320270,00010,73393,,1,20,1997,1997,1,1997,0.0,1997,0.0,0.0,,,,,0.0,,,,
USGS,05320270,00010,73393,,1,21,1997,1997,1,1997,0.0,1997,0.0,0.0,,,,,0.0,,,,
USGS,05320270,00010,73393,,1,22,1997,1997,1,1997,0.0,1997,0.0,0.0,,,,,0.0,,,,
USGS,05320270,00010,73393,,1,23,1997,1997,1,1997,0.0,1997,0.0,0.0,,,,,0.0,,,,
USGS,05320270,00010,73393,,1,24,1997,1997,1,1997,0.0,1997,0.0,0.0,,,,,0.0,,,,
USGS,05320270,00010,73393,,1,25,1997,1997,1,1997,0.0,1997,0.0,0.0,,,,,0.0,,,,
USGS,05320270,00010,73393,,1,26,1997,1997,1,1997,0.0,1997,0.0,0.0,,,,,0.0,,,,
USGS,05320270,00010,73393,,1,27,1997,1997,1,1997,0.0,1997,0.0,0.0,,,,,0.0,,,,
USGS,05320270,00010,73393,,1,28,1997,1997,1,1997,0.0,1997,0.0,0.0,,,,,0.0,,,,
USGS,05320270,00010,73393,,1,29,1997,1997,1,1997,0.0,1997,0.0,0.0,,,,,0.0,,,,
