datetimeUTC,USGS:05320270:63680:00001,USGS:05320270:63680:00001_qualifiers,USGS:05320270:63680:00002,USGS:05320270:63680:00002_qualifiers,USGS:05320270:63680:00003,USGS:05320270:63680:00003_qualifiers
2005-08-23 00:00:00+00:00,,hf.missing,,hf.missing,,hf.missing
2005-08-24 00:00:00+00:00,24.0,A,13.0,A,19.9,A
2005-08-25 00:00:00+00:00,25.0,A,12.0,A,18.4,A
2005-08-26 00:00:00+00:00,90.0,A,13.0,A,42.9,A
2005-08-27 00:00:00+00:00,38.0,A,23.0,A,27.7,A
2005-08-28 00:00:00+00:00,62.0,A,26.0,A,32.4,A
2005-08-29 00:00:00+00:00,62.0,A,27.0,A,30.5,A
2005-08-30 00:00:00+00:00,47.0,A,28.0,A,32.4,A
2005-08-31 00:00:00+00:00,36.0,A,26.0,A,30.9,A
2005-09-01 00:00:00+00:00,35.0,A,22.0,A,27.0,A
2005-09-02 00:00:00+00:00,39.0,A,22.0,A,26.6,A
2005-09-03 00:00:00+00:00,36.0,A,23.0,A,27.3,A
2005-09-04 00:00:00+00:00,35.0,A,20.0,A,26.9,A
2005-09-05 00:00:00+00:00,,hf.missing,,hf.missing,,hf.missing
2005-09-06 00:00:00+00:00,,hf.missing,,hf.missing,,hf.missing
2005-09-07 00:00:00+00:00,,hf.missing,,hf.missing,,hf.missing
2005-09-08 00:00:00+00:00,,hf.missing,,hf.missing,,hf.missing
2005-09-09 00:00:00+00:00,,hf.missing,,hf.missing,,hf.missing
2005-09-10 00:00:00+00:00,,hf.missing,,hf.missing,,hf.missing
2005-09-11 00:00:00+00:00,,hf.missing,,hf.missing,,hf.missing
2005-09-12 00:00:00+00:00,,hf.missing,,hf.missing,,hf.missing
2005-09-13 00:00:00+00:00,,hf.missing,,hf.missing,,hf.missing
2005-09-14 00:00:00+00:00,,hf.missing,,hf.missing,,hf.missing
2005-09-15 00:00:00+00:00,,hf.missing,,hf.missing,,hf.missing
2005-09-16 00:00:00+00:00,,hf.missing,,hf.missing,,hf.missing
2005-09-17 00:00:00+00:00,,hf.missing,,hf.missing,,hf.missing
2005-09-18 00:00:00+00:00,,hf.missing,,hf.missing,,hf.missing
2005-09-19 00:00:00+00:00,,hf.missing,,hf.missing,,hf.missing
2005-09-20 00:00:00+00:00,,hf.missing,,hf.missing,,hf.missing
2005-09-21 00:00:00+00:00,,hf.missing,,hf.missing,,hf.missing
2005-09-22 00:00:00+00:00,,hf.missing,,hf.missing,,hf.missing
2005-09-23 00:00:00+00:00,,hf.missing,,hf.missing,,hf.missing
2005-09-24 00:00:00+00:00,,hf.missing,,hf.missing,,hf.missing
2005-09-25 00:00:00+00:00,,hf.missing,,hf.missing,,hf.missing
2005-09-26 00:00:00+00:00,,hf.missing,,hf.missing,,hf.missing
2005-09-27 00:00:00+00:00,,hf.missing,,hf.missing,,hf.missing
2005-09-28 00:00:00+00:00,,hf.missing,,hf.missing,,hf.missing
2005-09-29 00:00:00+00:00,,hf.missing,,hf.missing,,hf.missing
2005-09-30 00:00:00+00:00,,hf.missing,,hf.missing,,hf.missing
2005-10-01 00:00:00+00:00,,hf.missing,,hf.missing,,hf.missing
2005-10-02 00:00:00+00:00,,hf.missing,,hf.missing,,hf.missing
2005-10-03 00:00:00+00:00,,hf.missing,,hf.missing,,hf.missing
2005-10-04 00:00:00+00:00,,hf.missing,,hf.missing,,hf.missing
2005-10-05 00:00:00+00:00,,hf.missing,,hf.missing,,hf.missing
2005-10-06 00:00:00+00:00,,hf.missing,,hf.missing,,hf.missing
2005-10-07 00:00:00+00:00,,hf.missing,,hf.missing,,hf.missing
2005-10-08 00:00:00+00:00,,hf.missing,,hf.missing,,hf.missing
2005-10-09 00:00:00+00:00,,hf.missing,,hf.missing,,hf.missing
2005-10-10 00:00:00+00:00,,hf.missing,,hf.missing,,hf.missing
2005-10-11 00:00:00+00:00,,hf.missing,,hf.missing,,hf.missing
2005-10-12 00:00:00+00:00,,hf.missing,,hf.missing,,hf.missing
2005-10-13 00:00:00+00:00,,hf.missing,,hf.missing,,hf.missing
2005-10-14 00:00:00+00:00,,hf.missing,,hf.missing,,hf.missing
2005-10-15 00:00:00+00:00,,hf.missing,,hf.missing,,hf.missing
2005-10-16 00:00:00+00:00,,hf.missing,,hf.missing,,hf.missing
2005-10-17 00:00:00+00:00,,hf.missing,,hf.missing,,hf.missing
2005-10-18 00:00:00+00:00,,hf.missing,,hf.missing,,hf.missing
2005-10-19 00:00:00+00:00,,hf.missing,,hf.missing,,hf.missing
2005-10-20 00:00:00+00:00,,hf.missing,,hf.missing,,hf.missing
2005-10-21 00:00:00+00:00,,hf.missing,,hf.missing,,hf.missing
2005-10-22 00:00:00+00:00,,hf.missing,,hf.missing,,hf.missing
2005-10-23 00:00:00+00:00,,hf.missing,,hf.missing,,hf.missing
2005-10-24 00:00:00+00:00,,hf.missing,,hf.missing,,hf.missing
2005-10-25 00:00:00+00:00,,hf.missing,,hf.missing,,hf.missing
2005-10-26 00:00:00+00:00,,hf.missing,,hf.missing,,hf.missing
2005-10-27 00:00:00+00:00,,hf.missing,,hf.missing,,hf.missing
2005-10-28 00:00:00+00:00,,hf.missing,,hf.missing,,hf.missing
2005-10-29 00:00:00+00:00,,hf.missing,,hf.missing,,hf.missing
2005-10-30 00:00:00+00:00,,hf.missing,,hf.missing,,hf.missing
2005-10-31 00:00:00+00:00,,hf.missing,,hf.missing,,hf.missing
2005-11-01 00:00:00+00:00,,hf.missing,,hf.missing,,hf.missing
2005-11-02 00:00:00+00:00,,hf.missing,,hf.missing,,hf.missing
2005-11-03 00:00:00+00:00,,hf.missing,,hf.missing,,hf.missing
2005-11-04 00:00:00+00:00,,hf.missing,,hf.missing,,hf.missing
2005-11-05 00:00:00+00:00,,hf.missing,,hf.missing,,hf.missing
2005-11-06 00:00:00+00:00,,hf.missing,,hf.missing,,hf.missing
2005-11-07 00:00:00+00:00,,hf.missing,,hf.missing,,hf.missing
2005-11-08 00:00:00+00:00,,hf.missing,,hf.missing,,hf.missing
2005-11-09 00:00:00+00:00,,hf.missing,,hf.missing,,hf.missing
2005-11-10 00:00:00+00:00,,hf.missing,,hf.missing,,hf.missing
2005-11-11 00:00:00+00:00,,hf.missing,,hf.missing,,hf.missing
2005-11-12 00:00:00+00:00,,hf.missing,,hf.missing,,hf.missing
2005-11-13 00:00:00+00:00,,hf.missing,,hf.missing,,hf.missing
2005-11-14 00:00:00+00:00,,hf.missing,,hf.missing,,hf.missing
2005-11-15 00:00:00+00:00,,hf.missing,,hf.missing,,hf.missing
2005-11-16 00:00:00+00:00,,hf.missing,,hf.missing,,hf.missing
2005-11-17 00:00:00+00:00,,hf.missing,,hf.missing,,hf.missing
2005-11-18 00:00:00+00:00,,hf.missing,,hf.missing,,hf.missing
2005-11-19 00:00:00+00:00,,hf.missing,,hf.missing,,hf.missing
2005-11-20 00:00:00+00:00,,hf.missing,,hf.missing,,hf.missing
2005-11-21 00:00:00+00:00,,hf.missing,,hf.missing,,hf.missing
2005-11-22 00:00:00+00:00,,hf.missing,,hf.missing,,hf.missing
2005-11-23 00:00:00+00:00,,hf.missing,,hf.missing,,hf.missing
2005-11-24 00:00:00+00:00,,hf.missing,,hf.missing,,hf.missing
2005-11-25 00:00:00+00:00,,hf.missing,,hf.missing,,hf.missing
2005-11-26 00:00:00+00:00,,hf.missing,,hf.missing,,hf.missing
2005-11-27 00:00:00+00:00,,hf.missing,,hf.missing,,hf.missing
2005-11-28 00:00:00+00:00,,hf.missing,,hf.missing,,hf.missing
2005-11-29 00:00:00+00:00,,hf.missing,,hf.missing,,hf.missing
2005-11-30 00:00:00+00:00,,hf.missing,,hf.missing,,hf.missing
2005-12-01 00:00:00+00:00,,hf.missing,,hf.missing,,hf.missing
2005-12-02 00:00:00+00:00,,hf.missing,,hf.missing,,hf.missing
2005-12-03 00:00:00+00:00,,hf.missing,,hf.missing,,hf.missing
2005-12-04 00:00:00+00:00,,hf.missing,,hf.missing,,hf.missing
2005-12-05 00:00:00+00:00,,hf.missing,,hf.missing,,hf.missing
2005-12-06 00:00:00+00:00,,hf.missing,,hf.missing,,hf.missing
2005-12-07 00:00:00+00:00,,hf.missing,,hf.missing,,hf.missing
2005-12-08 00:00:00+00:00,,hf.missing,,hf.missing,,hf.missing
2005-12-09 00:00:00+00:00,,hf.missing,,hf.missing,,hf.missing
2005-12-10 00:00:00+00:00,,hf.missing,,hf.missing,,hf.missing
2005-12-11 00:00:00+00:00,,hf.missing,,hf.missing,,hf.missing
2005-12-12 00:00:00+00:00,,hf.missing,,hf.missing,,hf.missing
2005-12-13 00:00:00+00:00,,hf.missing,,hf.missing,,hf.missing
2005-12-14 00:00:00+00:00,,hf.missing,,hf.missing,,hf.missing
2005-12-15 00:00:00+00:00,,hf.missing,,hf.missing,,hf.missing
2005-12-16 00:00:00+00:00,,hf.missing,,hf.missing,,hf.missing
2005-12-17 00:00:00+00:00,,hf.missing,,hf.missing,,hf.missing
2005-12-18 00:00:00+00:00,,hf.missing,,hf.missing,,hf.missing
2005-12-19 00:00:00+00:00,,hf.missing,,hf.missing,,hf.missing
2005-12-20 00:00:00+00:00,,hf.missing,,hf.missing,,hf.missing
2005-12-21 00:00:00+00:00,,hf.missing,,hf.missing,,hf.missing
2005-12-22 00:00:00+00:00,,hf.missing,,hf.missing,,hf.missing
2005-12-23 00:00:00+00:00,,hf.missing,,hf.missing,,hf.missing
2005-12-24 00:00:00+00:00,,hf.missing,,hf.missing,,hf.missing
2005-12-25 00:00:00+00:00,,hf.missing,,hf.missing,,hf.missing
2005-12-26 00:00:00+00:00,,hf.missing,,hf.missing,,hf.missing
2005-12-27 00:00:00+00:00,,hf.missing,,hf.missing,,hf.missing
2005-12-28 00:00:00+00:00,,hf.missing,,hf.missing,,hf.missing
2005-12-29 00:00:00+00:00,,hf.missing,,hf.missing,,hf.missing
2005-12-30 00:00:00+00:00,,hf.missing,,hf.missing,,hf.missing
2005-12-31 00:00:00+00:00,,hf.missing,,hf.missing,,hf.missing
2006-01-01 00:00:00+00:00,,hf.missing,,hf.missing,,hf.missing
2006-01-02 00:00:00+00:00,,hf.missing,,hf.missing,,hf.missing
2006-01-03 00:00:00+00:00,,hf.missing,,hf.missing,,hf.missing
2006-01-04 00:00:00+00:00,,hf.missing,,hf.missing,,hf.missing
2006-01-05 00:00:00+00:00,,hf.missing,,hf.missing,,hf.missing
2006-01-06 00:00:00+00:00,,hf.missing,,hf.missing,,hf.missing
2006-01-07 00:00:00+00:00,,hf.missing,,hf.missing,,hf.missing
2006-01-08 00:00:00+00:00,,hf.missing,,hf.missing,,hf.missing
2006-01-09 00:00:00+00:00,,hf.missing,,hf.missing,,hf.missing
2006-01-10 00:00:00+00:00,,hf.missing,,hf.missing,,hf.missing
2006-01-11 00:00:00+00:00,,hf.missing,,hf.missing,,hf.missing
2006-01-12 00:00:00+00:00,,hf.missing,,hf.missing,,hf.missing
2006-01-13 00:00:00+00:00,,hf.missing,,hf.missing,,hf.missing
2006-01-14 00:00:00+00:00,,hf.missing,,hf.missing,,hf.missing
2006-01-15 00:00:00+00:00,,hf.missing,,hf.missing,,hf.missing
2006-01-16 00:00:00+00:00,,hf.missing,,hf.missing,,hf.missing
2006-01-17 00:00:00+00:00,,hf.missing,,hf.missing,,hf.missing
2006-01-18 00:00:00+00:00,,hf.missing,,hf.missing,,hf.missing
2006-01-19 00:00:00+00:00,,hf.missing,,hf.missing,,hf.missing
2006-01-20 00:00:00+00:00,,hf.missing,,hf.missing,,hf.missing
2006-01-21 00:00:00+00:00,,hf.missing,,hf.missing,,hf.missing
2006-01-22 00:00:00+00:00,,hf.missing,,hf.missing,,hf.missing
2006-01-23 00:00:00+00:00,,hf.missing,,hf.missing,,hf.missing
2006-01-24 00:00:00+00:00,,hf.missing,,hf.missing,,hf.missing
2006-01-25 00:00:00+00:00,,hf.missing,,hf.missing,,hf.missing
2006-01-26 00:00:00+00:00,,hf.missing,,hf.missing,,hf.missing
2006-01-27 00:00:00+00:00,,hf.missing,,hf.missing,,hf.missing
2006-01-28 00:00:00+00:00,,hf.missing,,hf.missing,,hf.missing
2006-01-29 00:00:00+00:00,,hf.missing,,hf.missing,,hf.missing
2006-01-30 00:00:00+00:00,,hf.missing,,hf.missing,,hf.missing
2006-01-31 00:00:00+00:00,,hf.missing,,hf.missing,,hf.missing
2006-02-01 00:00:00+00:00,,hf.missing,,hf.missing,,hf.missing
2006-02-02 00:00:00+00:00,,hf.missing,,hf.missing,,hf.missing
2006-02-03 00:00:00+00:00,,hf.missing,,hf.missing,,hf.missing
2006-02-04 00:00:00+00:00,,hf.missing,,hf.missing,,hf.missing
2006-02-05 00:00:00+00:00,,hf.missing,,hf.missing,,hf.missing
2006-02-06 00:00:00+00:00,,hf.missing,,hf.missing,,hf.missing
2006-02-07 00:00:00+00:00,,hf.missing,,hf.missing,,hf.missing
2006-02-08 00:00:00+00:00,,hf.missing,,hf.missing,,hf.missing
2006-02-09 00:00:00+00:00,,hf.missing,,hf.missing,,hf.missing
2006-02-10 00:00:00+00:00,,hf.missing,,hf.missing,,hf.missing
2006-02-11 00:00:00+00:00,,hf.missing,,hf.missing,,hf.missing
2006-02-12 00:00:00+00:00,,hf.missing,,hf.missing,,hf.missing
2006-02-13 00:00:00+00:00,,hf.missing,,hf.missing,,hf.missing
2006-02-14 00:00:00+00:00,,hf.missing,,hf.missing,,hf.missing
2006-02-15 00:00:00+00:00,,hf.missing,,hf.missing,,hf.missing
2006-02-16 00:00:00+00:00,,hf.missing,,hf.missing,,hf.missing
2006-02-17 00:00:00+00:00,,hf.missing,,hf.missing,,hf.missing
2006-02-18 00:00:00+00:00,,hf.missing,,hf.missing,,hf.missing
2006-02-19 00:00:00+00:00,,hf.missing,,hf.missing,,hf.missing
2006-02-20 00:00:00+00:00,,hf.missing,,hf.missing,,hf.missing
2006-02-21 00:00:00+00:00,,hf.missing,,hf.missing,,hf.missing
2006-02-22 00:00:00+00:00,,hf.missing,,hf.missing,,hf.missing
2006-02-23 00:00:00+00:00,,hf.missing,,hf.missing,,hf.missing
2006-02-24 00:00:00+00:00,,hf.missing,,hf.missing,,hf.missing
2006-02-25 00:00:00+00:00,,hf.missing,,hf.missing,,hf.missing
2006-02-26 00:00:00+00:00,,hf.missing,,hf.missing,,hf.missing
2006-02-27 00:00:00+00:00,,hf.missing,,hf.missing,,hf.missing
2006-02-28 00:00:00+00:00,,hf.missing,,hf.missing,,hf.missing
2006-03-01 00:00:00+00:00,,hf.missing,,hf.missing,,hf.missing
2006-03-02 00:00:00+00:00,,hf.missing,,hf.missing,,hf.missing
2006-03-03 00:00:00+00:00,,hf.missing,,hf.missing,,hf.missing
2006-03-04 00:00:00+00:00,,hf.missing,,hf.missing,,hf.missing
2006-03-05 00:00:00+00:00,,hf.missing,,hf.missing,,hf.missing
2006-03-06 00:00:00+00:00,,hf.missing,,hf.missing,,hf.missing
2006-03-07 00:00:00+00:00,,hf.missing,,hf.missing,,hf.missing
2006-03-08 00:00:00+00:00,,hf.missing,,hf.missing,,hf.missing
2006-03-09 00:00:00+00:00,,hf.missing,,hf.missing,,hf.missing
2006-03-10 00:00:00+00:00,,hf.missing,,hf.missing,,hf.missing
2006-03-11 00:00:00+00:00,,hf.missing,,hf.missing,,hf.missing
2006-03-12 00:00:00+00:00,,hf.missing,,hf.missing,,hf.missing
2006-03-13 00:00:00+00:00,,hf.missing,,hf.missing,,hf.missing
2006-03-14 00:00:00+00:00,,hf.missing,,hf.missing,,hf.missing
2006-03-15 00:00:00+00:00,,hf.missing,,hf.missing,,hf.missing
2006-03-16 00:00:00+00:00,,hf.missing,,hf.missing,,hf.missing
2006-03-17 00:00:00+00:00,,hf.missing,,hf.missing,,hf.missing
2006-03-18 00:00:00+00:00,,hf.missing,,hf.missing,,hf.missing
2006-03-19 00:00:00+00:00,,hf.missing,,hf.missing,,hf.missing
2006-03-20 00:00:00+00:00,,hf.missing,,hf.missing,,hf.missing
2006-03-21 00:00:00+00:00,,hf.missing,,hf.missing,,hf.missing
2006-03-22 00:00:00+00:00,,hf.missing,,hf.missing,,hf.missing
2006-03-23 00:00:00+00:00,,hf.missing,,hf.missing,,hf.missing
2006-03-24 00:00:00+00:00,,hf.missing,,hf.missing,,hf.missing
2006-03-25 00:00:00+00:00,,hf.missing,,hf.missing,,hf.missing
2006-03-26 00:00:00+00:00,,hf.missing,,hf.missing,,hf.missing
2006-03-27 00:00:00+00:00,,hf.missing,,hf.missing,,hf.missing
2006-03-28 00:00:00+00:00,,hf.missing,,hf.missing,,hf.missing
2006-03-29 00:00:00+00:00,,hf.missing,,hf.missing,,hf.missing
2006-03-30 00:00:00+00:00,,hf.missing,,hf.missing,,hf.missing
2006-03-31 00:00:00+00:00,,hf.missing,,hf.missing,,hf.missing
2006-04-01 00:00:00+00:00,,hf.missing,,hf.missing,,hf.missing
2006-04-02 00:00:00+00:00,,hf.missing,,hf.missing,,hf.missing
2006-04-03 00:00:00+00:00,,hf.missing,,hf.missing,,hf.missing
2006-04-04 00:00:00+00:00,,hf.missing,,hf.missing,,hf.missing
2006-04-05 00:00:00+00:00,,hf.missing,,hf.missing,,hf.missing
2006-04-06 00:00:00+00:00,,hf.missing,,hf.missing,,hf.missing
2006-04-07 00:00:00+00:00,,hf.missing,,hf.missing,,hf.missing
2006-04-08 00:00:00+00:00,,hf.missing,,hf.missing,,hf.missing
2006-04-09 00:00:00+00:00,,hf.missing,,hf.missing,,hf.missing
2006-04-10 00:00:00+00:00,,hf.missing,,hf.missing,,hf.missing
2006-04-11 00:00:00+00:00,,hf.missing,,hf.missing,,hf.missing
2006-04-12 00:00:00+00:00,,hf.missing,,hf.missing,,hf.missing
2006-04-13 00:00:00+00:00,,hf.missing,,hf.missing,,hf.missing
2006-04-14 00:00:00+00:00,,hf.missing,,hf.missing,,hf.missing
2006-04-15 00:00:00+00:00,,hf.missing,,hf.missing,,hf.missing
2006-04-16 00:00:00+00:00,,hf.missing,,hf.missing,,hf.missing
2006-04-17 00:00:00+00:00,,hf.missing,,hf.missing,,hf.missing
2006-04-18 00:00:00+00:00,,hf.missing,,hf.missing,,hf.missing
2006-04-19 00:00:00+00:00,,hf.missing,,hf.missing,,hf.missing
2006-04-20 00:00:00+00:00,,hf.missing,,hf.missing,,hf.missing
2006-04-21 00:00:00+00:00,,hf.missing,,hf.missing,,hf.missing
2006-04-22 00:00:00+00:00,,hf.missing,,hf.missing,,hf.missing
2006-04-23 00:00:00+00:00,,hf.missing,,hf.missing,,hf.missing
2006-04-24 00:00:00+00:00,,hf.missing,,hf.missing,,hf.missing
2006-04-25 00:00:00+00:00,,hf.missing,,hf.missing,,hf.missing
2006-04-26 00:00:00+00:00,,hf.missing,,hf.missing,,hf.missing
2006-04-27 00:00:00+00:00,,hf.missing,,hf.missing,,hf.missing
2006-04-28 00:00:00+00:00,,hf.missing,,hf.missing,,hf.missing
2006-04-29 00:00:00+00:00,,hf.missing,,hf.missing,,hf.missing
2006-04-30 00:00:00+00:00,,hf.missing,,hf.missing,,hf.missing
2006-05-01 00:00:00+00:00,,hf.missing,,hf.missing,,hf.missing
2006-05-02 00:00:00+00:00,,hf.missing,,hf.missing,,hf.missing
2006-05-03 00:00:00+00:00,,hf.missing,,hf.missing,,hf.missing
2006-05-04 00:00:00+00:00,,hf.missing,,hf.missing,,hf.missing
2006-05-05 00:00:00+00:00,,hf.missing,,hf.missing,,hf.missing
2006-05-06 00:00:00+00:00,,hf.missing,,hf.missing,,hf.missing
2006-05-07 00:00:00+00:00,,hf.missing,,hf.missing,,hf.missing
2006-05-08 00:00:00+00:00,,hf.missing,,hf.missing,,hf.missing
2006-05-09 00:00:00+00:00,,hf.missing,,hf.missing,,hf.missing
2006-05-10 00:00:00+00:00,,hf.missing,,hf.missing,,hf.missing
2006-05-11 00:00:00+00:00,,hf.missing,,hf.missing,,hf.missing
2006-05-12 00:00:00+00:00,,hf.missing,,hf.missing,,hf.missing
2006-05-13 00:00:00+00:00,,hf.missing,,hf.missing,,hf.missing
2006-05-14 00:00:00+00:00,,hf.missing,,hf.missing,,hf.missing
2006-05-15 00:00:00+00:00,,hf.missing,,hf.missing,,hf.missing
2006-05-16 00:00:00+00:00,,hf.missing,,hf.missing,,hf.missing
2006-05-17 00:00:00+00:00,,hf.missing,,hf.missing,,hf.missing
2006-05-18 00:00:00+00:00,,hf.missing,,hf.missing,,hf.missing
2006-05-19 00:00:00+00:00,,hf.missing,,hf.missing,,hf.missing
2006-05-20 00:00:00+00:00,,hf.missing,,hf.missing,,hf.missing
2006-05-21 00:00:00+00:00,,hf.missing,,hf.missing,,hf.missing
2006-05-22 00:00:00+00:00,,hf.missing,,hf.missing,,hf.missing
2006-05-23 00:00:00+00:00,,hf.missing,,hf.missing,,hf.missing
2006-05-24 00:00:00+00:00,,hf.missing,,hf.missing,,hf.missing
2006-05-25 00:00:00+00:00,,hf.missing,,hf.missing,,hf.missing
2006-05-26 00:00:00+00:00,,hf.missing,,hf.missing,,hf.missing
2006-05-27 00:00:00+00:00,,hf.missing,,hf.missing,,hf.missing
2006-05-28 00:00:00+00:00,,hf.missing,,hf.missing,,hf.missing
2006-05-29 00:00:00+00:00,,hf.missing,,hf.missing,,hf.missing
2006-05-30 00:00:00+00:00,,hf.missing,,hf.missing,,hf.missing
2006-05-31 00:00:00+00:00,,hf.missing,,hf.missing,,hf.missing
2006-06-01 00:00:00+00:00,,hf.missing,,hf.missing,,hf.missing
2006-06-02 00:00:00+00:00,100.0,A,81.0,A,91.5,A
2006-06-03 00:00:00+00:00,100.0,A,82.0,A,92.5,A
2006-06-04 00:00:00+00:00,93.0,A,69.0,A,83.6,A
2006-06-05 00:00:00+00:00,100.0,A,78.0,A,89.7,A
2006-06-06 00:00:00+00:00,100.0,A,81.0,A,93.7,A
2006-06-07 00:00:00+00:00,110.0,A,78.0,A,92.9,A
2006-06-08 00:00:00+00:00,120.0,A,70.0,A,86.8,A
2006-06-09 00:00:00+00:00,92.0,A,62.0,A,76.7,A
2006-06-10 00:00:00+00:00,140.0,A,78.0,A,96.9,A
2006-06-11 00:00:00+00:00,93.0,A,82.0,A,86.6,A
2006-06-12 00:00:00+00:00,85.0,A,71.0,A,76.3,A
