Activity_StartDate,Result_Measure,Result_MeasureUnit,Result_Characteristic,ResultAnalyticalMethod_Description,Result_CharacteristicGroup
1996-03-14,389,uS/cm,Specific conductance,"DESCRIPTION: Specific conductance, lab, automated, by Wheatstone bridge; CITATION(S): Fishman, M.J., and Friedman, L.C., 1989, Methods for determination of inorganic substances in water and fluvial sediments: U.S. Geological Survey Techniques of Water-Resources Investigations, book 5, chap. A1, p. 461-463. | USGS | I-2781-85",Physical
1996-04-24,635,uS/cm,Specific conductance,"DESCRIPTION: Specific conductance, lab, automated, by Wheatstone bridge; CITATION(S): Fishman, M.J., and Friedman, L.C., 1989, Methods for determination of inorganic substances in water and fluvial sediments: U.S. Geological Survey Techniques of Water-Resources Investigations, book 5, chap. A1, p. 461-463. | USGS | I-2781-85",Physical
1996-05-28,654,uS/cm,Specific conductance,"DESCRIPTION: Specific conductance, lab, automated, by Wheatstone bridge; CITATION(S): Fishman, M.J., and Friedman, L.C., 1989, Methods for determination of inorganic substances in water and fluvial sediments: U.S. Geological Survey Techniques of Water-Resources Investigations, book 5, chap. A1, p. 461-463. | USGS | I-2781-85",Physical
1996-06-12,607,uS/cm,Specific conductance,"DESCRIPTION: Specific conductance, lab, automated, by Wheatstone bridge; CITATION(S): Fishman, M.J., and Friedman, L.C., 1989, Methods for determination of inorganic substances in water and fluvial sediments: U.S. Geological Survey Techniques of Water-Resources Investigations, book 5, chap. A1, p. 461-463. | USGS | I-2781-85",Physical
1996-06-17,413,uS/cm,Specific conductance,"DESCRIPTION: Specific conductance, lab, automated, by Wheatstone bridge; CITATION(S): Fishman, M.J., and Friedman, L.C., 1989, Methods for determination of inorganic substances in water and fluvial sediments: U.S. Geological Survey Techniques of Water-Resources Investigations, book 5, chap. A1, p. 461-463. | USGS | I-2781-85",Physical
1996-07-09,555,uS/cm,Specific conductance,"DESCRIPTION: Specific conductance, lab, automated, by Wheatstone bridge; CITATION(S): Fishman, M.J., and Friedman, L.C., 1989, Methods for determination of inorganic substances in water and fluvial sediments: U.S. Geological Survey Techniques of Water-Resources Investigations, book 5, chap. A1, p. 461-463. | USGS | I-2781-85",Physical
1996-08-07,465,uS/cm,Specific conductance,"DESCRIPTION: Specific conductance, lab, automated, by Wheatstone bridge; CITATION(S): Fishman, M.J., and Friedman, L.C., 1989, Methods for determination of inorganic substances in water and fluvial sediments: U.S. Geological Survey Techniques of Water-Resources Investigations, book 5, chap. A1, p. 461-463. | USGS | I-2781-85",Physical
1996-08-26,393,uS/cm,Specific conductance,"DESCRIPTION: Specific conductance, lab, automated, by Wheatstone bridge; CITATION(S): Fishman, M.J., and Friedman, L.C., 1989, Methods for determination of inorganic substances in water and fluvial sediments: U.S. Geological Survey Techniques of Water-Resources Investigations, book 5, chap. A1, p. 461-463. | USGS | I-2781-85",Physical
1996-09-03,640,uS/cm,Specific conductance,"DESCRIPTION: Specific conductance, lab, automated, by Wheatstone bridge; CITATION(S): Fishman, M.J., and Friedman, L.C., 1989, Methods for determination of inorganic substances in water and fluvial sediments: U.S. Geological Survey Techniques of Water-Resources Investigations, book 5, chap. A1, p. 461-463. | USGS | I-2781-85",Physical
1996-10-02,612,uS/cm,Specific conductance,"DESCRIPTION: Specific conductance, lab, automated, by Wheatstone bridge; CITATION(S): Fishman, M.J., and Friedman, L.C., 1989, Methods for determination of inorganic substances in water and fluvial sediments: U.S. Geological Survey Techniques of Water-Resources Investigations, book 5, chap. A1, p. 461-463. | USGS | I-2781-85",Physical
1996-11-04,751,uS/cm,Specific conductance,"DESCRIPTION: Specific conductance, lab, automated, by Wheatstone bridge; CITATION(S): Fishman, M.J., and Friedman, L.C., 1989, Methods for determination of inorganic substances in water and fluvial sediments: U.S. Geological Survey Techniques of Water-Resources Investigations, book 5, chap. A1, p. 461-463. | USGS | I-2781-85",Physical
1996-12-10,753,uS/cm,Specific conductance,"DESCRIPTION: Specific conductance, lab, automated, by Wheatstone bridge; CITATION(S): Fishman, M.J., and Friedman, L.C., 1989, Methods for determination of inorganic substances in water and fluvial sediments: U.S. Geological Survey Techniques of Water-Resources Investigations, book 5, chap. A1, p. 461-463. | USGS | I-2781-85",Physical
1997-01-13,833,uS/cm,Specific conductance,"DESCRIPTION: Specific conductance, lab, automated, by Wheatstone bridge; CITATION(S): Fishman, M.J., and Friedman, L.C., 1989, Methods for determination of inorganic substances in water and fluvial sediments: U.S. Geological Survey Techniques of Water-Resources Investigations, book 5, chap. A1, p. 461-463. | USGS | I-2781-85",Physical
1997-02-12,835,uS/cm,Specific conductance,"DESCRIPTION: Specific conductance, lab, automated, by Wheatstone bridge; CITATION(S): Fishman, M.J., and Friedman, L.C., 1989, Methods for determination of inorganic substances in water and fluvial sediments: U.S. Geological Survey Techniques of Water-Resources Investigations, book 5, chap. A1, p. 461-463. | USGS | I-2781-85",Physical
1997-03-05,457,uS/cm,Specific conductance,"DESCRIPTION: Specific conductance, lab, automated, by Wheatstone bridge; CITATION(S): Fishman, M.J., and Friedman, L.C., 1989, Methods for determination of inorganic substances in water and fluvial sediments: U.S. Geological Survey Techniques of Water-Resources Investigations, book 5, chap. A1, p. 461-463. | USGS | I-2781-85",Physical
1997-03-18,463,uS/cm,Specific conductance,"DESCRIPTION: Specific conductance, lab, automated, by Wheatstone bridge; CITATION(S): Fishman, M.J., and Friedman, L.C., 1989, Methods for determination of inorganic substances in water and fluvial sediments: U.S. Geological Survey Techniques of Water-Resources Investigations, book 5, chap. A1, p. 461-463. | USGS | I-2781-85",Physical
1997-04-08,627,uS/cm,Specific conductance,"DESCRIPTION: Specific conductance, lab, automated, by Wheatstone bridge; CITATION(S): Fishman, M.J., and Friedman, L.C., 1989, Methods for determination of inorganic substances in water and fluvial sediments: U.S. Geological Survey Techniques of Water-Resources Investigations, book 5, chap. A1, p. 461-463. | USGS | I-2781-85",Physical
1997-04-16,656,uS/cm,Specific conductance,"DESCRIPTION: Specific conductance, lab, automated, by Wheatstone bridge; CITATION(S): Fishman, M.J., and Friedman, L.C., 1989, Methods for determination of inorganic substances in water and fluvial sediments: U.S. Geological Survey Techniques of Water-Resources Investigations, book 5, chap. A1, p. 461-463. | USGS | I-2781-85",Physical
1997-04-24,623,uS/cm,Specific conductance,"DESCRIPTION: Specific conductance, lab, automated, by Wheatstone bridge; CITATION(S): Fishman, M.J., and Friedman, L.C., 1989, Methods for determination of inorganic substances in water and fluvial sediments: U.S. Geological Survey Techniques of Water-Resources Investigations, book 5, chap. A1, p. 461-463. | USGS | I-2781-85",Physical
1997-04-28,614,uS/cm,Specific conductance,"DESCRIPTION: Specific conductance, lab, automated, by Wheatstone bridge; CITATION(S): Fishman, M.J., and Friedman, L.C., 1989, Methods for determination of inorganic substances in water and fluvial sediments: U.S. Geological Survey Techniques of Water-Resources Investigations, book 5, chap. A1, p. 461-463. | USGS | I-2781-85",Physical
1997-05-08,630,uS/cm,Specific conductance,"DESCRIPTION: Specific conductance, lab, automated, by Wheatstone bridge; CITATION(S): Fishman, M.J., and Friedman, L.C., 1989, Methods for determination of inorganic substances in water and fluvial sediments: U.S. Geological Survey Techniques of Water-Resources Investigations, book 5, chap. A1, p. 461-463. | USGS | I-2781-85",Physical
1997-05-15,662,uS/cm,Specific conductance,"DESCRIPTION: Specific conductance, lab, automated, by Wheatstone bridge; CITATION(S): Fishman, M.J., and Friedman, L.C., 1989, Methods for determination of inorganic substances in water and fluvial sediments: U.S. Geological Survey Techniques of Water-Resources Investigations, book 5, chap. A1, p. 461-463. | USGS | I-2781-85",Physical
1997-05-22,637,uS/cm,Specific conductance,"DESCRIPTION: Specific conductance, lab, automated, by Wheatstone bridge; CITATION(S): Fishman, M.J., and Friedman, L.C., 1989, Methods for determination of inorganic substances in water and fluvial sediments: U.S. Geological Survey Techniques of Water-Resources Investigations, book 5, chap. A1, p. 461-463. | USGS | I-2781-85",Physical
1997-05-28,645,uS/cm,Specific conductance,"DESCRIPTION: Specific conductance, lab, automated, by Wheatstone bridge; CITATION(S): Fishman, M.J., and Friedman, L.C., 1989, Methods for determination of inorganic substances in water and fluvial sediments: U.S. Geological Survey Techniques of Water-Resources Investigations, book 5, chap. A1, p. 461-463. | USGS | I-2781-85",Physical
1997-06-05,598,uS/cm,Specific conductance,"DESCRIPTION: Specific conductance, lab, automated, by Wheatstone bridge; CITATION(S): Fishman, M.J., and Friedman, L.C., 1989, Methods for determination of inorganic substances in water and fluvial sediments: U.S. Geological Survey Techniques of Water-Resources Investigations, book 5, chap. A1, p. 461-463. | USGS | I-2781-85",Physical
1997-06-09,622,uS/cm,Specific conductance,"DESCRIPTION: Specific conductance, lab, automated, by Wheatstone bridge; CITATION(S): Fishman, M.J., and Friedman, L.C., 1989, Methods for determination of inorganic substances in water and fluvial sediments: U.S. Geological Survey Techniques of Water-Resources Investigations, book 5, chap. A1, p. 461-463. | USGS | I-2781-85",Physical
1997-06-18,606,uS/cm,Specific conductance,"DESCRIPTION: Specific conductance, lab, automated, by Wheatstone bridge; CITATION(S): Fishman, M.J., and Friedman, L.C., 1989, Methods for determination of inorganic substances in water and fluvial sediments: U.S. Geological Survey Techniques of Water-Resources Investigations, book 5, chap. A1, p. 461-463. | USGS | I-2781-85",Physical
1997-06-23,550,uS/cm,Specific conductance,"DESCRIPTION: Specific conductance, lab, automated, by Wheatstone bridge; CITATION(S): Fishman, M.J., and Friedman, L.C., 1989, Methods for determination of inorganic substances in water and fluvial sediments: U.S. Geological Survey Techniques of Water-Resources Investigations, book 5, chap. A1, p. 461-463. | USGS | I-2781-85",Physical
1997-07-03,647,uS/cm,Specific conductance,"DESCRIPTION: Specific conductance, lab, automated, by Wheatstone bridge; CITATION(S): Fishman, M.J., and Friedman, L.C., 1989, Methods for determination of inorganic substances in water and fluvial sediments: U.S. Geological Survey Techniques of Water-Resources Investigations, book 5, chap. A1, p. 461-463. | USGS | I-2781-85",Physical
1997-07-11,598,uS/cm,Specific conductance,"DESCRIPTION: Specific conductance, lab, automated, by Wheatstone bridge; CITATION(S): Fishman, M.J., and Friedman, L.C., 1989, Methods for determination of inorganic substances in water and fluvial sediments: U.S. Geological Survey Techniques of Water-Resources Investigations, book 5, chap. A1, p. 461-463. | USGS | I-2781-85",Physical
1997-07-16,597,uS/cm,Specific conductance,"DESCRIPTION: Specific conductance, lab, automated, by Wheatstone bridge; CITATION(S): Fishman, M.J., and Friedman, L.C., 1989, Methods for determination of inorganic substances in water and fluvial sediments: U.S. Geological Survey Techniques of Water-Resources Investigations, book 5, chap. A1, p. 461-463. | USGS | I-2781-85",Physical
1997-07-24,639,uS/cm,Specific conductance,"DESCRIPTION: Specific conductance, lab, automated, by Wheatstone bridge; CITATION(S): Fishman, M.J., and Friedman, L.C., 1989, Methods for determination of inorganic substances in water and fluvial sediments: U.S. Geological Survey Techniques of Water-Resources Investigations, book 5, chap. A1, p. 461-463. | USGS | I-2781-85",Physical
