Activity_StartDate,Result_Measure,Result_MeasureUnit,Result_Characteristic,ResultAnalyticalMethod_Description,Result_CharacteristicGroup
2012-03-09,4.0,ft,Horizontal width of vertical,,Information
2012-04-17,1.5,ft,Horizontal width of vertical,,Information
2012-05-03,3.0,ft,Horizontal width of vertical,,Information
2012-05-07,4.8,ft,Horizontal width of vertical,,Information
2012-05-07,4.8,ft,Horizontal width of vertical,,Information
2012-05-07,4.8,ft,Horizontal width of vertical,,Information
2012-05-08,5.0,ft,Horizontal width of vertical,,Information
2012-05-09,4.5,ft,Horizontal width of vertical,,Information
2012-05-10,3.0,ft,Horizontal width of vertical,,Information
2012-05-15,3.3,ft,Horizontal width of vertical,,Information
2012-05-16,3.1,ft,Horizontal width of vertical,,Information
2012-05-17,3.2,ft,Horizontal width of vertical,,Information
2013-04-12,3.2,ft,Horizontal width of vertical,,Information
2013-04-25,3.6,ft,Horizontal width of vertical,,Information
2013-04-26,3.8,ft,Horizontal width of vertical,,Information
2013-05-09,3.2,ft,Horizontal width of vertical,,Information
2013-05-10,3.2,ft,Horizontal width of vertical,,Information
2013-05-13,3.0,ft,Horizontal width of vertical,,Information
2013-05-14,3.0,ft,Horizontal width of vertical,,Information
2013-06-18,3.5,ft,Horizontal width of vertical,,Information
2013-06-24,6.0,ft,Horizontal width of vertical,,Information
2014-04-07,3.2,ft,Horizontal width of vertical,,Information
2014-04-08,2.5,ft,Horizontal width of vertical,,Information
2014-04-09,2.5,ft,Horizontal width of vertical,,Information
2014-04-15,2.5,ft,Horizontal width of vertical,,Information
2014-04-29,3.0,ft,Horizontal width of vertical,,Information
2014-05-07,3.0,ft,Horizontal width of vertical,,Information
2014-05-28,2.8,ft,Horizontal width of vertical,,Information
2014-07-01,4.0,ft,Horizontal width of vertical,,Information
2014-07-02,4.0,ft,Horizontal width of vertical,,Information
2014-07-03,4.0,ft,Horizontal width of vertical,,Information
2015-04-08,3.3,ft,Horizontal width of vertical,,Information
2015-04-08,3.3,ft,Horizontal width of vertical,,Information
2015-04-21,4.0,ft,Horizontal width of vertical,,Information
2015-04-21,4.0,ft,Horizontal width of vertical,,Information
2015-05-19,3.1,ft,Horizontal width of vertical,,Information
2015-05-19,3.1,ft,Horizontal width of vertical,,Information
2015-06-03,3.0,ft,Horizontal width of vertical,,Information
2015-06-03,3.0,ft,Horizontal width of vertical,,Information
2015-06-22,3.4,ft,Horizontal width of vertical,,Information
2015-06-22,3.4,ft,Horizontal width of vertical,,Information
2015-06-23,3.4,ft,Horizontal width of vertical,,Information
2015-06-23,3.4,ft,Horizontal width of vertical,,Information
2015-06-23,3.4,ft,Horizontal width of vertical,,Information
2015-06-25,3.0,ft,Horizontal width of vertical,,Information
2015-06-25,3.0,ft,Horizontal width of vertical,,Information
2015-06-26,3.0,ft,Horizontal width of vertical,,Information
2015-06-26,3.0,ft,Horizontal width of vertical,,Information
2015-08-05,3.0,ft,Horizontal width of vertical,,Information
2015-08-05,3.0,ft,Horizontal width of vertical,,Information
