Activity_StartDate,Result_Measure,Result_MeasureUnit,Result_Characteristic,ResultAnalyticalMethod_Description,Result_CharacteristicGroup
1967-10-12,300,ug/L,Aluminum,,"Inorganics, Minor, Metals"
1968-10-17,400,ug/L,Aluminum,,"Inorganics, Minor, Metals"
1969-09-05,100,ug/L,Aluminum,,"Inorganics, Minor, Metals"
