Activity_StartDate,Result_Measure,Result_MeasureUnit,Result_Characteristic,ResultAnalyticalMethod_Description,Result_CharacteristicGroup
1968-06-29,99,% passing,Suspended sediment particle size,,Sediment
1968-07-25,95,% passing,Suspended sediment particle size,,Sediment
1968-07-26,95,% passing,Suspended sediment particle size,,Sediment
1968-08-08,98,% passing,Suspended sediment particle size,,Sediment
1983-03-04,82,% passing,Suspended sediment particle size,,Sediment
1989-03-29,93,% passing,Suspended sediment particle size,,Sediment
1995-03-17,89,% passing,Suspended sediment particle size,,Sediment
