agency_cd,site_no,parameter_cd,ts_id,loc_web_ds,year_nu,month_nu,mean_va,count_nu
USGS,440050094102801,72019,170209,,1993,10,72.14,30
USGS,440050094102801,72019,170209,,1993,11,72.473,30
USGS,440050094102801,72019,170209,,1993,12,72.679,31
USGS,440050094102801,72019,170209,,1994,1,72.956,30
USGS,440050094102801,72019,170209,,1994,2,73.06,1
USGS,440050094102801,72019,170209,,1994,5,72.985,11
USGS,440050094102801,72019,170209,,1994,6,73.026,30
USGS,440050094102801,72019,170209,,1994,7,72.892,31
USGS,440050094102801,72019,170209,,1994,8,73.043,31
USGS,440050094102801,72019,170209,,1994,9,73.327,30
USGS,440050094102801,72019,170209,,1994,10,73.368,12
USGS,440050094102801,72019,170209,,1994,11,73.374,8
USGS,440050094102801,72019,170209,,1994,12,73.534,31
USGS,440050094102801,72019,170209,,1995,1,73.595,31
USGS,440050094102801,72019,170209,,1995,2,73.799,28
USGS,440050094102801,72019,170209,,1995,3,73.838,31
USGS,440050094102801,72019,170209,,1995,4,73.405,30
USGS,440050094102801,72019,170209,,1995,5,73.179,31
USGS,440050094102801,72019,170209,,1995,6,73.107,30
USGS,440050094102801,72019,170209,,1995,7,73.196,31
USGS,440050094102801,72019,170209,,1995,8,73.298,31
USGS,440050094102801,72019,170209,,1995,9,73.724,30
USGS,440050094102801,72019,170209,,1995,10,73.807,31
USGS,440050094102801,72019,170209,,1995,11,73.862,30
USGS,440050094102801,72019,170209,,1995,12,73.935,31
USGS,440050094102801,72019,170209,,1996,1,73.886,31
USGS,440050094102801,72019,170209,,1996,2,73.881,29
USGS,440050094102801,72019,170209,,1996,3,73.816,31
USGS,440050094102801,72019,170209,,1996,4,73.678,30
USGS,440050094102801,72019,170209,,1996,5,73.804,31
USGS,440050094102801,72019,170209,,1996,6,73.659,30
USGS,440050094102801,72019,170209,,1996,7,73.851,31
USGS,440050094102801,72019,170209,,1996,8,74.107,31
USGS,440050094102801,72019,170209,,1996,9,74.03,30
USGS,440050094102801,72019,170209,,1996,10,74.214,31
USGS,440050094102801,72019,170209,,1996,11,74.259,30
USGS,440050094102801,72019,170209,,1996,12,74.016,23
USGS,440050094102801,72019,170209,,1997,1,73.97,31
USGS,440050094102801,72019,170209,,1997,2,74.088,28
USGS,440050094102801,72019,170209,,1997,3,73.724,31
USGS,440050094102801,72019,170209,,1997,4,73.392,30
USGS,440050094102801,72019,170209,,1997,5,73.479,31
USGS,440050094102801,72019,170209,,1997,6,73.565,30
USGS,440050094102801,72019,170209,,1997,7,73.532,31
USGS,440050094102801,72019,170209,,1997,8,73.623,30
USGS,440050094102801,72019,170209,,1997,9,73.883,30
USGS,440050094102801,72019,170209,,1997,10,74.095,31
USGS,440050094102801,72019,170209,,1997,11,74.204,30
USGS,440050094102801,72019,170209,,1997,12,74.302,31
USGS,440050094102801,72019,170209,,1998,1,74.405,31
USGS,440050094102801,72019,170209,,1998,2,74.408,28
USGS,440050094102801,72019,170209,,1998,3,74.328,31
USGS,440050094102801,72019,170209,,1998,4,73.927,30
USGS,440050094102801,72019,170209,,1998,5,73.828,13
USGS,440050094102801,72019,170209,,1998,8,74.914,13
USGS,440050094102801,72019,170209,,1998,9,75.056,30
USGS,440050094102801,72019,170209,,1999,5,73.497,20
USGS,440050094102801,72019,170209,,1999,6,73.432,30
USGS,440050094102801,72019,170209,,1999,7,73.482,31
USGS,440050094102801,72019,170209,,1999,8,73.968,31
USGS,440050094102801,72019,170209,,1999,9,74.455,30
