Activity_StartDate,Result_Measure,Result_MeasureUnit,Result_Characteristic,ResultAnalyticalMethod_Description,Result_CharacteristicGroup
1989-08-28,430,mg/kg,Phosphorus,"DESCRIPTION: Phosphorus in bottom material by automated segmented flow (ASF) phosphomolybdate formation and colorimetry; CITATION(S): Fishman, M.J., and Friedman, L.C., 1989, Methods for determination of inorganic substances in water and fluvial sediments: U.S. Geological Survey Techniques of Water-Resources Investigations, book 5, chap. A1, p. 367-370. | USGS | I-6600-85",Nutrient
1990-08-29,370,mg/kg,Phosphorus,"DESCRIPTION: Phosphorus in bottom material by automated segmented flow (ASF) phosphomolybdate formation and colorimetry; CITATION(S): Fishman, M.J., and Friedman, L.C., 1989, Methods for determination of inorganic substances in water and fluvial sediments: U.S. Geological Survey Techniques of Water-Resources Investigations, book 5, chap. A1, p. 367-370. | USGS | I-6600-85",Nutrient
2007-05-18,200,mg/kg,Phosphorus,,Nutrient
2007-07-06,150,mg/kg,Phosphorus,,Nutrient
