Activity_StartDate,Result_Measure,Result_MeasureUnit,Result_Characteristic,ResultAnalyticalMethod_Description,Result_CharacteristicGroup
1960-10-04,99.0,mg/L,Magnesium,,"Inorganics, Major, Metals"
1961-03-19,33.0,mg/L,Magnesium,,"Inorganics, Major, Metals"
1961-03-20,29.0,mg/L,Magnesium,,"Inorganics, Major, Metals"
1961-05-15,56.0,mg/L,Magnesium,,"Inorganics, Major, Metals"
1961-05-16,44.0,mg/L,Magnesium,,"Inorganics, Major, Metals"
1962-04-01,10.0,mg/L,Magnesium,,"Inorganics, Major, Metals"
1963-02-26,53.0,mg/L,Magnesium,,"Inorganics, Major, Metals"
1963-10-22,49.0,mg/L,Magnesium,,"Inorganics, Major, Metals"
1963-11-07,60.0,mg/L,Magnesium,,"Inorganics, Major, Metals"
1963-12-19,67.0,mg/L,Magnesium,,"Inorganics, Major, Metals"
1964-01-17,59.0,mg/L,Magnesium,,"Inorganics, Major, Metals"
1964-02-25,55.0,mg/L,Magnesium,,"Inorganics, Major, Metals"
1964-04-03,48.0,mg/L,Magnesium,,"Inorganics, Major, Metals"
1964-05-15,47.0,mg/L,Magnesium,,"Inorganics, Major, Metals"
1964-05-21,50.0,mg/L,Magnesium,,"Inorganics, Major, Metals"
1964-06-18,42.0,mg/L,Magnesium,,"Inorganics, Major, Metals"
1964-07-14,39.0,mg/L,Magnesium,,"Inorganics, Major, Metals"
1964-08-11,43.0,mg/L,Magnesium,,"Inorganics, Major, Metals"
1964-09-12,25.0,mg/L,Magnesium,,"Inorganics, Major, Metals"
1964-09-22,35.0,mg/L,Magnesium,,"Inorganics, Major, Metals"
1964-10-12,41.0,mg/L,Magnesium,,"Inorganics, Major, Metals"
1964-10-27,44.0,mg/L,Magnesium,,"Inorganics, Major, Metals"
1964-11-09,45.0,mg/L,Magnesium,,"Inorganics, Major, Metals"
1964-12-08,55.0,mg/L,Magnesium,,"Inorganics, Major, Metals"
1965-01-06,55.0,mg/L,Magnesium,,"Inorganics, Major, Metals"
1965-02-10,42.0,mg/L,Magnesium,,"Inorganics, Major, Metals"
1965-03-24,30.0,mg/L,Magnesium,,"Inorganics, Major, Metals"
1965-04-24,22.0,mg/L,Magnesium,,"Inorganics, Major, Metals"
1965-04-28,23.0,mg/L,Magnesium,,"Inorganics, Major, Metals"
1965-05-24,36.0,mg/L,Magnesium,,"Inorganics, Major, Metals"
1965-07-13,43.0,mg/L,Magnesium,,"Inorganics, Major, Metals"
1965-08-17,42.0,mg/L,Magnesium,,"Inorganics, Major, Metals"
1965-09-17,43.0,mg/L,Magnesium,,"Inorganics, Major, Metals"
1965-10-14,43.0,mg/L,Magnesium,,"Inorganics, Major, Metals"
1965-11-29,49.0,mg/L,Magnesium,,"Inorganics, Major, Metals"
1965-12-15,44.0,mg/L,Magnesium,,"Inorganics, Major, Metals"
1966-01-12,59.0,mg/L,Magnesium,,"Inorganics, Major, Metals"
1966-02-23,26.0,mg/L,Magnesium,,"Inorganics, Major, Metals"
1966-03-28,29.0,mg/L,Magnesium,,"Inorganics, Major, Metals"
1966-04-21,46.0,mg/L,Magnesium,,"Inorganics, Major, Metals"
1966-05-25,54.0,mg/L,Magnesium,,"Inorganics, Major, Metals"
1966-06-27,44.0,mg/L,Magnesium,,"Inorganics, Major, Metals"
1966-07-28,41.0,mg/L,Magnesium,,"Inorganics, Major, Metals"
1966-08-19,44.0,mg/L,Magnesium,,"Inorganics, Major, Metals"
1966-10-18,41.0,mg/L,Magnesium,,"Inorganics, Major, Metals"
1967-02-17,59.0,mg/L,Magnesium,,"Inorganics, Major, Metals"
1967-07-11,40.0,mg/L,Magnesium,,"Inorganics, Major, Metals"
