Activity_StartDate,Result_Measure,Result_MeasureUnit,Result_Characteristic,ResultAnalyticalMethod_Description,Result_CharacteristicGroup
2013-05-14,0.0,ft,Sample location,,Information
2013-05-21,0.0,ft,Sample location,,Information
2013-06-04,0.0,ft,Sample location,,Information
2013-06-11,0.0,ft,Sample location,,Information
2013-06-11,0.0,ft,Sample location,,Information
2013-07-16,0.0,ft,Sample location,,Information
2013-07-22,0.0,ft,Sample location,,Information
2013-07-30,200.0,ft,Sample location,,Information
