Activity_StartDate,Result_Measure,Result_MeasureUnit,Result_Characteristic,ResultAnalyticalMethod_Description,Result_CharacteristicGroup
1989-08-28,3,mg/L,Volatile suspended solids,"DESCRIPTION: Loss on ignition, from suspended solids, by weight; CITATION(S): Fishman, M.J., and Friedman, L.C., 1989, Methods for determination of inorganic substances in water and fluvial sediments: U.S. Geological Survey Techniques of Water-Resources Investigations, book 5, chap. A1, p. 449. | USGS | I-3767-85",Physical
1990-01-31,8,mg/L,Volatile suspended solids,"DESCRIPTION: Loss on ignition, from suspended solids, by weight; CITATION(S): Fishman, M.J., and Friedman, L.C., 1989, Methods for determination of inorganic substances in water and fluvial sediments: U.S. Geological Survey Techniques of Water-Resources Investigations, book 5, chap. A1, p. 449. | USGS | I-3767-85",Physical
1990-03-11,7,mg/L,Volatile suspended solids,"DESCRIPTION: Loss on ignition, from suspended solids, by weight; CITATION(S): Fishman, M.J., and Friedman, L.C., 1989, Methods for determination of inorganic substances in water and fluvial sediments: U.S. Geological Survey Techniques of Water-Resources Investigations, book 5, chap. A1, p. 449. | USGS | I-3767-85",Physical
1990-03-13,34,mg/L,Volatile suspended solids,"DESCRIPTION: Loss on ignition, from suspended solids, by weight; CITATION(S): Fishman, M.J., and Friedman, L.C., 1989, Methods for determination of inorganic substances in water and fluvial sediments: U.S. Geological Survey Techniques of Water-Resources Investigations, book 5, chap. A1, p. 449. | USGS | I-3767-85",Physical
1990-03-14,44,mg/L,Volatile suspended solids,"DESCRIPTION: Loss on ignition, from suspended solids, by weight; CITATION(S): Fishman, M.J., and Friedman, L.C., 1989, Methods for determination of inorganic substances in water and fluvial sediments: U.S. Geological Survey Techniques of Water-Resources Investigations, book 5, chap. A1, p. 449. | USGS | I-3767-85",Physical
1990-03-16,32,mg/L,Volatile suspended solids,"DESCRIPTION: Loss on ignition, from suspended solids, by weight; CITATION(S): Fishman, M.J., and Friedman, L.C., 1989, Methods for determination of inorganic substances in water and fluvial sediments: U.S. Geological Survey Techniques of Water-Resources Investigations, book 5, chap. A1, p. 449. | USGS | I-3767-85",Physical
1990-03-21,,,Volatile suspended solids,"DESCRIPTION: Loss on ignition, from suspended solids, by weight; CITATION(S): Fishman, M.J., and Friedman, L.C., 1989, Methods for determination of inorganic substances in water and fluvial sediments: U.S. Geological Survey Techniques of Water-Resources Investigations, book 5, chap. A1, p. 449. | USGS | I-3767-85",Physical
1990-03-28,9,mg/L,Volatile suspended solids,"DESCRIPTION: Loss on ignition, from suspended solids, by weight; CITATION(S): Fishman, M.J., and Friedman, L.C., 1989, Methods for determination of inorganic substances in water and fluvial sediments: U.S. Geological Survey Techniques of Water-Resources Investigations, book 5, chap. A1, p. 449. | USGS | I-3767-85",Physical
1990-05-31,20,mg/L,Volatile suspended solids,"DESCRIPTION: Loss on ignition, from suspended solids, by weight; CITATION(S): Fishman, M.J., and Friedman, L.C., 1989, Methods for determination of inorganic substances in water and fluvial sediments: U.S. Geological Survey Techniques of Water-Resources Investigations, book 5, chap. A1, p. 449. | USGS | I-3767-85",Physical
1990-08-29,16,mg/L,Volatile suspended solids,"DESCRIPTION: Loss on ignition, from suspended solids, by weight; CITATION(S): Fishman, M.J., and Friedman, L.C., 1989, Methods for determination of inorganic substances in water and fluvial sediments: U.S. Geological Survey Techniques of Water-Resources Investigations, book 5, chap. A1, p. 449. | USGS | I-3767-85",Physical
1991-03-16,10,mg/L,Volatile suspended solids,"DESCRIPTION: Loss on ignition, from suspended solids, by weight; CITATION(S): Fishman, M.J., and Friedman, L.C., 1989, Methods for determination of inorganic substances in water and fluvial sediments: U.S. Geological Survey Techniques of Water-Resources Investigations, book 5, chap. A1, p. 449. | USGS | I-3767-85",Physical
1991-03-19,10,mg/L,Volatile suspended solids,"DESCRIPTION: Loss on ignition, from suspended solids, by weight; CITATION(S): Fishman, M.J., and Friedman, L.C., 1989, Methods for determination of inorganic substances in water and fluvial sediments: U.S. Geological Survey Techniques of Water-Resources Investigations, book 5, chap. A1, p. 449. | USGS | I-3767-85",Physical
1991-03-20,7,mg/L,Volatile suspended solids,"DESCRIPTION: Loss on ignition, from suspended solids, by weight; CITATION(S): Fishman, M.J., and Friedman, L.C., 1989, Methods for determination of inorganic substances in water and fluvial sediments: U.S. Geological Survey Techniques of Water-Resources Investigations, book 5, chap. A1, p. 449. | USGS | I-3767-85",Physical
1991-03-21,26,mg/L,Volatile suspended solids,"DESCRIPTION: Loss on ignition, from suspended solids, by weight; CITATION(S): Fishman, M.J., and Friedman, L.C., 1989, Methods for determination of inorganic substances in water and fluvial sediments: U.S. Geological Survey Techniques of Water-Resources Investigations, book 5, chap. A1, p. 449. | USGS | I-3767-85",Physical
1991-03-23,70,mg/L,Volatile suspended solids,"DESCRIPTION: Loss on ignition, from suspended solids, by weight; CITATION(S): Fishman, M.J., and Friedman, L.C., 1989, Methods for determination of inorganic substances in water and fluvial sediments: U.S. Geological Survey Techniques of Water-Resources Investigations, book 5, chap. A1, p. 449. | USGS | I-3767-85",Physical
1991-03-26,43,mg/L,Volatile suspended solids,"DESCRIPTION: Loss on ignition, from suspended solids, by weight; CITATION(S): Fishman, M.J., and Friedman, L.C., 1989, Methods for determination of inorganic substances in water and fluvial sediments: U.S. Geological Survey Techniques of Water-Resources Investigations, book 5, chap. A1, p. 449. | USGS | I-3767-85",Physical
1991-03-27,26,mg/L,Volatile suspended solids,"DESCRIPTION: Loss on ignition, from suspended solids, by weight; CITATION(S): Fishman, M.J., and Friedman, L.C., 1989, Methods for determination of inorganic substances in water and fluvial sediments: U.S. Geological Survey Techniques of Water-Resources Investigations, book 5, chap. A1, p. 449. | USGS | I-3767-85",Physical
1991-04-03,19,mg/L,Volatile suspended solids,"DESCRIPTION: Loss on ignition, from suspended solids, by weight; CITATION(S): Fishman, M.J., and Friedman, L.C., 1989, Methods for determination of inorganic substances in water and fluvial sediments: U.S. Geological Survey Techniques of Water-Resources Investigations, book 5, chap. A1, p. 449. | USGS | I-3767-85",Physical
1991-04-09,15,mg/L,Volatile suspended solids,"DESCRIPTION: Loss on ignition, from suspended solids, by weight; CITATION(S): Fishman, M.J., and Friedman, L.C., 1989, Methods for determination of inorganic substances in water and fluvial sediments: U.S. Geological Survey Techniques of Water-Resources Investigations, book 5, chap. A1, p. 449. | USGS | I-3767-85",Physical
1991-05-06,61,mg/L,Volatile suspended solids,"DESCRIPTION: Loss on ignition, from suspended solids, by weight; CITATION(S): Fishman, M.J., and Friedman, L.C., 1989, Methods for determination of inorganic substances in water and fluvial sediments: U.S. Geological Survey Techniques of Water-Resources Investigations, book 5, chap. A1, p. 449. | USGS | I-3767-85",Physical
1991-05-07,100,mg/L,Volatile suspended solids,"DESCRIPTION: Loss on ignition, from suspended solids, by weight; CITATION(S): Fishman, M.J., and Friedman, L.C., 1989, Methods for determination of inorganic substances in water and fluvial sediments: U.S. Geological Survey Techniques of Water-Resources Investigations, book 5, chap. A1, p. 449. | USGS | I-3767-85",Physical
1991-05-08,68,mg/L,Volatile suspended solids,"DESCRIPTION: Loss on ignition, from suspended solids, by weight; CITATION(S): Fishman, M.J., and Friedman, L.C., 1989, Methods for determination of inorganic substances in water and fluvial sediments: U.S. Geological Survey Techniques of Water-Resources Investigations, book 5, chap. A1, p. 449. | USGS | I-3767-85",Physical
1991-05-14,23,mg/L,Volatile suspended solids,"DESCRIPTION: Loss on ignition, from suspended solids, by weight; CITATION(S): Fishman, M.J., and Friedman, L.C., 1989, Methods for determination of inorganic substances in water and fluvial sediments: U.S. Geological Survey Techniques of Water-Resources Investigations, book 5, chap. A1, p. 449. | USGS | I-3767-85",Physical
1991-06-05,82,mg/L,Volatile suspended solids,"DESCRIPTION: Loss on ignition, from suspended solids, by weight; CITATION(S): Fishman, M.J., and Friedman, L.C., 1989, Methods for determination of inorganic substances in water and fluvial sediments: U.S. Geological Survey Techniques of Water-Resources Investigations, book 5, chap. A1, p. 449. | USGS | I-3767-85",Physical
1991-07-22,148,mg/L,Volatile suspended solids,"DESCRIPTION: Loss on ignition, from suspended solids, by weight; CITATION(S): Fishman, M.J., and Friedman, L.C., 1989, Methods for determination of inorganic substances in water and fluvial sediments: U.S. Geological Survey Techniques of Water-Resources Investigations, book 5, chap. A1, p. 449. | USGS | I-3767-85",Physical
1991-07-23,108,mg/L,Volatile suspended solids,"DESCRIPTION: Loss on ignition, from suspended solids, by weight; CITATION(S): Fishman, M.J., and Friedman, L.C., 1989, Methods for determination of inorganic substances in water and fluvial sediments: U.S. Geological Survey Techniques of Water-Resources Investigations, book 5, chap. A1, p. 449. | USGS | I-3767-85",Physical
1991-07-24,30,mg/L,Volatile suspended solids,"DESCRIPTION: Loss on ignition, from suspended solids, by weight; CITATION(S): Fishman, M.J., and Friedman, L.C., 1989, Methods for determination of inorganic substances in water and fluvial sediments: U.S. Geological Survey Techniques of Water-Resources Investigations, book 5, chap. A1, p. 449. | USGS | I-3767-85",Physical
1991-07-26,29,mg/L,Volatile suspended solids,"DESCRIPTION: Loss on ignition, from suspended solids, by weight; CITATION(S): Fishman, M.J., and Friedman, L.C., 1989, Methods for determination of inorganic substances in water and fluvial sediments: U.S. Geological Survey Techniques of Water-Resources Investigations, book 5, chap. A1, p. 449. | USGS | I-3767-85",Physical
1992-04-15,5,mg/L,Volatile suspended solids,"DESCRIPTION: Loss on ignition, from suspended solids, by weight; CITATION(S): Fishman, M.J., and Friedman, L.C., 1989, Methods for determination of inorganic substances in water and fluvial sediments: U.S. Geological Survey Techniques of Water-Resources Investigations, book 5, chap. A1, p. 449. | USGS | I-3767-85",Physical
1992-04-20,33,mg/L,Volatile suspended solids,"DESCRIPTION: Loss on ignition, from suspended solids, by weight; CITATION(S): Fishman, M.J., and Friedman, L.C., 1989, Methods for determination of inorganic substances in water and fluvial sediments: U.S. Geological Survey Techniques of Water-Resources Investigations, book 5, chap. A1, p. 449. | USGS | I-3767-85",Physical
1992-04-21,56,mg/L,Volatile suspended solids,"DESCRIPTION: Loss on ignition, from suspended solids, by weight; CITATION(S): Fishman, M.J., and Friedman, L.C., 1989, Methods for determination of inorganic substances in water and fluvial sediments: U.S. Geological Survey Techniques of Water-Resources Investigations, book 5, chap. A1, p. 449. | USGS | I-3767-85",Physical
1992-04-23,40,mg/L,Volatile suspended solids,"DESCRIPTION: Loss on ignition, from suspended solids, by weight; CITATION(S): Fishman, M.J., and Friedman, L.C., 1989, Methods for determination of inorganic substances in water and fluvial sediments: U.S. Geological Survey Techniques of Water-Resources Investigations, book 5, chap. A1, p. 449. | USGS | I-3767-85",Physical
1992-04-24,27,mg/L,Volatile suspended solids,"DESCRIPTION: Loss on ignition, from suspended solids, by weight; CITATION(S): Fishman, M.J., and Friedman, L.C., 1989, Methods for determination of inorganic substances in water and fluvial sediments: U.S. Geological Survey Techniques of Water-Resources Investigations, book 5, chap. A1, p. 449. | USGS | I-3767-85",Physical
1992-04-27,18,mg/L,Volatile suspended solids,"DESCRIPTION: Loss on ignition, from suspended solids, by weight; CITATION(S): Fishman, M.J., and Friedman, L.C., 1989, Methods for determination of inorganic substances in water and fluvial sediments: U.S. Geological Survey Techniques of Water-Resources Investigations, book 5, chap. A1, p. 449. | USGS | I-3767-85",Physical
1992-04-30,19,mg/L,Volatile suspended solids,"DESCRIPTION: Loss on ignition, from suspended solids, by weight; CITATION(S): Fishman, M.J., and Friedman, L.C., 1989, Methods for determination of inorganic substances in water and fluvial sediments: U.S. Geological Survey Techniques of Water-Resources Investigations, book 5, chap. A1, p. 449. | USGS | I-3767-85",Physical
1992-08-08,22,mg/L,Volatile suspended solids,"DESCRIPTION: Loss on ignition, from suspended solids, by weight; CITATION(S): Fishman, M.J., and Friedman, L.C., 1989, Methods for determination of inorganic substances in water and fluvial sediments: U.S. Geological Survey Techniques of Water-Resources Investigations, book 5, chap. A1, p. 449. | USGS | I-3767-85",Physical
2006-10-13,2,mg/L,Volatile suspended solids,,Physical
2007-05-18,8,mg/L,Volatile suspended solids,,Physical
2007-07-06,7,mg/L,Volatile suspended solids,,Physical
