agency_cd,site_no,parameter_cd,ts_id,loc_web_ds,month_nu,day_nu,begin_yr,end_yr,count_nu,max_va_yr,max_va,min_va_yr,min_va,mean_va,p05_va,p10_va,p20_va,p25_va,p50_va,p75_va,p80_va,p90_va,p95_va
USGS,440050094102801,72019,170209,,1,1,1994,1998,5,1998,74.21,1994,72.69,73.64,,,72.87,73.14,73.82,74.04,74.14,,
USGS,440050094102801,72019,170209,,1,2,1994,1998,5,1998,74.16,1994,72.78,73.65,,,72.95,73.19,73.78,74.04,74.11,,
USGS,440050094102801,72019,170209,,1,3,1994,1998,5,1998,74.36,1994,72.77,73.69,,,72.95,73.23,73.8,74.09,74.25,,
USGS,440050094102801,72019,170209,,1,4,1994,1998,5,1998,74.42,1994,72.82,73.71,,,72.97,73.2,73.77,74.18,74.32,,
USGS,440050094102801,72019,170209,,1,5,1994,1998,5,1998,74.35,1994,72.71,73.69,,,72.87,73.11,73.75,74.25,74.31,,
USGS,440050094102801,72019,170209,,1,6,1994,1998,5,1998,74.42,1994,72.71,73.75,,,72.85,73.06,74.03,74.31,74.38,,
USGS,440050094102801,72019,170209,,1,7,1994,1998,5,1998,74.46,1994,72.82,73.79,,,72.95,73.15,74.06,74.31,74.4,,
USGS,440050094102801,72019,170209,,1,8,1994,1998,5,1998,74.33,1994,72.9,73.73,,,73.04,73.25,73.86,74.14,74.26,,
USGS,440050094102801,72019,170209,,1,9,1994,1998,5,1998,74.31,1994,73.28,73.77,,,73.35,73.47,73.72,74.09,74.22,,
USGS,440050094102801,72019,170209,,1,10,1994,1998,5,1998,74.45,1994,72.89,73.71,,,73.02,73.22,73.78,74.16,74.33,,
USGS,440050094102801,72019,170209,,1,11,1994,1998,5,1998,74.48,1994,73.0,73.73,,,73.08,73.2,73.8,74.23,74.38,,
USGS,440050094102801,72019,170209,,1,12,1994,1998,5,1998,74.48,1994,72.89,73.73,,,72.98,73.12,73.79,74.31,74.41,,
USGS,440050094102801,72019,170209,,1,13,1994,1998,5,1998,74.59,1994,72.92,73.79,,,73.04,73.21,73.72,74.4,74.52,,
USGS,440050094102801,72019,170209,,1,14,1994,1998,5,1998,74.5,1994,73.14,73.84,,,73.22,73.35,73.86,74.33,74.43,,
USGS,440050094102801,72019,170209,,1,15,1994,1998,5,1998,74.42,1994,73.09,73.77,,,73.18,73.31,73.84,74.2,74.33,,
USGS,440050094102801,72019,170209,,1,16,1994,1998,5,1998,74.31,1994,72.91,73.7,,,73.02,73.19,73.71,74.2,74.27,,
USGS,440050094102801,72019,170209,,1,17,1994,1998,5,1998,74.38,1994,73.02,73.7,,,73.09,73.19,73.61,74.25,74.33,,
USGS,440050094102801,72019,170209,,1,18,1994,1998,5,1998,74.48,1994,73.13,73.77,,,73.22,73.36,73.62,74.25,74.39,,
