agency_cd,site_no,parameter_cd,ts_id,loc_web_ds,year_nu,month_nu,mean_va,count_nu
USGS,05325000,80155,73411,,1985,8,298.8,31
USGS,05325000,80155,73411,,1985,9,3318.0,30
USGS,05325000,80155,73411,,1985,10,4460.0,31
USGS,05325000,80155,73411,,1985,11,660.0,30
USGS,05325000,80155,73411,,1985,12,318.8,31
USGS,05325000,80155,73411,,1986,1,237.7,31
USGS,05325000,80155,73411,,1986,2,208.1,28
USGS,05325000,80155,73411,,1986,3,11670.0,31
USGS,05325000,80155,73411,,1986,4,7661.0,30
USGS,05325000,80155,73411,,1986,5,8017.0,31
USGS,05325000,80155,73411,,1986,6,12690.0,30
USGS,05325000,80155,73411,,1986,7,6633.0,31
USGS,05325000,80155,73411,,1986,8,3966.0,31
USGS,05325000,80155,73411,,1986,9,6860.0,30
USGS,05325000,80155,73411,,1986,10,5297.0,31
USGS,05325000,80155,73411,,1986,11,1730.0,30
USGS,05325000,80155,73411,,1986,12,1045.0,31
USGS,05325000,80155,73411,,1987,1,543.5,31
USGS,05325000,80155,73411,,1987,2,525.8,28
USGS,05325000,80155,73411,,1987,3,2610.0,31
USGS,05325000,80155,73411,,1987,4,2870.0,30
USGS,05325000,80155,73411,,1987,5,1128.0,31
USGS,05325000,80155,73411,,1987,6,1990.0,30
USGS,05325000,80155,73411,,1987,7,1136.0,31
USGS,05325000,80155,73411,,1987,8,410.4,31
USGS,05325000,80155,73411,,1987,9,119.0,30
USGS,05325000,80155,73411,,1987,10,58.3,31
USGS,05325000,80155,73411,,1987,11,47.8,30
USGS,05325000,80155,73411,,1987,12,105.4,31
USGS,05325000,80155,73411,,1988,1,46.5,31
USGS,05325000,80155,73411,,1988,2,58.6,29
USGS,05325000,80155,73411,,1988,3,2191.0,31
USGS,05325000,80155,73411,,1988,4,1658.0,30
USGS,05325000,80155,73411,,1988,5,1077.0,31
USGS,05325000,80155,73411,,1988,6,257.1,30
USGS,05325000,80155,73411,,1988,7,47.8,31
USGS,05325000,80155,73411,,1988,8,43.1,31
USGS,05325000,80155,73411,,1988,9,47.6,30
USGS,05325000,80155,73411,,1988,10,28.5,31
USGS,05325000,80155,73411,,1988,11,29.4,30
USGS,05325000,80155,73411,,1988,12,20.5,31
USGS,05325000,80155,73411,,1989,1,13.6,31
USGS,05325000,80155,73411,,1989,2,18.1,28
USGS,05325000,80155,73411,,1989,3,3768.0,31
USGS,05325000,80155,73411,,1989,4,2877.0,30
USGS,05325000,80155,73411,,1989,5,462.9,31
USGS,05325000,80155,73411,,1989,6,168.7,30
USGS,05325000,80155,73411,,1989,7,58.8,31
USGS,05325000,80155,73411,,1989,8,34.2,31
USGS,05325000,80155,73411,,1989,9,30.3,30
USGS,05325000,80155,73411,,1989,10,20.4,31
USGS,05325000,80155,73411,,1989,11,24.2,30
USGS,05325000,80155,73411,,1989,12,18.1,31
USGS,05325000,80155,73411,,1990,1,21.3,31
USGS,05325000,80155,73411,,1990,2,51.0,28
USGS,05325000,80155,73411,,1990,3,131.4,31
USGS,05325000,80155,73411,,1990,4,165.5,30
USGS,05325000,80155,73411,,1990,5,1343.0,31
USGS,05325000,80155,73411,,1990,6,6672.0,30
USGS,05325000,80155,73411,,1990,7,5310.0,31
USGS,05325000,80155,73411,,1990,8,3094.0,31
USGS,05325000,80155,73411,,1990,9,302.8,30
USGS,05325000,80155,73411,,1990,10,77.4,31
USGS,05325000,80155,73411,,1990,11,58.0,30
USGS,05325000,80155,73411,,1990,12,30.3,31
USGS,05325000,80155,73411,,1991,1,15.5,31
USGS,05325000,80155,73411,,1991,2,63.2,28
USGS,05325000,80155,73411,,1991,3,3122.0,31
USGS,05325000,80155,73411,,1991,4,7612.0,30
USGS,05325000,80155,73411,,1991,5,15060.0,31
USGS,05325000,80155,73411,,1991,6,22340.0,30
USGS,05325000,80155,73411,,1991,7,8373.0,31
USGS,05325000,80155,73411,,1991,8,5682.0,31
USGS,05325000,80155,73411,,1991,9,3153.0,30
USGS,05325000,80155,73411,,1991,10,563.8,31
USGS,05325000,80155,73411,,1991,11,2413.0,30
USGS,05325000,80155,73411,,1991,12,932.1,31
USGS,05325000,80155,73411,,1992,1,429.1,31
USGS,05325000,80155,73411,,1992,2,2231.0,29
USGS,05325000,80155,73411,,1992,3,17160.0,31
USGS,05325000,80155,73411,,1992,4,5238.0,30
USGS,05325000,80155,73411,,1992,5,1950.0,31
USGS,05325000,80155,73411,,1992,6,5259.0,30
USGS,05325000,80155,73411,,1992,7,10120.0,31
USGS,05325000,80155,73411,,1992,8,3150.0,31
USGS,05325000,80155,73411,,1992,9,1437.0,30
USGS,05325000,80155,73411,,1992,10,3560.0,31
USGS,05325000,80155,73411,,1992,11,3743.0,30
USGS,05325000,80155,73411,,1992,12,984.6,31
USGS,05325000,80155,73411,,1993,1,462.0,31
USGS,05325000,80155,73411,,1993,2,282.2,28
USGS,05325000,80155,73411,,1993,3,9424.0,31
USGS,05325000,80155,73411,,1993,4,23180.0,30
USGS,05325000,80155,73411,,1993,5,16490.0,31
USGS,05325000,80155,73411,,1993,6,47480.0,30
USGS,05325000,80155,73411,,1993,7,16940.0,31
USGS,05325000,80155,73411,,1993,8,14930.0,31
USGS,05325000,80155,73411,,1993,9,7513.0,30
USGS,05325000,80155,73411,,1993,10,1923.0,31
USGS,05325000,80155,73411,,1993,11,1213.0,30
USGS,05325000,80155,73411,,1993,12,1380.0,31
USGS,05325000,80155,73411,,1994,1,247.0,31
USGS,05325000,80155,73411,,1994,2,203.5,28
USGS,05325000,80155,73411,,1994,3,10370.0,31
USGS,05325000,80155,73411,,1994,4,10460.0,30
USGS,05325000,80155,73411,,1994,5,7981.0,31
USGS,05325000,80155,73411,,1994,6,13420.0,30
USGS,05325000,80155,73411,,1994,7,7364.0,31
USGS,05325000,80155,73411,,1994,8,5433.0,31
USGS,05325000,80155,73411,,1994,9,2336.0,30
USGS,05325000,80155,73411,,1994,10,3502.0,31
USGS,05325000,80155,73411,,1994,11,1627.0,30
USGS,05325000,80155,73411,,1994,12,916.8,31
USGS,05325000,80155,73411,,1995,1,466.0,31
USGS,05325000,80155,73411,,1995,2,277.7,28
USGS,05325000,80155,73411,,1995,3,9261.0,31
USGS,05325000,80155,73411,,1995,4,20520.0,30
USGS,05325000,80155,73411,,1995,5,11730.0,31
USGS,05325000,80155,73411,,1995,6,12030.0,30
USGS,05325000,80155,73411,,1995,7,10460.0,31
USGS,05325000,80155,73411,,1995,8,8772.0,31
USGS,05325000,80155,73411,,1995,9,1526.0,30
USGS,05325000,80155,73411,,1995,10,6834.0,31
USGS,05325000,80155,73411,,1995,11,4978.0,30
USGS,05325000,80155,73411,,1995,12,1499.0,31
USGS,05325000,80155,73411,,1996,1,602.3,31
USGS,05325000,80155,73411,,1996,2,656.9,29
USGS,05325000,80155,73411,,1996,3,6228.0,31
USGS,05325000,80155,73411,,1996,4,9550.0,30
USGS,05325000,80155,73411,,1996,5,4891.0,31
USGS,05325000,80155,73411,,1996,6,17610.0,30
USGS,05325000,80155,73411,,1996,7,3325.0,31
USGS,05325000,80155,73411,,1996,8,2122.0,31
USGS,05325000,80155,73411,,1996,9,788.2,30
USGS,05325000,80155,73411,,1996,10,801.1,31
USGS,05325000,80155,73411,,1996,11,2217.0,30
USGS,05325000,80155,73411,,1996,12,1668.0,31
USGS,05325000,80155,73411,,1997,1,869.3,31
USGS,05325000,80155,73411,,1997,2,684.5,28
USGS,05325000,80155,73411,,1997,3,24050.0,31
USGS,05325000,80155,73411,,1997,4,29020.0,30
USGS,05325000,80155,73411,,1997,5,6349.0,31
USGS,05325000,80155,73411,,1997,6,5127.0,30
USGS,05325000,80155,73411,,1997,7,13560.0,31
USGS,05325000,80155,73411,,1997,8,3250.0,31
USGS,05325000,80155,73411,,1997,9,379.9,30
USGS,05325000,80155,73411,,1997,10,296.8,31
USGS,05325000,80155,73411,,1997,11,260.7,30
USGS,05325000,80155,73411,,1997,12,207.1,31
USGS,05325000,80155,73411,,1998,1,117.0,31
USGS,05325000,80155,73411,,1998,2,1037.0,28
USGS,05325000,80155,73411,,1998,3,8610.0,31
USGS,05325000,80155,73411,,1998,4,16890.0,30
USGS,05325000,80155,73411,,1998,5,4235.0,31
USGS,05325000,80155,73411,,1998,6,4117.0,30
USGS,05325000,80155,73411,,1998,7,3514.0,31
USGS,05325000,80155,73411,,1998,8,340.2,31
USGS,05325000,80155,73411,,1998,9,170.2,30
USGS,05325000,80155,73411,,1998,10,1161.0,31
USGS,05325000,80155,73411,,1998,11,1916.0,30
USGS,05325000,80155,73411,,1998,12,1336.0,31
USGS,05325000,80155,73411,,1999,1,611.4,31
USGS,05325000,80155,73411,,1999,2,1081.0,28
USGS,05325000,80155,73411,,1999,3,3614.0,31
USGS,05325000,80155,73411,,1999,4,18960.0,30
USGS,05325000,80155,73411,,1999,5,11900.0,31
USGS,05325000,80155,73411,,1999,6,14780.0,30
USGS,05325000,80155,73411,,1999,7,10270.0,31
USGS,05325000,80155,73411,,1999,8,1815.0,31
USGS,05325000,80155,73411,,1999,9,466.0,30
USGS,05325000,80155,73411,,1999,10,206.6,31
USGS,05325000,80155,73411,,1999,11,314.8,30
USGS,05325000,80155,73411,,1999,12,260.1,31
USGS,05325000,80155,73411,,2000,1,150.2,31
USGS,05325000,80155,73411,,2000,2,304.7,29
USGS,05325000,80155,73411,,2000,3,1173.0,31
USGS,05325000,80155,73411,,2000,4,380.7,30
USGS,05325000,80155,73411,,2000,5,8220.0,31
USGS,05325000,80155,73411,,2000,6,18260.0,30
USGS,05325000,80155,73411,,2000,7,8312.0,31
USGS,05325000,80155,73411,,2000,8,553.9,31
USGS,05325000,80155,73411,,2000,9,92.1,30
USGS,05325000,80155,73411,,2000,10,72.3,31
USGS,05325000,80155,73411,,2000,11,204.0,30
USGS,05325000,80155,73411,,2000,12,110.1,31
USGS,05325000,80155,73411,,2001,1,87.2,31
USGS,05325000,80155,73411,,2001,2,79.0,28
USGS,05325000,80155,73411,,2001,3,283.0,31
USGS,05325000,80155,73411,,2001,4,49390.0,30
USGS,05325000,80155,73411,,2001,5,11040.0,31
USGS,05325000,80155,73411,,2001,6,13620.0,30
USGS,05325000,80155,73411,,2001,7,3551.0,31
USGS,05325000,80155,73411,,2001,8,658.9,31
USGS,05325000,80155,73411,,2001,9,213.7,30
USGS,05325000,80155,73411,,2001,10,230.3,31
USGS,05325000,80155,73411,,2001,11,418.4,30
USGS,05325000,80155,73411,,2001,12,977.9,31
USGS,05325000,80155,73411,,2002,1,618.2,31
USGS,05325000,80155,73411,,2002,2,493.1,28
USGS,05325000,80155,73411,,2002,3,572.9,31
USGS,05325000,80155,73411,,2002,4,3578.0,30
USGS,05325000,80155,73411,,2002,5,3300.0,31
USGS,05325000,80155,73411,,2002,6,8904.0,30
USGS,05325000,80155,73411,,2002,7,1273.0,31
USGS,05325000,80155,73411,,2002,8,1927.0,31
USGS,05325000,80155,73411,,2002,9,255.2,30
USGS,05325000,80155,73411,,2002,10,1964.0,31
USGS,05325000,80155,73411,,2002,11,632.7,30
USGS,05325000,80155,73411,,2002,12,388.9,31
USGS,05325000,80155,73411,,2003,1,211.5,31
USGS,05325000,80155,73411,,2003,2,221.2,28
USGS,05325000,80155,73411,,2003,3,1571.0,31
USGS,05325000,80155,73411,,2003,4,2052.0,30
USGS,05325000,80155,73411,,2003,5,6551.0,31
USGS,05325000,80155,73411,,2003,6,2918.0,30
USGS,05325000,80155,73411,,2003,7,2623.0,31
USGS,05325000,80155,73411,,2003,8,263.8,31
USGS,05325000,80155,73411,,2003,9,84.7,30
USGS,05325000,80155,73411,,2003,10,100.3,31
USGS,05325000,80155,73411,,2003,11,116.2,30
USGS,05325000,80155,73411,,2003,12,103.5,31
USGS,05325000,80155,73411,,2004,1,112.5,31
USGS,05325000,80155,73411,,2004,2,72.7,29
USGS,05325000,80155,73411,,2004,3,495.7,31
USGS,05325000,80155,73411,,2004,4,340.7,30
USGS,05325000,80155,73411,,2004,5,5275.0,31
USGS,05325000,80155,73411,,2004,6,23230.0,30
USGS,05325000,80155,73411,,2004,7,5226.0,31
USGS,05325000,80155,73411,,2004,8,1716.0,31
USGS,05325000,80155,73411,,2004,9,16930.0,30
USGS,05325000,80155,73411,,2004,10,2843.0,31
USGS,05325000,80155,73411,,2004,11,2412.0,30
USGS,05325000,80155,73411,,2004,12,1103.0,31
USGS,05325000,80155,73411,,2005,1,505.0,31
USGS,05325000,80155,73411,,2005,2,1411.0,28
USGS,05325000,80155,73411,,2005,3,3776.0,31
USGS,05325000,80155,73411,,2005,4,17850.0,30
USGS,05325000,80155,73411,,2005,5,21330.0,31
USGS,05325000,80155,73411,,2005,6,11540.0,30
USGS,05325000,80155,73411,,2005,7,3546.0,31
USGS,05325000,80155,73411,,2005,8,947.3,31
USGS,05325000,80155,73411,,2005,9,8095.0,30
USGS,05325000,80155,73411,,2005,10,5736.0,31
USGS,05325000,80155,73411,,2005,11,1050.0,30
USGS,05325000,80155,73411,,2005,12,3390.0,31
USGS,05325000,80155,73411,,2006,1,2260.0,31
USGS,05325000,80155,73411,,2006,2,3702.0,28
USGS,05325000,80155,73411,,2006,3,5849.0,31
USGS,05325000,80155,73411,,2006,4,20280.0,30
USGS,05325000,80155,73411,,2006,5,14950.0,31
USGS,05325000,80155,73411,,2006,6,8029.0,30
USGS,05325000,80155,73411,,2006,7,726.2,31
USGS,05325000,80155,73411,,2006,8,528.2,31
USGS,05325000,80155,73411,,2006,9,143.3,30
USGS,05325000,80155,73411,,2006,10,81.3,31
USGS,05325000,80155,73411,,2006,11,114.3,30
USGS,05325000,80155,73411,,2006,12,90.6,31
USGS,05325000,80155,73411,,2007,1,309.9,31
USGS,05325000,80155,73411,,2007,2,110.4,28
USGS,05325000,80155,73411,,2007,3,15280.0,31
USGS,05325000,80155,73411,,2007,4,10290.0,30
USGS,05325000,80155,73411,,2007,5,4818.0,31
USGS,05325000,80155,73411,,2007,6,4083.0,30
USGS,05325000,80155,73411,,2007,7,848.9,31
USGS,05325000,80155,73411,,2007,8,2964.0,31
USGS,05325000,80155,73411,,2007,9,782.9,30
USGS,05325000,80155,73411,,2007,10,10850.0,31
USGS,05325000,80155,73411,,2007,11,2833.0,30
USGS,05325000,80155,73411,,2007,12,1058.0,31
USGS,05325000,80155,73411,,2008,1,347.9,31
USGS,05325000,80155,73411,,2008,2,158.4,29
USGS,05325000,80155,73411,,2008,3,589.4,31
USGS,05325000,80155,73411,,2008,4,9648.0,30
USGS,05325000,80155,73411,,2008,5,13140.0,31
USGS,05325000,80155,73411,,2008,6,13440.0,30
USGS,05325000,80155,73411,,2008,7,3312.0,31
USGS,05325000,80155,73411,,2008,8,282.8,31
USGS,05325000,80155,73411,,2008,9,114.7,30
USGS,05325000,80155,73411,,2008,10,71.0,31
USGS,05325000,80155,73411,,2008,11,240.3,30
USGS,05325000,80155,73411,,2008,12,74.0,31
USGS,05325000,80155,73411,,2009,1,35.2,31
USGS,05325000,80155,73411,,2009,2,85.7,28
USGS,05325000,80155,73411,,2009,3,6017.0,31
USGS,05325000,80155,73411,,2009,4,9457.0,30
USGS,05325000,80155,73411,,2009,5,2138.0,31
USGS,05325000,80155,73411,,2009,6,1719.0,30
USGS,05325000,80155,73411,,2009,7,706.3,31
USGS,05325000,80155,73411,,2009,8,181.5,31
USGS,05325000,80155,73411,,2009,9,90.2,30
USGS,05325000,80155,73411,,2009,10,1975.0,31
USGS,05325000,80155,73411,,2009,11,2717.0,30
USGS,05325000,80155,73411,,2009,12,2196.0,31
USGS,05325000,80155,73411,,2010,1,1130.0,31
USGS,05325000,80155,73411,,2010,2,836.1,28
USGS,05325000,80155,73411,,2010,3,31240.0,31
USGS,05325000,80155,73411,,2010,4,5740.0,30
USGS,05325000,80155,73411,,2010,5,4092.0,31
USGS,05325000,80155,73411,,2010,6,9290.0,30
USGS,05325000,80155,73411,,2010,7,5490.0,31
USGS,05325000,80155,73411,,2010,8,2112.0,31
USGS,05325000,80155,73411,,2010,9,28030.0,30
USGS,05325000,80155,73411,,2010,10,7577.0,31
USGS,05325000,80155,73411,,2010,11,5699.0,30
USGS,05325000,80155,73411,,2010,12,403.7,31
USGS,05325000,80155,73411,,2011,1,219.1,31
USGS,05325000,80155,73411,,2011,2,2934.0,28
USGS,05325000,80155,73411,,2011,3,20920.0,31
USGS,05325000,80155,73411,,2011,4,8751.0,30
