agency_cd,site_no,station_nm,site_tp_cd,dec_lat_va,dec_long_va,coord_acy_cd,dec_coord_datum_cd,alt_va,alt_acy_va,alt_datum_cd,huc_cd,data_type_cd,parm_cd,stat_cd,ts_id,loc_web_ds,medium_grp_cd,parm_grp_cd,srs_id,access_cd,begin_date,end_date,count_nu
USGS,440050094102801,ON01      106N28W03DBA   01 Farmland    0000209882,GW,44.01385187,-94.17468,S,NAD83,1006.89,1.2,NAVD88,7020010,dv,72019,1.0,245051,,wat,,1642008,0,1993-09-30,1999-09-30,1712
USGS,440050094102801,ON01      106N28W03DBA   01 Farmland    0000209882,GW,44.01385187,-94.17468,S,NAD83,1006.89,1.2,NAVD88,7020010,dv,72019,2.0,245050,,wat,,1642008,0,1993-10-02,1999-09-30,1711
USGS,440050094102801,ON01      106N28W03DBA   01 Farmland    0000209882,GW,44.01385187,-94.17468,S,NAD83,1006.89,1.2,NAVD88,7020010,dv,72019,3.0,170209,,wat,,1642008,0,1993-10-02,1999-09-30,1711
