agency_cd,site_no,parameter_cd,ts_id,loc_web_ds,month_nu,day_nu,begin_yr,end_yr,count_nu,max_va_yr,max_va,min_va_yr,min_va,mean_va,p05_va,p10_va,p20_va,p25_va,p50_va,p75_va,p80_va,p90_va,p95_va
USGS,05325000,80155,73411,,3,27,1968,2017,50,1969,47700,2001,152.0,9630,166.0,336,767,931,6070,12900,16000,22700,41600.0
USGS,05325000,80155,73411,,3,28,1968,2017,50,1997,51500,1981,175.0,10800,192.0,298,852,1120,6680,13900,15000,31400,44200.0
USGS,05325000,80155,73411,,3,29,1968,2017,50,1993,56700,1990,176.0,11400,221.0,312,820,1350,6220,14400,20900,35500,44300.0
USGS,05325000,80155,73411,,3,30,1968,2017,50,1993,72300,1990,199.0,11700,251.0,344,982,1290,5740,14700,21500,30700,48200.0
USGS,05325000,80155,73411,,3,31,1968,2017,50,1993,85600,1981,192.0,12400,264.0,399,999,1920,5370,15400,22700,34800,50000.0
USGS,05325000,80155,73411,,4,1,1968,2017,50,1993,78900,2015,259.0,13800,282.0,452,778,1980,5920,18900,24300,44400,55700.0
USGS,05325000,80155,73411,,4,2,1968,2017,50,1993,65100,1968,219.0,13200,258.0,636,935,1610,5700,21100,22900,42900,45500.0
USGS,05325000,80155,73411,,4,3,1968,2017,50,2001,71400,1990,183.0,12700,237.0,616,1270,1840,5620,17200,29500,37300,46900.0
USGS,05325000,80155,73411,,4,4,1968,2017,50,2001,81200,1990,209.0,12500,251.0,528,1050,2050,5180,16400,25700,36400,47200.0
USGS,05325000,80155,73411,,4,5,1968,2017,50,2001,86400,1968,115.0,12100,220.0,519,1020,2060,5320,18200,19700,32800,47400.0
USGS,05325000,80155,73411,,4,6,1968,2017,50,2001,83800,1990,141.0,11500,202.0,443,1590,2330,6160,14300,16400,29300,51600.0
USGS,05325000,80155,73411,,4,7,1968,2017,50,1969,94300,1990,141.0,12000,217.0,333,1670,2650,5840,13300,16100,27000,66300.0
USGS,05325000,80155,73411,,4,8,1968,2017,50,1969,178000,1990,125.0,13700,191.0,270,1620,2600,6220,14200,15000,26100,73600.0
USGS,05325000,80155,73411,,4,9,1968,2017,50,1969,247000,1990,111.0,14300,175.0,284,1590,2430,5800,11400,12200,24700,73500.0
USGS,05325000,80155,73411,,4,10,1968,2017,50,1969,184000,1990,95.0,12500,173.0,269,1560,2320,5510,9880,13100,26200,61100.0
USGS,05325000,80155,73411,,4,11,1968,2017,50,1969,173000,1990,80.0,12900,228.0,275,1450,2050,5280,11300,13100,25600,71000.0
USGS,05325000,80155,73411,,4,12,1968,2017,50,1969,133000,1990,73.0,12200,243.0,326,1530,1890,5390,11500,15300,24400,64800.0
USGS,05325000,80155,73411,,4,13,1968,2017,50,1969,138000,1990,85.0,12600,229.0,377,1680,2140,5050,13200,19900,32800,54600.0
USGS,05325000,80155,73411,,4,14,1968,2017,50,1969,122000,1990,102.0,12400,241.0,379,1540,2300,4600,13500,17000,32300,53900.0
USGS,05325000,80155,73411,,4,15,1968,2017,50,1969,86800,1990,105.0,11300,251.0,370,1470,2040,4600,12200,17200,29800,53300.0
USGS,05325000,80155,73411,,4,16,1968,2017,50,1969,74200,1990,144.0,10400,242.0,380,1500,1970,4410,11000,16800,30600,49100.0
USGS,05325000,80155,73411,,4,17,1968,2017,50,1969,55900,1990,121.0,9060,248.0,393,1520,2020,4330,10000,14000,30900,38000.0
USGS,05325000,80155,73411,,4,18,1968,2017,50,1969,39500,1990,93.0,7880,267.0,387,1370,2030,4160,9110,13800,22700,29600.0
USGS,05325000,80155,73411,,4,19,1968,2017,50,1969,31100,1990,102.0,7450,273.0,446,1190,2100,4230,9400,13700,18800,26900.0
USGS,05325000,80155,73411,,4,20,1968,2017,50,1969,26900,1990,135.0,7070,296.0,343,1040,2080,4440,9370,13000,19200,24600.0
USGS,05325000,80155,73411,,4,21,1968,2017,50,1984,24200,1990,132.0,6930,261.0,330,1000,1890,4290,8600,12200,21100,23500.0
USGS,05325000,80155,73411,,4,22,1968,2017,50,1969,30300,1990,116.0,6900,261.0,343,1170,2020,4630,7950,12000,18300,25800.0
USGS,05325000,80155,73411,,4,23,1968,2017,50,1995,38800,1990,127.0,6670,290.0,315,1440,1770,4080,8040,11300,16900,22000.0
USGS,05325000,80155,73411,,4,24,1968,2017,50,1995,41200,1990,143.0,6950,291.0,306,1290,1840,4150,8500,10200,18000,26600.0
USGS,05325000,80155,73411,,4,25,1968,2017,50,2001,71800,1990,161.0,7810,295.0,373,1060,1640,4340,9810,11600,17700,25800.0
USGS,05325000,80155,73411,,4,26,1968,2017,50,2001,53100,1990,210.0,7580,287.0,377,996,1730,4560,9360,9890,18500,25700.0
USGS,05325000,80155,73411,,4,27,1968,2017,50,1994,42500,1977,269.0,7550,318.0,404,1130,1770,4690,8630,11000,18300,33300.0
USGS,05325000,80155,73411,,4,28,1968,2017,50,1975,44900,1977,278.0,7180,322.0,375,984,1760,4430,7460,9050,19700,28900.0
USGS,05325000,80155,73411,,4,29,1968,2017,50,1975,34000,1990,230.0,6370,283.0,374,1110,1740,4410,7900,8850,18900,21900.0
USGS,05325000,80155,73411,,4,30,1968,2017,50,1975,26600,1990,192.0,6730,270.0,357,1430,1830,4470,7720,12900,19900,23100.0
USGS,05325000,80155,73411,,5,1,1968,2017,50,1986,31400,1990,173.0,7030,263.0,347,1410,1690,4490,9540,13100,18200,26300.0
USGS,05325000,80155,73411,,5,2,1968,2017,50,2006,58900,1990,156.0,7140,232.0,343,1230,1500,4340,8800,14300,15900,20300.0
USGS,05325000,80155,73411,,5,3,1968,2017,50,2006,46300,1977,178.0,6680,237.0,324,1250,1490,4030,8210,12100,16600,21200.0
USGS,05325000,80155,73411,,5,4,1968,2017,50,2006,39600,1977,185.0,6900,253.0,325,1150,1450,3910,8060,11400,18000,29800.0
USGS,05325000,80155,73411,,5,5,1968,2017,50,2008,39500,1990,218.0,6860,258.0,332,997,1270,3910,10200,10600,16600,27600.0
USGS,05325000,80155,73411,,5,6,1968,2017,50,1991,59600,1990,179.0,7530,263.0,336,910,1220,3820,9930,11100,19200,30500.0
USGS,05325000,80155,73411,,5,7,1968,2017,50,1991,49900,1990,165.0,7400,262.0,333,890,1090,3780,8840,10100,21100,32200.0
USGS,05325000,80155,73411,,5,8,1968,2017,50,1991,35900,1990,159.0,6890,270.0,319,778,971,4400,8020,8840,19800,29500.0
USGS,05325000,80155,73411,,5,9,1968,2017,50,1993,34700,1990,148.0,6780,264.0,300,805,937,4260,7530,10000,20800,28400.0
USGS,05325000,80155,73411,,5,10,1968,2017,50,1993,50600,1990,118.0,6590,231.0,281,956,1460,4710,7020,7400,16000,24500.0
USGS,05325000,80155,73411,,5,11,1968,2017,50,1993,66100,1990,181.0,6940,212.0,282,1110,1580,4820,8750,10400,14900,20900.0
USGS,05325000,80155,73411,,5,12,1968,2017,50,1993,52700,1968,235.0,6990,254.0,290,902,1650,4810,8600,12500,16200,21400.0
USGS,05325000,80155,73411,,5,13,1968,2017,50,2005,40800,1968,219.0,7250,244.0,302,784,1420,4680,9040,11600,15600,35600.0
USGS,05325000,80155,73411,,5,14,1968,2017,50,2005,62300,1977,182.0,7020,209.0,394,764,1440,4490,9350,12100,13600,23000.0
USGS,05325000,80155,73411,,5,15,1968,2017,50,2005,67500,1977,123.0,7020,220.0,380,775,1470,4650,9530,11300,14600,19100.0
USGS,05325000,80155,73411,,5,16,1968,2017,50,2005,56200,1977,104.0,6540,203.0,392,811,1590,4430,7980,10500,15100,18000.0
USGS,05325000,80155,73411,,5,17,1968,2017,50,2005,46400,1976,97.0,5920,211.0,414,815,1670,4140,7490,10100,12000,18600.0
USGS,05325000,80155,73411,,5,18,1968,2017,50,2005,39100,1976,127.0,5680,349.0,482,985,1710,4370,7150,8870,10700,18100.0
USGS,05325000,80155,73411,,5,19,1968,2017,50,2000,39500,1976,119.0,6270,415.0,523,1160,1820,4130,7660,8800,15600,25300.0
USGS,05325000,80155,73411,,5,20,1968,2017,50,2000,54000,1976,105.0,6530,363.0,588,1100,1720,4240,7620,8000,14500,25300.0
USGS,05325000,80155,73411,,5,21,1968,2017,50,2000,41300,1976,110.0,6360,314.0,622,1000,1610,3960,6690,7660,15400,26600.0
USGS,05325000,80155,73411,,5,22,1968,2017,50,2017,38500,1976,102.0,6300,327.0,493,1280,1630,3770,6980,8060,19800,27000.0
USGS,05325000,80155,73411,,5,23,1968,2017,50,2017,36600,1976,94.0,5730,315.0,609,1280,1910,3980,6920,7810,15300,22800.0
USGS,05325000,80155,73411,,5,24,1968,2017,50,2017,33900,1976,81.0,5500,233.0,688,1310,2180,4350,7330,7560,11300,20500.0
USGS,05325000,80155,73411,,5,25,1968,2017,50,2017,30900,1976,73.0,5450,199.0,702,1140,1960,4390,7320,7930,9550,17900.0
USGS,05325000,80155,73411,,5,26,1968,2017,50,2017,28100,1976,71.0,5620,192.0,581,1430,1830,4400,7010,7940,13500,17700.0
USGS,05325000,80155,73411,,5,27,1968,2017,50,2017,25000,1976,82.0,5720,172.0,592,1860,2030,4170,6910,7580,14300,20700.0
USGS,05325000,80155,73411,,5,28,1968,2017,50,2017,21700,1976,101.0,5670,164.0,586,2000,2230,4760,7270,8050,12200,19200.0
USGS,05325000,80155,73411,,5,29,1968,2017,50,2012,19500,1976,109.0,5620,263.0,608,1970,2230,5330,7040,8890,12400,18100.0
USGS,05325000,80155,73411,,5,30,1968,2017,50,2004,23300,1976,119.0,6330,278.0,882,1930,2190,4920,9590,11000,14700,16900.0
USGS,05325000,80155,73411,,5,31,1968,2017,50,2004,52800,1976,153.0,7550,260.0,928,1880,2060,5000,9880,10400,14100,30900.0
USGS,05325000,80155,73411,,6,1,1968,2017,50,2004,50100,1976,221.0,7040,269.0,975,1920,2270,5040,9050,9810,14500,26100.0
USGS,05325000,80155,73411,,6,2,1968,2017,50,2000,40300,1976,159.0,7020,290.0,890,1610,2570,4930,8020,8680,14300,32700.0
USGS,05325000,80155,73411,,6,3,1968,2017,50,2000,57600,1976,136.0,7830,302.0,797,1680,2330,4930,7690,8550,19200,35300.0
USGS,05325000,80155,73411,,6,4,1968,2017,50,2000,62000,1976,128.0,8390,302.0,706,2110,2340,5030,7840,9180,24600,40100.0
USGS,05325000,80155,73411,,6,5,1968,2017,50,2000,60500,1976,122.0,7950,296.0,546,1890,2280,4850,8550,9910,19600,36400.0
USGS,05325000,80155,73411,,6,6,1968,2017,50,2000,51500,1976,128.0,7350,244.0,393,1780,2080,5130,8040,10400,16800,31500.0
USGS,05325000,80155,73411,,6,7,1968,2017,50,2000,44900,1976,131.0,8310,217.0,494,1570,1800,5190,7450,9320,24700,42600.0
USGS,05325000,80155,73411,,6,8,1968,2017,50,2000,40400,1976,125.0,7450,214.0,421,1440,1800,4830,8980,11100,21000,32500.0
USGS,05325000,80155,73411,,6,9,1968,2017,50,2004,75200,1976,114.0,8430,239.0,392,1370,2150,4410,9010,13100,20000,32300.0
USGS,05325000,80155,73411,,6,10,1968,2017,50,2004,69200,1976,98.0,7960,224.0,564,1330,1780,4280,11900,14300,17200,25200.0
USGS,05325000,80155,73411,,6,11,1968,2017,50,2004,47900,1976,90.0,7880,195.0,614,2060,2320,5050,11100,13900,17500,25500.0
USGS,05325000,80155,73411,,6,12,1968,2017,50,2004,45300,1976,104.0,8140,167.0,598,1930,2310,5310,10700,11700,19800,31500.0
USGS,05325000,80155,73411,,6,13,1968,2017,50,1999,49200,1976,93.0,8530,119.0,591,1900,2120,5770,11400,12000,20700,31400.0
USGS,05325000,80155,73411,,6,14,1968,2017,50,1999,44100,1977,72.0,8190,91.0,849,1880,2000,6240,9620,12900,20900,30900.0
USGS,05325000,80155,73411,,6,15,1968,2017,50,2001,37300,1977,55.0,8760,92.0,1040,2100,2540,6900,10600,13500,22800,29700.0
USGS,05325000,80155,73411,,6,16,1968,2017,50,2014,54700,1989,79.0,9620,136.0,1220,2470,2930,6530,11400,14700,22900,35100.0
USGS,05325000,80155,73411,,6,17,1968,2017,50,2014,111000,1989,72.0,12600,145.0,1210,2730,4060,7560,14100,18500,22600,52000.0
USGS,05325000,80155,73411,,6,18,1968,2017,50,2014,144000,1989,77.0,14300,137.0,1270,2250,4360,7850,14600,16500,29500,65500.0
USGS,05325000,80155,73411,,6,19,1968,2017,50,2014,138000,1989,85.0,14000,131.0,1400,2390,4110,7370,13900,15000,23900,79300.0
USGS,05325000,80155,73411,,6,20,1968,2017,50,1993,273000,1989,81.0,16100,138.0,1490,2170,3740,7830,12500,13100,23100,72400.0
USGS,05325000,80155,73411,,6,21,1968,2017,50,1993,414000,1989,67.0,19000,242.0,1400,2910,3880,6680,11900,14400,19700,86100.0
USGS,05325000,80155,73411,,6,22,1968,2017,50,1993,154000,1989,72.0,13900,414.0,1360,2960,3680,6570,12700,13600,24900,87600.0
USGS,05325000,80155,73411,,6,23,1968,2017,50,2014,85000,1989,70.0,10900,180.0,1450,3120,3250,7330,11500,14200,24300,41500.0
USGS,05325000,80155,73411,,6,24,1968,2017,50,2014,61700,1989,67.0,10700,159.0,1450,2860,3620,7290,11800,13400,24700,46300.0
USGS,05325000,80155,73411,,6,25,1968,2017,50,2013,67300,1989,90.0,10500,145.0,1510,2950,3220,6460,10500,11500,23400,47900.0
USGS,05325000,80155,73411,,6,26,1968,2017,50,2013,84900,1988,88.0,10300,142.0,1330,2660,3190,6300,10800,11600,31100,37900.0
USGS,05325000,80155,73411,,6,27,1968,2017,50,2013,56000,1988,78.0,8710,125.0,1390,2530,3080,5830,10700,11400,23900,28100.0
USGS,05325000,80155,73411,,6,28,1968,2017,50,2013,34600,1988,74.0,7690,158.0,1190,2910,3360,5850,10200,12000,19200,22000.0
USGS,05325000,80155,73411,,6,29,1968,2017,50,2013,26300,1976,101.0,7340,269.0,935,2570,3060,6400,11200,12500,16600,20200.0
USGS,05325000,80155,73411,,6,30,1968,2017,50,2013,20500,1988,88.0,6910,170.0,762,2320,2670,5720,10600,12000,15600,16200.0
USGS,05325000,80155,73411,,7,1,1968,2017,50,1983,30500,1988,73.0,6820,121.0,734,1960,2350,5240,9330,11400,15000,16300.0
USGS,05325000,80155,73411,,7,2,1968,2017,50,1983,29200,1976,77.0,6470,85.0,714,2010,2120,4850,10000,11600,13800,15600.0
USGS,05325000,80155,73411,,7,3,1968,2017,50,1983,25200,1988,58.0,6270,71.0,705,1820,1910,4390,9410,11100,13400,21500.0
USGS,05325000,80155,73411,,7,4,1968,2017,50,1993,44600,1976,50.0,6410,65.0,601,1580,1780,4220,8440,9240,13200,23000.0
USGS,05325000,80155,73411,,7,5,1968,2017,50,1993,31700,1976,46.0,5610,65.0,629,1360,1540,4220,7550,7780,11500,20700.0
USGS,05325000,80155,73411,,7,6,1968,2017,50,1993,25000,1976,44.0,5120,72.0,616,1160,1410,4070,7250,8320,10500,17400.0
USGS,05325000,80155,73411,,7,7,1968,2017,50,1993,21200,1976,41.0,4920,66.0,570,1030,1300,4130,7320,8170,10100,17200.0
USGS,05325000,80155,73411,,7,8,1968,2017,50,1993,18900,1976,39.0,4770,47.0,537,924,1350,4030,6910,7420,9530,15500.0
USGS,05325000,80155,73411,,7,9,1968,2017,50,1993,16800,1989,33.0,4640,47.0,492,790,1180,4370,6770,7840,10700,13700.0
USGS,05325000,80155,73411,,7,10,1968,2017,50,1993,14400,1976,32.0,4560,42.0,399,731,1130,4060,6440,7660,10300,13300.0
USGS,05325000,80155,73411,,7,11,1968,2017,50,1993,21000,1976,34.0,4750,40.0,345,748,1040,3800,6960,8560,11100,12600.0
USGS,05325000,80155,73411,,7,12,1968,2017,50,2000,22900,1976,32.0,5100,35.0,368,720,1030,3300,7400,8400,13400,18700.0
USGS,05325000,80155,73411,,7,13,1968,2017,50,2000,29600,1976,29.0,5020,38.0,380,886,1120,3150,7850,8580,12000,15600.0
USGS,05325000,80155,73411,,7,14,1968,2017,50,2000,31500,1976,31.0,4900,46.0,318,957,1270,3130,7150,8090,12000,14400.0
USGS,05325000,80155,73411,,7,15,1968,2017,50,2000,26600,1989,39.0,4800,46.0,283,904,1240,3210,6980,7580,12400,13700.0
