Activity_StartDate,Result_Measure,Result_MeasureUnit,Result_Characteristic,ResultAnalyticalMethod_Description,Result_CharacteristicGroup
1960-10-04,70.0,mg/L,Calcium,,"Inorganics, Major, Metals"
1961-03-20,76.0,mg/L,Calcium,,"Inorganics, Major, Metals"
1961-05-16,77.0,mg/L,Calcium,,"Inorganics, Major, Metals"
1962-04-02,42.0,mg/L,Calcium,,"Inorganics, Major, Metals"
1963-02-26,120,mg/L,Calcium,,"Inorganics, Major, Metals"
1963-10-22,90.0,mg/L,Calcium,,"Inorganics, Major, Metals"
1963-11-07,98.0,mg/L,Calcium,,"Inorganics, Major, Metals"
1963-12-10,110,mg/L,Calcium,,"Inorganics, Major, Metals"
1964-01-16,144,mg/L,Calcium,,"Inorganics, Major, Metals"
1964-02-25,108,mg/L,Calcium,,"Inorganics, Major, Metals"
1964-04-03,84.0,mg/L,Calcium,,"Inorganics, Major, Metals"
1964-05-13,90.0,mg/L,Calcium,,"Inorganics, Major, Metals"
1964-05-14,86.0,mg/L,Calcium,,"Inorganics, Major, Metals"
1964-06-17,94.0,mg/L,Calcium,,"Inorganics, Major, Metals"
1964-07-15,66.0,mg/L,Calcium,,"Inorganics, Major, Metals"
1964-08-11,57.0,mg/L,Calcium,,"Inorganics, Major, Metals"
1964-09-13,85.0,mg/L,Calcium,,"Inorganics, Major, Metals"
1964-09-22,101,mg/L,Calcium,,"Inorganics, Major, Metals"
1964-10-09,114,mg/L,Calcium,,"Inorganics, Major, Metals"
1964-11-16,89.0,mg/L,Calcium,,"Inorganics, Major, Metals"
1964-12-09,142,mg/L,Calcium,,"Inorganics, Major, Metals"
1965-01-07,96.0,mg/L,Calcium,,"Inorganics, Major, Metals"
1965-02-10,106,mg/L,Calcium,,"Inorganics, Major, Metals"
1965-03-25,76.0,mg/L,Calcium,,"Inorganics, Major, Metals"
1965-04-29,79.0,mg/L,Calcium,,"Inorganics, Major, Metals"
1965-05-02,88.0,mg/L,Calcium,,"Inorganics, Major, Metals"
1965-05-25,88.0,mg/L,Calcium,,"Inorganics, Major, Metals"
1965-07-13,91.0,mg/L,Calcium,,"Inorganics, Major, Metals"
1965-08-18,71.0,mg/L,Calcium,,"Inorganics, Major, Metals"
1965-09-20,82.0,mg/L,Calcium,,"Inorganics, Major, Metals"
1965-10-15,120,mg/L,Calcium,,"Inorganics, Major, Metals"
1965-11-30,124,mg/L,Calcium,,"Inorganics, Major, Metals"
1965-12-15,74.0,mg/L,Calcium,,"Inorganics, Major, Metals"
1966-01-12,134,mg/L,Calcium,,"Inorganics, Major, Metals"
1966-02-15,51.0,mg/L,Calcium,,"Inorganics, Major, Metals"
1966-04-21,105,mg/L,Calcium,,"Inorganics, Major, Metals"
1966-05-25,79.0,mg/L,Calcium,,"Inorganics, Major, Metals"
1966-06-24,63.0,mg/L,Calcium,,"Inorganics, Major, Metals"
1966-07-27,62.0,mg/L,Calcium,,"Inorganics, Major, Metals"
1966-08-18,75.0,mg/L,Calcium,,"Inorganics, Major, Metals"
1966-10-18,86.0,mg/L,Calcium,,"Inorganics, Major, Metals"
1967-02-28,118,mg/L,Calcium,,"Inorganics, Major, Metals"
1967-07-12,90.0,mg/L,Calcium,,"Inorganics, Major, Metals"
1969-09-12,90.0,mg/L,Calcium,,"Inorganics, Major, Metals"
2019-06-18,80.7,mg/L,Calcium,"DESCRIPTION: Metals, filtered water, Inductively coupled plasma-atomic emmission spectrometry (NWQL); CITATION(S): Fishman, M.J., ed., 1993, Methods of analysis by the U.S. Geological Survey National Water Quality Laboratory--Determination of inorganic and organic constituents in water and fluvial sediments: U.S. Geological Survey Open-File Report 93-125, p. 101-112. | USGS | I-1472-87","Inorganics, Major, Metals"
2019-08-07,69.7,mg/L,Calcium,"DESCRIPTION: Metals, filtered water, Inductively coupled plasma-atomic emmission spectrometry (NWQL); CITATION(S): Fishman, M.J., ed., 1993, Methods of analysis by the U.S. Geological Survey National Water Quality Laboratory--Determination of inorganic and organic constituents in water and fluvial sediments: U.S. Geological Survey Open-File Report 93-125, p. 101-112. | USGS | I-1472-87","Inorganics, Major, Metals"
2019-10-08,96.5,mg/L,Calcium,"DESCRIPTION: Metals, filtered water, Inductively coupled plasma-atomic emmission spectrometry (NWQL); CITATION(S): Fishman, M.J., ed., 1993, Methods of analysis by the U.S. Geological Survey National Water Quality Laboratory--Determination of inorganic and organic constituents in water and fluvial sediments: U.S. Geological Survey Open-File Report 93-125, p. 101-112. | USGS | I-1472-87","Inorganics, Major, Metals"
