Activity_StartDate,Result_Measure,Result_MeasureUnit,Result_Characteristic,ResultAnalyticalMethod_Description,Result_CharacteristicGroup
1991-03-23,56,% passing,Suspended sediment particle size,,Sediment
1991-05-07,43,% passing,Suspended sediment particle size,,Sediment
